'Time','II','AVR','V','RESP','PLETH','ABP'
'[14:53:31.904]',0.234,0.680,0.304,0.821,0.599,86.441
'[14:53:31.912]',0.240,0.676,0.294,0.826,0.618,85.072
'[14:53:31.920]',0.250,0.671,0.294,0.831,0.634,83.898
'[14:53:31.928]',0.240,0.665,0.290,0.837,0.650,82.529
'[14:53:31.936]',0.246,0.676,0.284,0.841,0.664,81.356
'[14:53:31.944]',0.240,0.680,0.284,0.845,0.675,79.987
'[14:53:31.952]',0.230,0.676,0.278,0.848,0.686,78.814
'[14:53:31.960]',0.225,0.676,0.275,0.849,0.694,77.640
'[14:53:31.968]',0.230,0.680,0.269,0.849,0.702,76.662
'[14:53:31.976]',0.215,0.680,0.269,0.850,0.707,75.489
'[14:53:31.984]',0.211,0.686,0.259,0.851,0.708,74.511
'[14:53:31.992]',0.211,0.700,0.269,0.852,0.707,73.533
'[14:53:32.000]',0.195,0.700,0.269,0.854,0.705,72.751
'[14:53:32.008]',0.189,0.700,0.269,0.855,0.701,71.969
'[14:53:32.016]',0.195,0.700,0.269,0.859,0.695,70.991
'[14:53:32.024]',0.189,0.706,0.278,0.862,0.688,70.209
'[14:53:32.032]',0.205,0.700,0.284,0.866,0.678,69.426
'[14:53:32.040]',0.211,0.686,0.294,0.871,0.667,68.644
'[14:53:32.048]',0.221,0.680,0.310,0.875,0.655,67.862
'[14:53:32.056]',0.215,0.696,0.324,0.879,0.641,67.080
'[14:53:32.064]',0.230,0.680,0.339,0.881,0.628,66.297
'[14:53:32.072]',0.234,0.686,0.400,0.884,0.615,65.711
'[14:53:32.080]',0.279,0.661,0.510,0.885,0.602,64.928
'[14:53:32.088]',0.395,0.600,0.845,0.885,0.590,64.342
'[14:53:32.096]',0.641,0.449,0.925,0.883,0.581,63.559
'[14:53:32.104]',0.865,0.278,-0.318,0.882,0.571,62.973
'[14:53:32.112]',1.064,0.133,-0.502,0.879,0.561,62.386
'[14:53:32.120]',0.984,0.120,-0.502,0.877,0.551,61.799
'[14:53:32.128]',0.686,0.365,-0.502,0.875,0.543,61.213
'[14:53:32.136]',0.195,0.671,-0.502,0.872,0.535,60.626
'[14:53:32.144]',-0.174,0.906,-0.502,0.870,0.526,60.039
'[14:53:32.152]',-0.205,0.947,-0.031,0.867,0.518,59.648
'[14:53:32.160]',-0.080,0.880,0.375,0.865,0.511,59.061
'[14:53:32.168]',-0.035,0.845,0.520,0.863,0.503,58.475
'[14:53:32.176]',-0.014,0.835,0.565,0.860,0.496,58.083
'[14:53:32.184]',-0.010,0.831,0.590,0.857,0.487,57.692
'[14:53:32.192]',-0.025,0.841,0.606,0.853,0.480,57.106
'[14:53:32.200]',0.000,0.816,0.606,0.849,0.473,56.910
'[14:53:32.208]',0.006,0.822,0.616,0.844,0.465,56.519
'[14:53:32.216]',0.010,0.816,0.625,0.839,0.458,56.128
'[14:53:32.224]',0.000,0.816,0.625,0.832,0.451,55.932
'[14:53:32.232]',0.020,0.812,0.629,0.825,0.444,55.737
'[14:53:32.240]',0.031,0.800,0.641,0.817,0.436,55.541
'[14:53:32.248]',0.035,0.812,0.655,0.810,0.430,55.150
'[14:53:32.256]',0.025,0.812,0.665,0.802,0.423,54.954
'[14:53:32.264]',0.031,0.806,0.665,0.794,0.416,54.759
'[14:53:32.272]',0.025,0.816,0.671,0.785,0.411,54.954
'[14:53:32.280]',0.031,0.812,0.680,0.777,0.405,55.346
'[14:53:32.288]',0.020,0.816,0.680,0.770,0.399,56.910
'[14:53:32.296]',0.031,0.806,0.686,0.762,0.393,59.844
'[14:53:32.304]',0.041,0.812,0.686,0.756,0.388,65.711
'[14:53:32.312]',0.051,0.796,0.700,0.749,0.383,74.511
'[14:53:32.320]',0.045,0.800,0.731,0.742,0.379,84.681
'[14:53:32.328]',0.076,0.776,0.745,0.736,0.374,94.263
'[14:53:32.336]',0.086,0.776,0.776,0.732,0.370,102.282
'[14:53:32.344]',0.115,0.755,0.796,0.728,0.364,109.322
'[14:53:32.352]',0.121,0.745,0.812,0.726,0.360,116.167
'[14:53:32.360]',0.135,0.741,0.822,0.724,0.356,122.621
'[14:53:32.368]',0.156,0.725,0.825,0.718,0.352,128.879
'[14:53:32.376]',0.195,0.696,0.831,0.714,0.347,134.550
'[14:53:32.384]',0.221,0.686,0.841,0.705,0.343,139.635
'[14:53:32.392]',0.260,0.661,0.825,0.697,0.339,143.938
'[14:53:32.400]',0.285,0.641,0.780,0.685,0.335,147.458
'[14:53:32.408]',0.291,0.629,0.706,0.674,0.332,150.196
'[14:53:32.416]',0.285,0.629,0.620,0.659,0.330,152.151
'[14:53:32.424]',0.275,0.641,0.551,0.645,0.327,153.520
'[14:53:32.432]',0.270,0.635,0.500,0.631,0.325,154.498
'[14:53:32.440]',0.250,0.661,0.471,0.618,0.323,155.085
'[14:53:32.448]',0.256,0.661,0.445,0.606,0.320,155.476
'[14:53:32.456]',0.234,0.665,0.435,0.593,0.317,155.672
'[14:53:32.464]',0.225,0.671,0.420,0.584,0.314,155.476
'[14:53:32.472]',0.211,0.686,0.400,0.574,0.311,155.085
'[14:53:32.480]',0.211,0.680,0.380,0.566,0.307,154.498
'[14:53:32.488]',0.195,0.696,0.349,0.558,0.304,153.520
'[14:53:32.496]',0.189,0.690,0.345,0.551,0.302,152.151
'[14:53:32.504]',0.186,0.706,0.349,0.545,0.300,150.391
'[14:53:32.512]',0.180,0.710,0.359,0.541,0.300,148.240
'[14:53:32.520]',0.176,0.716,0.359,0.536,0.300,145.502
'[14:53:32.528]',0.170,0.706,0.355,0.531,0.302,142.177
'[14:53:32.536]',0.166,0.710,0.355,0.526,0.307,138.266
'[14:53:32.544]',0.160,0.716,0.359,0.521,0.314,133.768
'[14:53:32.552]',0.166,0.710,0.355,0.516,0.325,128.683
'[14:53:32.560]',0.170,0.700,0.359,0.510,0.340,122.816
'[14:53:32.568]',0.176,0.710,0.380,0.505,0.360,116.949
'[14:53:32.576]',0.186,0.700,0.400,0.500,0.382,111.082
'[14:53:32.584]',0.180,0.706,0.400,0.495,0.407,106.193
'[14:53:32.592]',0.189,0.700,0.400,0.489,0.434,102.868
'[14:53:32.600]',0.186,0.700,0.394,0.484,0.461,101.108
'[14:53:32.608]',0.201,0.690,0.390,0.477,0.488,100.130
'[14:53:32.616]',0.180,0.700,0.384,0.471,0.510,98.957
'[14:53:32.624]',0.176,0.706,0.375,0.466,0.530,96.806
'[14:53:32.632]',0.160,0.722,0.365,0.461,0.551,94.263
'[14:53:32.640]',0.156,0.725,0.345,0.457,0.572,92.112
'[14:53:32.648]',0.166,0.716,0.335,0.455,0.591,90.352
'[14:53:32.656]',0.156,0.725,0.320,0.453,0.609,88.592
'[14:53:32.664]',0.160,0.725,0.290,0.451,0.626,87.223
'[14:53:32.672]',0.141,0.731,0.278,0.450,0.640,85.854
'[14:53:32.680]',0.135,0.735,0.275,0.449,0.653,84.681
'[14:53:32.688]',0.150,0.725,0.269,0.448,0.665,83.507
'[14:53:32.696]',0.150,0.725,0.269,0.448,0.674,82.334
'[14:53:32.704]',0.141,0.731,0.269,0.446,0.683,81.160
'[14:53:32.712]',0.160,0.722,0.275,0.444,0.691,79.987
'[14:53:32.720]',0.160,0.716,0.275,0.440,0.695,78.814
'[14:53:32.728]',0.156,0.710,0.275,0.436,0.698,77.836
'[14:53:32.736]',0.156,0.725,0.284,0.430,0.700,76.662
'[14:53:32.744]',0.176,0.700,0.294,0.424,0.701,75.685
'[14:53:32.752]',0.180,0.700,0.300,0.418,0.701,74.707
'[14:53:32.760]',0.176,0.700,0.300,0.413,0.698,73.729
'[14:53:32.768]',0.186,0.696,0.300,0.407,0.694,72.751
'[14:53:32.776]',0.189,0.696,0.304,0.401,0.687,71.969
'[14:53:32.784]',0.186,0.700,0.314,0.396,0.679,70.991
'[14:53:32.792]',0.186,0.706,0.320,0.391,0.669,70.209
'[14:53:32.800]',0.195,0.696,0.320,0.386,0.658,69.231
'[14:53:32.808]',0.189,0.700,0.320,0.382,0.644,68.449
'[14:53:32.816]',0.180,0.706,0.324,0.377,0.630,67.666
'[14:53:32.824]',0.176,0.716,0.320,0.373,0.618,66.884
'[14:53:32.832]',0.180,0.710,0.314,0.370,0.606,66.102
'[14:53:32.840]',0.166,0.722,0.300,0.367,0.594,65.319
'[14:53:32.848]',0.150,0.716,0.294,0.366,0.583,64.537
'[14:53:32.856]',0.145,0.731,0.294,0.365,0.571,63.950
'[14:53:32.864]',0.156,0.725,0.290,0.365,0.561,63.364
'[14:53:32.872]',0.145,0.731,0.294,0.366,0.551,62.777
'[14:53:32.880]',0.150,0.725,0.284,0.368,0.543,62.190
'[14:53:32.888]',0.141,0.735,0.335,0.370,0.535,61.604
'[14:53:32.896]',0.189,0.716,0.439,0.371,0.527,61.017
'[14:53:32.904]',0.279,0.665,0.780,0.373,0.519,60.430
'[14:53:32.912]',0.529,0.520,0.967,0.376,0.511,59.844
'[14:53:32.920]',0.795,0.324,-0.227,0.378,0.503,59.452
'[14:53:32.928]',1.049,0.133,-0.502,0.380,0.497,58.866
'[14:53:32.936]',1.084,0.104,-0.502,0.383,0.490,58.475
'[14:53:32.944]',0.770,0.284,-0.502,0.384,0.482,58.083
'[14:53:32.952]',0.336,0.571,-0.502,0.386,0.475,57.497
'[14:53:32.960]',-0.109,0.845,-0.502,0.387,0.467,57.106
'[14:53:32.968]',-0.184,0.931,-0.076,0.388,0.460,56.715
'[14:53:32.976]',-0.080,0.876,0.400,0.388,0.454,56.128
'[14:53:32.984]',-0.020,0.845,0.596,0.388,0.446,55.737
'[14:53:32.992]',0.010,0.825,0.665,0.386,0.439,55.346
'[14:53:33.000]',0.010,0.825,0.690,0.385,0.432,54.954
'[14:53:33.008]',0.016,0.822,0.716,0.384,0.425,54.368
'[14:53:33.016]',0.010,0.825,0.722,0.383,0.418,53.977
'[14:53:33.024]',0.016,0.812,0.725,0.382,0.412,53.781
'[14:53:33.032]',0.025,0.806,0.706,0.381,0.406,53.390
'[14:53:33.040]',0.020,0.816,0.700,0.380,0.401,53.194
'[14:53:33.048]',0.020,0.816,0.680,0.379,0.395,52.999
'[14:53:33.056]',0.016,0.812,0.676,0.378,0.389,52.803
'[14:53:33.064]',0.020,0.816,0.671,0.378,0.384,52.608
'[14:53:33.072]',0.016,0.816,0.686,0.376,0.378,52.412
'[14:53:33.080]',0.020,0.812,0.696,0.375,0.373,52.608
'[14:53:33.088]',0.020,0.812,0.706,0.374,0.369,53.585
'[14:53:33.096]',0.025,0.806,0.716,0.372,0.364,55.346
'[14:53:33.104]',0.031,0.796,0.731,0.371,0.359,58.866
'[14:53:33.112]',0.045,0.796,0.741,0.370,0.354,65.319
'[14:53:33.120]',0.031,0.806,0.755,0.370,0.349,75.685
'[14:53:33.128]',0.045,0.796,0.761,0.369,0.345,88.396
'[14:53:33.136]',0.055,0.796,0.776,0.370,0.342,100.326
'[14:53:33.144]',0.070,0.786,0.800,0.370,0.339,110.300
'[14:53:33.152]',0.076,0.786,0.822,0.372,0.335,118.318
'[14:53:33.160]',0.100,0.771,0.857,0.375,0.332,125.750
'[14:53:33.168]',0.125,0.761,0.876,0.379,0.329,132.986
'[14:53:33.176]',0.160,0.735,0.890,0.383,0.326,139.831
'[14:53:33.184]',0.176,0.731,0.896,0.388,0.324,146.089
'[14:53:33.192]',0.205,0.716,0.906,0.392,0.320,151.760
'[14:53:33.200]',0.230,0.696,0.916,0.392,0.317,156.649
'[14:53:33.208]',0.256,0.671,0.922,0.392,0.313,160.561
'[14:53:33.216]',0.279,0.651,0.867,0.388,0.310,163.690
'[14:53:33.224]',0.291,0.641,0.776,0.385,0.307,166.037
'[14:53:33.232]',0.295,0.629,0.680,0.379,0.304,167.797
'[14:53:33.240]',0.285,0.635,0.606,0.374,0.302,168.775
'[14:53:33.248]',0.275,0.641,0.535,0.370,0.301,169.557
'[14:53:33.256]',0.270,0.651,0.500,0.365,0.300,169.948
'[14:53:33.264]',0.279,0.635,0.475,0.361,0.299,170.144
'[14:53:33.272]',0.270,0.645,0.455,0.357,0.298,170.144
'[14:53:33.280]',0.260,0.645,0.439,0.354,0.297,169.948
'[14:53:33.288]',0.256,0.651,0.416,0.352,0.296,169.557
'[14:53:33.296]',0.256,0.651,0.404,0.350,0.293,168.970
'[14:53:33.304]',0.250,0.651,0.390,0.348,0.291,168.188
'[14:53:33.312]',0.246,0.655,0.390,0.346,0.290,166.819
'[14:53:33.320]',0.230,0.665,0.390,0.345,0.289,165.254
'[14:53:33.328]',0.230,0.665,0.390,0.342,0.289,163.299
'[14:53:33.336]',0.215,0.676,0.390,0.340,0.292,160.756
'[14:53:33.344]',0.230,0.671,0.394,0.336,0.298,157.627
'[14:53:33.352]',0.215,0.686,0.416,0.333,0.306,154.107
'[14:53:33.360]',0.225,0.676,0.425,0.330,0.317,150.000
'[14:53:33.368]',0.211,0.680,0.439,0.326,0.333,145.306
'[14:53:33.376]',0.211,0.686,0.461,0.323,0.354,139.831
'[14:53:33.384]',0.189,0.700,0.475,0.319,0.378,134.159
'[14:53:33.392]',0.186,0.706,0.480,0.315,0.407,127.901
'[14:53:33.400]',0.176,0.700,0.480,0.311,0.437,121.643
'[14:53:33.408]',0.186,0.710,0.484,0.306,0.469,115.776
'[14:53:33.416]',0.189,0.700,0.475,0.302,0.500,110.887
'[14:53:33.424]',0.170,0.710,0.471,0.298,0.531,107.758
'[14:53:33.432]',0.186,0.700,0.461,0.295,0.560,105.997
'[14:53:33.440]',0.186,0.706,0.465,0.292,0.588,105.020
'[14:53:33.448]',0.180,0.706,0.461,0.289,0.614,103.260
'[14:53:33.456]',0.189,0.700,0.449,0.287,0.633,100.717
'[14:53:33.464]',0.186,0.700,0.445,0.285,0.650,98.175
'[14:53:33.472]',0.176,0.706,0.435,0.283,0.669,96.024
'[14:53:33.480]',0.186,0.700,0.429,0.283,0.685,94.068
'[14:53:33.488]',0.186,0.700,0.420,0.281,0.702,92.308
'[14:53:33.496]',0.189,0.696,0.416,0.279,0.717,90.548
'[14:53:33.504]',0.180,0.700,0.404,0.277,0.730,89.179
'[14:53:33.512]',0.186,0.700,0.404,0.275,0.742,87.810
'[14:53:33.520]',0.176,0.706,0.400,0.272,0.753,86.636
'[14:53:33.528]',0.186,0.696,0.394,0.269,0.762,85.267
'[14:53:33.536]',0.180,0.700,0.404,0.266,0.769,83.898
'[14:53:33.544]',0.186,0.700,0.410,0.263,0.775,82.725
'[14:53:33.552]',0.170,0.706,0.390,0.259,0.779,81.356
'[14:53:33.560]',0.186,0.700,0.371,0.256,0.779,80.183
'[14:53:33.568]',0.180,0.710,0.371,0.252,0.778,79.009
'[14:53:33.576]',0.170,0.710,0.365,0.249,0.776,77.836
'[14:53:33.584]',0.160,0.725,0.345,0.246,0.772,76.858
'[14:53:33.592]',0.156,0.731,0.335,0.243,0.766,75.685
'[14:53:33.600]',0.156,0.725,0.320,0.241,0.760,74.902
'[14:53:33.608]',0.160,0.725,0.314,0.239,0.750,73.729
'[14:53:33.616]',0.170,0.722,0.294,0.238,0.739,72.751
'[14:53:33.624]',0.160,0.722,0.294,0.236,0.726,71.969
'[14:53:33.632]',0.170,0.716,0.290,0.234,0.713,70.991
'[14:53:33.640]',0.160,0.725,0.320,0.232,0.698,70.209
'[14:53:33.648]',0.186,0.725,0.404,0.231,0.682,69.231
'[14:53:33.656]',0.260,0.686,0.655,0.230,0.668,68.449
'[14:53:33.664]',0.455,0.571,1.037,0.230,0.654,67.666
'[14:53:33.672]',0.740,0.380,0.384,0.230,0.641,67.080
'[14:53:33.680]',1.004,0.169,-0.502,0.231,0.629,66.297
'[14:53:33.688]',1.100,0.084,-0.502,0.232,0.616,65.711
'[14:53:33.696]',0.889,0.194,-0.502,0.234,0.604,64.928
'[14:53:33.704]',0.545,0.449,-0.502,0.236,0.593,64.537
'[14:53:33.712]',0.000,0.776,-0.502,0.238,0.583,63.755
'[14:53:33.720]',-0.193,0.941,-0.298,0.239,0.573,63.168
'[14:53:33.728]',-0.119,0.912,0.304,0.240,0.563,62.582
'[14:53:33.736]',-0.059,0.871,0.580,0.241,0.553,61.995
'[14:53:33.744]',-0.004,0.831,0.665,0.242,0.544,61.408
'[14:53:33.752]',-0.004,0.835,0.710,0.243,0.536,60.821
'[14:53:33.760]',0.010,0.816,0.735,0.243,0.527,60.235
'[14:53:33.768]',0.000,0.825,0.741,0.244,0.518,59.844
'[14:53:33.776]',0.020,0.816,0.741,0.242,0.511,59.257
'[14:53:33.784]',0.031,0.816,0.751,0.241,0.502,58.670
'[14:53:33.792]',0.035,0.800,0.722,0.239,0.494,58.279
'[14:53:33.800]',0.020,0.816,0.690,0.237,0.485,58.083
'[14:53:33.808]',0.020,0.816,0.671,0.234,0.476,57.692
'[14:53:33.816]',0.000,0.831,0.665,0.230,0.467,57.301
'[14:53:33.824]',-0.010,0.812,0.671,0.226,0.458,56.715
'[14:53:33.832]',0.031,0.806,0.655,0.222,0.451,56.519
'[14:53:33.840]',0.016,0.816,0.680,0.218,0.442,56.519
'[14:53:33.848]',0.020,0.812,0.690,0.214,0.435,57.301
'[14:53:33.856]',0.031,0.800,0.700,0.210,0.428,58.670
'[14:53:33.864]',0.035,0.796,0.716,0.206,0.421,61.604
'[14:53:33.872]',0.041,0.806,0.735,0.203,0.415,66.884
'[14:53:33.880]',0.041,0.796,0.755,0.201,0.411,74.902
'[14:53:33.888]',0.035,0.806,0.776,0.200,0.406,85.072
'[14:53:33.896]',0.051,0.796,0.806,0.199,0.401,95.046
'[14:53:33.904]',0.055,0.800,0.841,0.200,0.396,104.042
'[14:53:33.912]',0.086,0.776,0.867,0.202,0.391,111.278
'[14:53:33.920]',0.100,0.771,0.896,0.204,0.386,117.927
'[14:53:33.928]',0.125,0.745,0.912,0.206,0.381,124.185
'[14:53:33.936]',0.156,0.741,0.931,0.207,0.375,130.443
'[14:53:33.944]',0.186,0.716,0.951,0.207,0.370,136.115
'[14:53:33.952]',0.215,0.696,0.951,0.206,0.366,141.395
'[14:53:33.960]',0.266,0.665,0.941,0.205,0.361,145.698
'[14:53:33.968]',0.279,0.655,0.896,0.201,0.356,149.609
'[14:53:33.976]',0.301,0.635,0.806,0.198,0.353,152.542
'[14:53:33.984]',0.285,0.645,0.696,0.194,0.341,154.694
'[14:53:33.992]',0.275,0.651,0.584,0.189,0.323,156.454
'[14:53:34.000]',0.240,0.671,0.500,0.185,0.311,157.627
'[14:53:34.008]',0.256,0.661,0.435,0.181,0.303,158.605
'[14:53:34.016]',0.240,0.655,0.400,0.177,0.296,158.996
'[14:53:34.024]',0.230,0.665,0.380,0.174,0.290,158.996
'[14:53:34.032]',0.234,0.671,0.365,0.172,0.286,158.801
'[14:53:34.040]',0.221,0.676,0.349,0.169,0.282,158.409
'[14:53:34.048]',0.225,0.676,0.339,0.168,0.278,157.823
'[14:53:34.056]',0.211,0.680,0.345,0.167,0.274,156.845
'[14:53:34.064]',0.211,0.676,0.345,0.165,0.270,155.672
'[14:53:34.072]',0.201,0.686,0.345,0.164,0.267,154.107
'[14:53:34.080]',0.211,0.676,0.349,0.163,0.265,151.956
'[14:53:34.088]',0.195,0.690,0.365,0.162,0.265,149.413
'[14:53:34.096]',0.215,0.676,0.375,0.161,0.265,146.089
'[14:53:34.104]',0.211,0.680,0.390,0.161,0.268,142.373
'[14:53:34.112]',0.211,0.676,0.410,0.160,0.274,138.070
'[14:53:34.120]',0.211,0.676,0.416,0.160,0.284,132.986
'[14:53:34.128]',0.230,0.671,0.435,0.160,0.298,127.314
'[14:53:34.136]',0.221,0.680,0.455,0.160,0.317,121.252
'[14:53:34.144]',0.225,0.676,0.461,0.159,0.338,114.994
'[14:53:34.152]',0.221,0.680,0.471,0.159,0.363,109.127
'[14:53:34.160]',0.225,0.676,0.461,0.159,0.388,104.237
'[14:53:34.168]',0.211,0.686,0.455,0.158,0.415,101.108
'[14:53:34.176]',0.205,0.686,0.420,0.158,0.442,99.739
'[14:53:34.184]',0.186,0.700,0.384,0.157,0.464,99.348
'[14:53:34.192]',0.189,0.690,0.355,0.158,0.485,98.175
'[14:53:34.200]',0.195,0.690,0.345,0.158,0.506,96.024
'[14:53:34.208]',0.186,0.696,0.345,0.160,0.527,93.481
'[14:53:34.216]',0.186,0.700,0.339,0.161,0.546,91.525
'[14:53:34.224]',0.195,0.700,0.339,0.163,0.565,89.765
'[14:53:34.232]',0.186,0.700,0.345,0.165,0.582,88.005
'[14:53:34.240]',0.180,0.706,0.345,0.167,0.596,86.441
'[14:53:34.248]',0.186,0.696,0.329,0.169,0.610,85.072
'[14:53:34.256]',0.180,0.700,0.335,0.170,0.623,84.094
'[14:53:34.264]',0.189,0.700,0.329,0.171,0.634,82.725
'[14:53:34.272]',0.180,0.700,0.324,0.172,0.644,81.552
'[14:53:34.280]',0.186,0.700,0.320,0.173,0.652,80.183
'[14:53:34.288]',0.176,0.706,0.314,0.173,0.657,79.009
'[14:53:34.296]',0.186,0.696,0.304,0.174,0.661,77.640
'[14:53:34.304]',0.189,0.696,0.310,0.174,0.663,76.467
'[14:53:34.312]',0.211,0.680,0.320,0.174,0.665,75.293
'[14:53:34.320]',0.211,0.686,0.320,0.175,0.666,74.316
'[14:53:34.328]',0.215,0.676,0.324,0.177,0.664,73.338
'[14:53:34.336]',0.211,0.696,0.375,0.179,0.660,72.164
'[14:53:34.344]',0.256,0.671,0.471,0.182,0.654,71.186
'[14:53:34.352]',0.346,0.625,0.755,0.185,0.646,70.209
'[14:53:34.360]',0.570,0.490,1.061,0.188,0.636,69.231
'[14:53:34.368]',0.820,0.320,0.245,0.192,0.625,68.253
'[14:53:34.376]',1.055,0.133,-0.502,0.196,0.612,67.471
'[14:53:34.384]',1.115,0.088,-0.502,0.200,0.597,66.493
'[14:53:34.392]',0.840,0.239,-0.502,0.205,0.584,65.711
'[14:53:34.400]',0.436,0.520,-0.502,0.212,0.570,64.928
'[14:53:34.408]',-0.064,0.825,-0.502,0.218,0.558,64.146
'[14:53:34.416]',-0.164,0.925,-0.227,0.226,0.545,63.364
'[14:53:34.424]',-0.080,0.886,0.269,0.234,0.534,62.777
'[14:53:34.432]',-0.014,0.845,0.471,0.241,0.523,61.995
'[14:53:34.440]',0.010,0.816,0.535,0.250,0.512,61.408
'[14:53:34.448]',0.020,0.816,0.571,0.257,0.502,60.821
'[14:53:34.456]',0.041,0.800,0.596,0.265,0.494,60.235
'[14:53:34.464]',0.031,0.796,0.610,0.271,0.485,59.648
'[14:53:34.472]',0.045,0.800,0.620,0.277,0.477,59.061
'[14:53:34.480]',0.061,0.790,0.629,0.281,0.469,58.475
'[14:53:34.488]',0.051,0.796,0.641,0.284,0.461,58.083
'[14:53:34.496]',0.064,0.786,0.645,0.287,0.454,57.692
'[14:53:34.504]',0.051,0.796,0.655,0.289,0.447,57.301
'[14:53:34.512]',0.070,0.771,0.661,0.289,0.441,56.715
'[14:53:34.520]',0.055,0.796,0.671,0.290,0.433,56.128
'[14:53:34.528]',0.064,0.776,0.665,0.288,0.426,55.737
'[14:53:34.536]',0.064,0.780,0.671,0.287,0.417,55.932
'[14:53:34.544]',0.086,0.776,0.665,0.285,0.409,56.323
'[14:53:34.552]',0.080,0.780,0.651,0.284,0.400,57.301
'[14:53:34.560]',0.076,0.771,0.645,0.283,0.392,59.452
'[14:53:34.568]',0.076,0.776,0.641,0.283,0.383,63.755
'[14:53:34.576]',0.090,0.767,0.641,0.283,0.374,71.186
'[14:53:34.584]',0.090,0.771,0.655,0.283,0.367,80.965
