"'Time','II','AVR','V','RESP','PLETH','ABP'"
"'[14:18:30.246]',0.180,0.565,0.805,0.608,-,-"
"'[14:18:30.254]',0.175,0.575,0.805,0.612,-,-"
"'[14:18:30.262]',0.195,0.555,0.805,0.615,-,-"
"'[14:18:30.270]',0.190,0.545,0.805,0.619,-,-"
"'[14:18:30.278]',0.210,0.540,0.805,0.623,-,-"
"'[14:18:30.286]',0.215,0.545,0.810,0.627,-,-"
"'[14:18:30.294]',0.225,0.525,0.805,0.631,-,-"
"'[14:18:30.302]',0.220,0.525,0.815,0.635,-,-"
"'[14:18:30.310]',0.225,0.520,0.810,0.639,-,-"
"'[14:18:30.318]',0.215,0.515,0.820,0.643,-,-"
"'[14:18:30.326]',0.220,0.510,0.825,0.646,-,-"
"'[14:18:30.334]',0.210,0.520,0.830,0.650,-,-"
"'[14:18:30.342]',0.220,0.510,0.825,0.653,-,-"
"'[14:18:30.350]',0.230,0.500,0.830,0.656,-,-"
"'[14:18:30.358]',0.245,0.490,0.840,0.659,-,-"
"'[14:18:30.366]',0.240,0.500,0.850,0.662,-,-"
"'[14:18:30.374]',0.260,0.485,0.855,0.664,-,-"
"'[14:18:30.382]',0.270,0.480,0.860,0.666,-,-"
"'[14:18:30.390]',0.260,0.490,0.875,0.668,-,-"
"'[14:18:30.398]',0.270,0.500,0.885,0.669,-,-"
"'[14:18:30.406]',0.265,0.500,0.885,0.670,-,-"
"'[14:18:30.414]',0.255,0.510,0.875,0.671,-,-"
"'[14:18:30.422]',0.250,0.525,0.875,0.671,-,-"
"'[14:18:30.430]',0.240,0.530,0.865,0.670,-,-"
"'[14:18:30.438]',0.230,0.540,0.855,0.668,-,-"
"'[14:18:30.446]',0.245,0.530,0.860,0.667,-,-"
"'[14:18:30.454]',0.225,0.545,0.860,0.665,-,-"
"'[14:18:30.462]',0.225,0.545,0.855,0.663,-,-"
"'[14:18:30.470]',0.230,0.535,0.855,0.660,-,-"
"'[14:18:30.478]',0.235,0.535,0.865,0.657,-,-"
"'[14:18:30.486]',0.220,0.550,0.865,0.654,-,-"
"'[14:18:30.494]',0.225,0.545,0.865,0.650,-,-"
"'[14:18:30.502]',0.230,0.540,0.855,0.645,-,-"
"'[14:18:30.510]',0.235,0.535,0.860,0.641,-,-"
"'[14:18:30.518]',0.225,0.545,0.855,0.635,-,-"
"'[14:18:30.526]',0.230,0.535,0.855,0.631,-,-"
"'[14:18:30.534]',0.220,0.545,0.845,0.625,-,-"
"'[14:18:30.542]',0.225,0.535,0.835,0.621,-,-"
"'[14:18:30.550]',0.205,0.550,0.830,0.616,-,-"
"'[14:18:30.558]',0.220,0.540,0.825,0.613,-,-"
"'[14:18:30.566]',0.200,0.550,0.820,0.609,-,-"
"'[14:18:30.574]',0.205,0.550,0.805,0.606,-,-"
"'[14:18:30.582]',0.195,0.565,0.805,0.604,-,-"
"'[14:18:30.590]',0.195,0.555,0.800,0.602,-,-"
"'[14:18:30.598]',0.185,0.565,0.790,0.601,-,-"
"'[14:18:30.606]',0.190,0.555,0.785,0.599,-,-"
"'[14:18:30.614]',0.170,0.565,0.785,0.599,-,-"
"'[14:18:30.622]',0.180,0.570,0.770,0.598,-,-"
"'[14:18:30.630]',0.175,0.565,0.770,0.598,-,-"
"'[14:18:30.638]',0.175,0.575,0.765,0.598,-,-"
"'[14:18:30.646]',0.180,0.570,0.760,0.599,-,-"
"'[14:18:30.654]',0.165,0.575,0.760,0.600,-,-"
"'[14:18:30.662]',0.175,0.570,0.760,0.602,-,-"
"'[14:18:30.670]',0.165,0.580,0.755,0.603,-,-"
"'[14:18:30.678]',0.175,0.570,0.760,0.605,-,-"
"'[14:18:30.686]',0.175,0.575,0.750,0.607,-,-"
"'[14:18:30.694]',0.180,0.570,0.745,0.609,-,-"
"'[14:18:30.702]',0.170,0.575,0.740,0.610,-,-"
"'[14:18:30.710]',0.175,0.575,0.745,0.612,-,-"
"'[14:18:30.718]',0.160,0.580,0.750,0.614,-,-"
"'[14:18:30.726]',0.170,0.575,0.745,0.615,-,-"
"'[14:18:30.734]',0.170,0.580,0.745,0.617,-,-"
"'[14:18:30.742]',0.185,0.570,0.740,0.618,-,-"
"'[14:18:30.750]',0.170,0.575,0.740,0.619,-,-"
"'[14:18:30.758]',0.185,0.570,0.740,0.620,-,-"
"'[14:18:30.766]',0.175,0.580,0.745,0.620,-,-"
"'[14:18:30.774]',0.180,0.570,0.740,0.621,-,-"
"'[14:18:30.782]',0.175,0.575,0.740,0.621,-,-"
"'[14:18:30.790]',0.185,0.565,0.745,0.621,-,-"
"'[14:18:30.798]',0.175,0.575,0.750,0.621,-,-"
"'[14:18:30.806]',0.180,0.570,0.740,0.621,-,-"
"'[14:18:30.814]',0.175,0.575,0.750,0.621,-,-"
"'[14:18:30.822]',0.200,0.555,0.770,0.621,-,-"
"'[14:18:30.830]',0.235,0.535,0.795,0.621,-,-"
"'[14:18:30.838]',0.245,0.520,0.800,0.621,-,-"
"'[14:18:30.846]',0.265,0.505,0.805,0.621,-,-"
"'[14:18:30.854]',0.285,0.500,0.800,0.621,-,-"
"'[14:18:30.862]',0.295,0.495,0.800,0.622,-,-"
"'[14:18:30.870]',0.285,0.490,0.795,0.623,-,-"
"'[14:18:30.878]',0.260,0.500,0.785,0.625,-,-"
"'[14:18:30.886]',0.220,0.540,0.765,0.627,-,-"
"'[14:18:30.894]',0.180,0.565,0.735,0.629,-,-"
"'[14:18:30.902]',0.150,0.590,0.730,0.632,-,-"
"'[14:18:30.910]',0.150,0.585,0.725,0.635,-,-"
"'[14:18:30.918]',0.140,0.595,0.715,0.639,-,-"
"'[14:18:30.926]',0.140,0.595,0.720,0.643,-,-"
"'[14:18:30.934]',0.140,0.600,0.715,0.646,-,-"
"'[14:18:30.942]',0.150,0.590,0.720,0.649,-,-"
"'[14:18:30.950]',0.120,0.600,0.800,0.653,-,-"
"'[14:18:30.958]',0.105,0.560,1.020,0.656,-,-"
"'[14:18:30.966]',0.395,0.365,1.215,0.659,-,-"
"'[14:18:30.974]',1.065,0.080,0.145,0.663,-,-"
"'[14:18:30.982]',1.105,0.250,-0.390,0.667,-,-"
"'[14:18:30.990]',0.075,0.710,-0.500,0.672,-,-"
"'[14:18:30.998]',-0.170,0.835,-0.175,0.676,-,-"
"'[14:18:31.006]',0.065,0.645,0.470,0.679,-,-"
"'[14:18:31.014]',0.130,0.600,0.720,0.683,-,-"
"'[14:18:31.022]',0.135,0.595,0.775,0.686,-,-"
"'[14:18:31.030]',0.135,0.600,0.795,0.689,-,-"
"'[14:18:31.038]',0.130,0.595,0.800,0.693,-,-"
"'[14:18:31.046]',0.125,0.605,0.805,0.696,-,-"
"'[14:18:31.054]',0.130,0.610,0.805,0.700,-,-"
"'[14:18:31.062]',0.135,0.595,0.820,0.704,-,-"
"'[14:18:31.070]',0.130,0.600,0.815,0.707,-,-"
"'[14:18:31.078]',0.150,0.585,0.810,0.711,-,-"
"'[14:18:31.086]',0.150,0.580,0.815,0.715,-,-"
"'[14:18:31.094]',0.160,0.575,0.810,0.718,-,-"
"'[14:18:31.102]',0.150,0.580,0.810,0.721,-,-"
"'[14:18:31.110]',0.175,0.575,0.810,0.724,-,-"
"'[14:18:31.118]',0.175,0.570,0.805,0.727,-,-"
"'[14:18:31.126]',0.175,0.565,0.805,0.729,-,-"
"'[14:18:31.134]',0.170,0.575,0.810,0.732,-,-"
"'[14:18:31.142]',0.195,0.555,0.805,0.734,-,-"
"'[14:18:31.150]',0.190,0.560,0.805,0.736,-,-"
"'[14:18:31.158]',0.215,0.535,0.805,0.737,-,-"
"'[14:18:31.166]',0.200,0.545,0.810,0.739,-,-"
"'[14:18:31.174]',0.215,0.525,0.805,0.740,-,-"
"'[14:18:31.182]',0.210,0.535,0.810,0.741,-,-"
"'[14:18:31.190]',0.210,0.530,0.810,0.741,-,-"
"'[14:18:31.198]',0.210,0.525,0.825,0.741,-,-"
"'[14:18:31.206]',0.215,0.520,0.825,0.741,-,-"
"'[14:18:31.214]',0.220,0.515,0.825,0.742,-,-"
"'[14:18:31.222]',0.210,0.525,0.830,0.741,-,-"
"'[14:18:31.230]',0.220,0.515,0.840,0.741,-,-"
"'[14:18:31.238]',0.210,0.505,0.835,0.741,-,-"
"'[14:18:31.246]',0.225,0.510,0.850,0.741,-,-"
"'[14:18:31.254]',0.220,0.500,0.855,0.740,-,-"
"'[14:18:31.262]',0.240,0.500,0.860,0.739,-,-"
"'[14:18:31.270]',0.250,0.500,0.865,0.738,-,-"
"'[14:18:31.278]',0.260,0.500,0.875,0.737,-,-"
"'[14:18:31.286]',0.265,0.505,0.880,0.734,-,-"
"'[14:18:31.294]',0.255,0.520,0.885,0.732,-,-"
"'[14:18:31.302]',0.230,0.540,0.875,0.729,-,-"
"'[14:18:31.310]',0.240,0.535,0.870,0.725,-,-"
"'[14:18:31.318]',0.230,0.540,0.860,0.720,-,-"
"'[14:18:31.326]',0.230,0.545,0.860,0.716,-,-"
"'[14:18:31.334]',0.225,0.550,0.855,0.710,-,-"
"'[14:18:31.342]',0.235,0.545,0.855,0.704,-,-"
"'[14:18:31.350]',0.225,0.550,0.855,0.695,-,-"
"'[14:18:31.358]',0.225,0.545,0.855,0.687,-,-"
"'[14:18:31.366]',0.225,0.545,0.855,0.677,-,-"
"'[14:18:31.374]',0.230,0.550,0.850,0.667,-,-"
"'[14:18:31.382]',0.220,0.540,0.855,0.655,-,-"
"'[14:18:31.390]',0.230,0.540,0.850,0.643,-,-"
"'[14:18:31.398]',0.225,0.545,0.850,0.629,-,-"
"'[14:18:31.406]',0.225,0.540,0.845,0.616,-,-"
"'[14:18:31.414]',0.230,0.540,0.850,0.603,-,-"
"'[14:18:31.422]',0.225,0.535,0.835,0.590,-,-"
"'[14:18:31.430]',0.215,0.550,0.830,0.577,-,-"
"'[14:18:31.438]',0.205,0.550,0.830,0.564,-,-"
"'[14:18:31.446]',0.210,0.555,0.825,0.551,-,-"
"'[14:18:31.454]',0.195,0.550,0.815,0.538,-,-"
"'[14:18:31.462]',0.210,0.555,0.810,0.524,-,-"
"'[14:18:31.470]',0.190,0.560,0.795,0.511,-,-"
"'[14:18:31.478]',0.200,0.555,0.790,0.498,-,-"
"'[14:18:31.486]',0.185,0.565,0.785,0.486,-,-"
"'[14:18:31.494]',0.190,0.570,0.780,0.474,-,-"
"'[14:18:31.502]',0.175,0.575,0.770,0.462,-,-"
"'[14:18:31.510]',0.185,0.570,0.775,0.450,-,-"
"'[14:18:31.518]',0.170,0.575,0.765,0.438,-,-"
"'[14:18:31.526]',0.185,0.570,0.760,0.424,-,-"
"'[14:18:31.534]',0.170,0.575,0.760,0.411,-,-"
"'[14:18:31.542]',0.160,0.585,0.760,0.397,-,-"
"'[14:18:31.550]',0.160,0.590,0.760,0.383,-,-"
"'[14:18:31.558]',0.165,0.580,0.750,0.368,-,-"
"'[14:18:31.566]',0.160,0.585,0.735,0.354,-,-"
"'[14:18:31.574]',0.175,0.575,0.735,0.341,-,-"
"'[14:18:31.582]',0.160,0.585,0.745,0.328,-,-"
"'[14:18:31.590]',0.175,0.575,0.740,0.316,-,-"
"'[14:18:31.598]',0.165,0.580,0.740,0.304,-,-"
"'[14:18:31.606]',0.175,0.575,0.735,0.291,-,-"
"'[14:18:31.614]',0.170,0.580,0.740,0.278,-,-"
"'[14:18:31.622]',0.175,0.565,0.735,0.265,-,-"
"'[14:18:31.630]',0.165,0.575,0.735,0.252,-,-"
"'[14:18:31.638]',0.170,0.580,0.735,0.240,-,-"
"'[14:18:31.646]',0.175,0.575,0.730,0.228,-,-"
"'[14:18:31.654]',0.175,0.575,0.735,0.218,-,-"
"'[14:18:31.662]',0.170,0.580,0.730,0.207,-,-"
"'[14:18:31.670]',0.160,0.575,0.735,0.197,-,-"
"'[14:18:31.678]',0.175,0.575,0.730,0.186,-,-"
"'[14:18:31.686]',0.170,0.575,0.725,0.175,-,-"
"'[14:18:31.694]',0.185,0.565,0.720,0.164,-,-"
"'[14:18:31.702]',0.200,0.560,0.745,0.153,-,-"
"'[14:18:31.710]',0.235,0.535,0.775,0.143,-,-"
"'[14:18:31.718]',0.240,0.540,0.785,0.133,-,-"
"'[14:18:31.726]',0.245,0.525,0.795,0.123,-,-"
"'[14:18:31.734]',0.275,0.510,0.785,0.114,-,-"
"'[14:18:31.742]',0.295,0.485,0.785,0.106,-,-"
"'[14:18:31.750]',0.280,0.500,0.785,0.099,-,-"
"'[14:18:31.758]',0.260,0.515,0.770,0.092,-,-"
"'[14:18:31.766]',0.215,0.550,0.750,0.086,-,-"
"'[14:18:31.774]',0.180,0.570,0.725,0.080,-,-"
"'[14:18:31.782]',0.135,0.600,0.715,0.075,-,-"
"'[14:18:31.790]',0.130,0.590,0.710,0.070,-,-"
"'[14:18:31.798]',0.145,0.595,0.710,0.066,-,-"
"'[14:18:31.806]',0.155,0.590,0.710,0.063,-,-"
"'[14:18:31.814]',0.150,0.595,0.705,0.061,-,-"
"'[14:18:31.822]',0.150,0.590,0.710,0.059,-,-"
"'[14:18:31.830]',0.115,0.605,0.780,0.058,-,-"
"'[14:18:31.838]',0.075,0.580,0.985,0.056,-,-"
"'[14:18:31.846]',0.350,0.395,1.165,0.056,-,-"
"'[14:18:31.854]',1.060,0.105,0.135,0.055,-,-"
"'[14:18:31.862]',1.145,0.095,-0.440,0.056,-,-"
"'[14:18:31.870]',0.105,0.695,-0.500,0.057,-,-"
"'[14:18:31.878]',-0.185,0.845,-0.240,0.058,-,-"
"'[14:18:31.886]',0.045,0.665,0.410,0.060,-,-"
"'[14:18:31.894]',0.135,0.595,0.690,0.062,-,-"
"'[14:18:31.902]',0.145,0.590,0.755,0.064,-,-"
"'[14:18:31.910]',0.135,0.595,0.775,0.066,-,-"
"'[14:18:31.918]',0.120,0.600,0.780,0.069,-,-"
"'[14:18:31.926]',0.140,0.590,0.790,0.072,-,-"
"'[14:18:31.934]',0.140,0.595,0.785,0.075,-,-"
"'[14:18:31.942]',0.140,0.595,0.795,0.078,-,-"
"'[14:18:31.950]',0.135,0.595,0.795,0.081,-,-"
"'[14:18:31.958]',0.150,0.580,0.795,0.084,-,-"
"'[14:18:31.966]',0.145,0.590,0.795,0.087,-,-"
"'[14:18:31.974]',0.155,0.575,0.795,0.090,-,-"
"'[14:18:31.982]',0.150,0.585,0.790,0.093,-,-"
"'[14:18:31.990]',0.160,0.580,0.790,0.096,-,-"
"'[14:18:31.998]',0.160,0.585,0.790,0.099,-,-"
"'[14:18:32.006]',0.185,0.560,0.785,0.103,-,-"
"'[14:18:32.014]',0.190,0.555,0.785,0.107,-,-"
"'[14:18:32.022]',0.200,0.550,0.780,0.110,-,-"
"'[14:18:32.030]',0.190,0.550,0.785,0.114,-,-"
"'[14:18:32.038]',0.185,0.555,0.785,0.118,-,-"
"'[14:18:32.046]',0.205,0.545,0.790,0.122,-,-"
"'[14:18:32.054]',0.215,0.550,0.785,0.126,-,-"
"'[14:18:32.062]',0.225,0.535,0.790,0.129,-,-"
"'[14:18:32.070]',0.220,0.525,0.790,0.133,-,-"
"'[14:18:32.078]',0.225,0.520,0.800,0.137,-,-"
"'[14:18:32.086]',0.225,0.515,0.795,0.141,-,-"
"'[14:18:32.094]',0.230,0.510,0.805,0.146,-,-"
"'[14:18:32.102]',0.235,0.500,0.805,0.151,-,-"
"'[14:18:32.110]',0.230,0.500,0.810,0.155,-,-"
"'[14:18:32.118]',0.220,0.510,0.820,0.160,-,-"
"'[14:18:32.126]',0.235,0.500,0.830,0.165,-,-"
"'[14:18:32.134]',0.225,0.510,0.830,0.170,-,-"
"'[14:18:32.142]',0.245,0.500,0.845,0.176,-,-"
"'[14:18:32.150]',0.245,0.505,0.855,0.181,-,-"
"'[14:18:32.158]',0.250,0.510,0.860,0.187,-,-"
"'[14:18:32.166]',0.260,0.505,0.870,0.193,-,-"
"'[14:18:32.174]',0.265,0.515,0.875,0.199,-,-"
"'[14:18:32.182]',0.235,0.535,0.870,0.204,-,-"
"'[14:18:32.190]',0.240,0.535,0.860,0.209,-,-"
"'[14:18:32.198]',0.220,0.550,0.855,0.212,-,-"
"'[14:18:32.206]',0.225,0.550,0.850,0.216,-,-"
"'[14:18:32.214]',0.205,0.565,0.840,0.219,-,-"
"'[14:18:32.222]',0.200,0.550,0.845,0.222,-,-"
"'[14:18:32.230]',0.215,0.555,0.850,0.224,-,-"
"'[14:18:32.238]',0.200,0.565,0.845,0.226,-,-"
"'[14:18:32.246]',0.215,0.555,0.850,0.227,-,-"
"'[14:18:32.254]',0.210,0.550,0.845,0.228,-,-"
"'[14:18:32.262]',0.225,0.550,0.855,0.229,-,-"
"'[14:18:32.270]',0.210,0.555,0.855,0.229,-,-"
"'[14:18:32.278]',0.215,0.550,0.855,0.230,-,-"
"'[14:18:32.286]',0.225,0.545,0.855,0.230,-,-"
"'[14:18:32.294]',0.220,0.540,0.855,0.231,-,-"
"'[14:18:32.302]',0.210,0.550,0.855,0.231,-,-"
"'[14:18:32.310]',0.220,0.545,0.850,0.232,-,-"
"'[14:18:32.318]',0.205,0.550,0.845,0.233,-,-"
"'[14:18:32.326]',0.210,0.555,0.845,0.234,-,-"
"'[14:18:32.334]',0.200,0.560,0.830,0.236,-,-"
"'[14:18:32.342]',0.210,0.550,0.825,0.240,-,-"
"'[14:18:32.350]',0.200,0.565,0.820,0.243,-,-"
"'[14:18:32.358]',0.190,0.565,0.820,0.249,-,-"
"'[14:18:32.366]',0.175,0.575,0.825,0.254,-,-"
"'[14:18:32.374]',0.175,0.565,0.810,0.259,-,-"
"'[14:18:32.382]',0.170,0.585,0.805,0.265,-,-"
"'[14:18:32.390]',0.175,0.575,0.795,0.270,-,-"
"'[14:18:32.398]',0.160,0.580,0.785,0.276,-,-"
"'[14:18:32.406]',0.155,0.585,0.785,0.284,-,-"
"'[14:18:32.414]',0.165,0.580,0.780,0.292,-,-"
"'[14:18:32.422]',0.160,0.575,0.770,0.302,-,-"
"'[14:18:32.430]',0.165,0.580,0.775,0.312,-,-"
"'[14:18:32.438]',0.150,0.585,0.760,0.321,-,-"
"'[14:18:32.446]',0.170,0.575,0.760,0.330,-,-"
"'[14:18:32.454]',0.160,0.585,0.765,0.338,-,-"
"'[14:18:32.462]',0.165,0.575,0.770,0.346,-,-"
"'[14:18:32.470]',0.150,0.590,0.760,0.355,-,-"
"'[14:18:32.478]',0.170,0.575,0.760,0.363,-,-"
"'[14:18:32.486]',0.155,0.580,0.755,0.373,-,-"
"'[14:18:32.494]',0.170,0.570,0.755,0.382,-,-"
"'[14:18:32.502]',0.160,0.580,0.750,0.391,-,-"
"'[14:18:32.510]',0.155,0.585,0.750,0.400,-,-"
"'[14:18:32.518]',0.165,0.590,0.745,0.409,-,-"
"'[14:18:32.526]',0.175,0.575,0.750,0.417,-,-"
"'[14:18:32.534]',0.165,0.585,0.755,0.425,-,-"
"'[14:18:32.542]',0.175,0.575,0.750,0.432,-,-"
"'[14:18:32.550]',0.175,0.575,0.745,0.440,-,-"
"'[14:18:32.558]',0.175,0.570,0.755,0.447,-,-"
"'[14:18:32.566]',0.200,0.560,0.780,0.454,-,-"
"'[14:18:32.574]',0.235,0.545,0.800,0.462,-,-"
"'[14:18:32.582]',0.230,0.550,0.805,0.469,-,-"
"'[14:18:32.590]',0.255,0.525,0.790,0.477,-,-"
"'[14:18:32.598]',0.280,0.505,0.785,0.484,-,-"
"'[14:18:32.606]',0.295,0.495,0.785,0.491,-,-"
"'[14:18:32.614]',0.265,0.505,0.785,0.498,-,-"
"'[14:18:32.622]',0.245,0.525,0.770,0.505,-,-"
"'[14:18:32.630]',0.195,0.565,0.755,0.513,-,-"
"'[14:18:32.638]',0.160,0.580,0.735,0.522,-,-"
"'[14:18:32.646]',0.140,0.595,0.730,0.533,-,-"
"'[14:18:32.654]',0.135,0.595,0.725,0.544,-,-"
"'[14:18:32.662]',0.140,0.590,0.720,0.556,-,-"
"'[14:18:32.670]',0.130,0.600,0.725,0.569,-,-"
"'[14:18:32.678]',0.135,0.595,0.720,0.583,-,-"
"'[14:18:32.686]',0.125,0.610,0.730,0.597,-,-"
"'[14:18:32.694]',0.075,0.605,0.845,0.610,-,-"
"'[14:18:32.702]',0.055,0.555,1.115,0.623,-,-"
"'[14:18:32.710]',0.605,0.285,1.210,0.635,-,-"
"'[14:18:32.718]',1.185,0.070,-0.255,0.647,-,-"
"'[14:18:32.726]',0.695,0.355,-0.500,0.660,-,-"
"'[14:18:32.734]',-0.080,0.800,-0.500,0.673,-,-"
"'[14:18:32.742]',-0.190,0.850,-0.010,0.686,-,-"
"'[14:18:32.750]',0.070,0.640,0.595,0.700,-,-"
"'[14:18:32.758]',0.115,0.610,0.765,0.712,-,-"
"'[14:18:32.766]',0.105,0.620,0.805,0.724,-,-"
"'[14:18:32.774]',0.120,0.600,0.810,0.735,-,-"
"'[14:18:32.782]',0.105,0.610,0.820,0.746,-,-"
"'[14:18:32.790]',0.110,0.605,0.825,0.757,-,-"
"'[14:18:32.798]',0.105,0.610,0.825,0.767,-,-"
"'[14:18:32.806]',0.125,0.595,0.820,0.778,-,-"
"'[14:18:32.814]',0.130,0.595,0.825,0.789,-,-"
"'[14:18:32.822]',0.135,0.595,0.825,0.799,-,-"
"'[14:18:32.830]',0.125,0.595,0.820,0.808,-,-"
"'[14:18:32.838]',0.135,0.585,0.825,0.817,-,-"
"'[14:18:32.846]',0.140,0.595,0.830,0.826,-,-"
"'[14:18:32.854]',0.150,0.580,0.820,0.833,-,-"
"'[14:18:32.862]',0.155,0.580,0.820,0.841,-,-"
"'[14:18:32.870]',0.150,0.585,0.820,0.846,-,-"
"'[14:18:32.878]',0.160,0.575,0.825,0.852,-,-"
"'[14:18:32.886]',0.165,0.570,0.810,0.856,-,-"
"'[14:18:32.894]',0.175,0.565,0.820,0.860,-,-"
"'[14:18:32.902]',0.170,0.570,0.815,0.863,-,-"
"'[14:18:32.910]',0.195,0.545,0.810,0.866,-,-"
"'[14:18:32.918]',0.195,0.550,0.820,0.868,-,-"
