'Time','II','AVR','V','RESP','PLETH','ABP'
'[16:16:26.984]',-0.020,-0.500,-0.500,-0.000,2.271,77.252
'[16:16:26.992]',-0.010,-0.500,-0.500,-0.000,2.269,77.134
'[16:16:27.000]',-0.010,-0.500,-0.500,-0.000,2.264,76.978
'[16:16:27.008]',0.005,-0.500,-0.500,-0.000,2.255,76.665
'[16:16:27.016]',0.015,-0.500,-0.500,-0.000,2.242,76.314
'[16:16:27.024]',0.010,-0.500,-0.500,-0.000,2.226,75.806
'[16:16:27.032]',0.020,-0.500,-0.500,-0.000,2.206,75.259
'[16:16:27.040]',0.050,-0.500,-0.500,-0.000,2.184,74.634
'[16:16:27.048]',0.065,-0.500,-0.500,-0.000,2.156,74.008
'[16:16:27.056]',0.055,-0.500,-0.500,-0.000,2.126,73.305
'[16:16:27.064]',0.070,-0.500,-0.500,-0.000,2.093,72.563
'[16:16:27.072]',0.095,-0.500,-0.500,-0.000,2.059,71.859
'[16:16:27.080]',0.110,-0.500,-0.500,-0.000,2.029,71.195
'[16:16:27.088]',0.135,-0.500,-0.500,-0.000,2.002,70.413
'[16:16:27.096]',0.145,-0.500,-0.500,-0.000,1.972,69.749
'[16:16:27.104]',0.165,-0.500,-0.500,-0.000,1.941,69.007
'[16:16:27.112]',0.200,-0.500,-0.500,-0.000,1.911,68.225
'[16:16:27.120]',0.230,-0.500,-0.500,-0.000,1.883,67.483
'[16:16:27.128]',0.285,-0.500,-0.500,-0.000,1.856,66.740
'[16:16:27.136]',0.315,-0.500,-0.500,-0.000,1.833,65.998
'[16:16:27.144]',0.355,-0.500,-0.500,-0.000,1.811,65.373
'[16:16:27.152]',0.385,-0.500,-0.500,-0.000,1.794,64.943
'[16:16:27.160]',0.410,-0.500,-0.500,-0.000,1.779,64.982
'[16:16:27.168]',0.415,-0.500,-0.500,-0.000,1.767,65.881
'[16:16:27.176]',0.410,-0.500,-0.500,-0.000,1.758,67.913
'[16:16:27.184]',0.415,-0.500,-0.500,-0.000,1.753,71.547
'[16:16:27.192]',0.365,-0.500,-0.500,-0.000,1.751,76.626
'[16:16:27.200]',0.320,-0.500,-0.500,-0.000,1.747,83.074
'[16:16:27.208]',0.290,-0.500,-0.500,-0.000,1.743,90.420
'[16:16:27.216]',0.245,-0.500,-0.500,-0.000,1.740,98.313
'[16:16:27.224]',0.215,-0.500,-0.500,-0.000,1.737,106.441
'[16:16:27.232]',0.185,-0.500,-0.500,-0.000,1.733,114.373
'[16:16:27.240]',0.170,-0.500,-0.500,-0.000,1.730,121.915
'[16:16:27.248]',0.160,-0.500,-0.500,0.021,1.726,128.792
'[16:16:27.256]',0.140,-0.500,-0.500,0.042,1.723,134.731
'[16:16:27.264]',0.125,-0.500,-0.500,0.069,1.720,139.616
'[16:16:27.272]',0.135,-0.500,-0.500,0.096,1.717,143.250
'[16:16:27.280]',0.115,-0.500,-0.500,0.126,1.717,145.438
'[16:16:27.288]',0.105,-0.500,-0.500,0.157,1.717,146.376
'[16:16:27.296]',0.090,-0.500,-0.500,0.196,1.714,146.141
'[16:16:27.304]',0.080,-0.500,-0.500,0.236,1.708,144.891
'[16:16:27.312]',0.070,-0.500,-0.500,0.285,1.701,142.859
'[16:16:27.320]',0.055,-0.500,-0.500,0.333,1.692,140.358
'[16:16:27.328]',0.055,-0.500,-0.500,0.389,1.683,137.545
'[16:16:27.336]',0.070,-0.500,-0.500,0.445,1.675,134.575
'[16:16:27.344]',0.075,-0.500,-0.500,0.504,1.667,131.488
'[16:16:27.352]',0.090,-0.500,-0.500,0.564,1.659,128.440
'[16:16:27.360]',0.100,-0.500,-0.500,0.618,1.650,125.314
'[16:16:27.368]',0.110,-0.500,-0.500,0.673,1.639,122.188
'[16:16:27.376]',0.125,-0.500,-0.500,0.723,1.628,118.984
'[16:16:27.384]',0.130,-0.500,-0.500,0.773,1.620,115.623
'[16:16:27.392]',0.150,-0.500,-0.500,0.819,1.613,112.107
'[16:16:27.400]',0.150,-0.500,-0.500,0.866,1.602,108.355
'[16:16:27.408]',0.150,-0.500,-0.500,0.910,1.590,104.448
'[16:16:27.416]',0.170,-0.500,-0.500,0.954,1.581,100.306
'[16:16:27.424]',0.165,-0.500,-0.500,0.977,1.579,96.125
'[16:16:27.432]',0.150,-0.500,-0.500,1.000,1.586,91.944
'[16:16:27.440]',0.130,-0.500,-0.500,1.000,1.604,87.919
'[16:16:27.448]',0.095,-0.500,-0.500,1.000,1.637,84.168
'[16:16:27.456]',0.075,-0.500,-0.500,1.000,1.684,80.807
'[16:16:27.464]',0.080,-0.500,-0.500,1.000,1.744,77.799
'[16:16:27.472]',0.065,-0.500,-0.500,1.000,1.814,75.181
'[16:16:27.480]',0.085,-0.500,-0.500,1.000,1.882,73.071
'[16:16:27.488]',0.085,-0.500,-0.500,1.000,1.948,71.312
'[16:16:27.496]',0.080,-0.500,-0.500,1.000,2.022,69.984
'[16:16:27.504]',0.110,-0.500,-0.500,1.000,2.095,69.046
'[16:16:27.512]',0.190,-0.500,-0.500,1.000,2.164,68.421
'[16:16:27.520]',0.375,-0.500,-0.500,1.000,2.227,68.108
'[16:16:27.528]',0.625,-0.500,-0.500,1.000,2.281,68.069
'[16:16:27.536]',0.760,-0.500,-0.500,1.000,2.326,68.108
'[16:16:27.544]',0.885,-0.500,-0.500,1.000,2.361,68.303
'[16:16:27.552]',0.765,-0.500,-0.500,1.000,2.387,68.538
'[16:16:27.560]',0.455,-0.500,-0.500,1.000,2.407,68.811
'[16:16:27.568]',0.000,-0.500,-0.500,1.000,2.419,69.046
'[16:16:27.576]',-0.110,-0.500,-0.500,1.000,2.426,69.319
'[16:16:27.584]',-0.070,-0.500,-0.500,1.000,2.427,69.476
'[16:16:27.592]',-0.035,-0.500,-0.500,1.000,2.425,69.554
'[16:16:27.600]',-0.025,-0.500,-0.500,1.000,2.421,69.632
'[16:16:27.608]',-0.015,-0.500,-0.500,1.000,2.414,69.476
'[16:16:27.616]',-0.005,-0.500,-0.500,1.000,2.405,69.358
'[16:16:27.624]',0.000,-0.500,-0.500,1.000,2.392,69.124
'[16:16:27.632]',0.015,-0.500,-0.500,1.000,2.376,68.850
'[16:16:27.640]',0.020,-0.500,-0.500,1.000,2.358,68.538
'[16:16:27.648]',0.025,-0.500,-0.500,1.000,2.336,68.186
'[16:16:27.656]',0.040,-0.500,-0.500,1.000,2.310,67.678
'[16:16:27.664]',0.065,-0.500,-0.500,1.000,2.279,67.170
'[16:16:27.672]',0.045,-0.500,-0.500,1.000,2.243,66.623
'[16:16:27.680]',0.055,-0.500,-0.500,1.000,2.211,66.115
'[16:16:27.688]',0.080,-0.500,-0.500,1.000,2.179,65.568
'[16:16:27.696]',0.080,-0.500,-0.500,1.000,2.142,64.982
'[16:16:27.704]',0.095,-0.500,-0.500,1.000,2.103,64.357
'[16:16:27.712]',0.115,-0.500,-0.500,1.000,2.065,63.693
'[16:16:27.720]',0.125,-0.500,-0.500,1.000,2.027,63.067
'[16:16:27.728]',0.165,-0.500,-0.500,1.000,1.992,62.442
'[16:16:27.736]',0.195,-0.500,-0.500,1.000,1.959,61.817
'[16:16:27.744]',0.220,-0.500,-0.500,1.000,1.928,61.192
'[16:16:27.752]',0.260,-0.500,-0.500,1.000,1.898,60.606
'[16:16:27.760]',0.300,-0.500,-0.500,1.000,1.872,60.098
'[16:16:27.768]',0.340,-0.500,-0.500,1.000,1.848,59.551
'[16:16:27.776]',0.370,-0.500,-0.500,1.000,1.828,59.121
'[16:16:27.784]',0.385,-0.500,-0.500,1.000,1.813,58.925
'[16:16:27.792]',0.395,-0.500,-0.500,1.000,1.801,59.160
'[16:16:27.800]',0.380,-0.500,-0.500,1.000,1.788,60.254
'[16:16:27.808]',0.395,-0.500,-0.500,1.000,1.776,62.442
'[16:16:27.816]',0.365,-0.500,-0.500,1.000,1.765,66.193
'[16:16:27.824]',0.280,-0.500,-0.500,1.000,1.757,71.351
'[16:16:27.832]',0.255,-0.500,-0.500,1.000,1.749,77.916
'[16:16:27.840]',0.210,-0.500,-0.500,1.000,1.743,85.418
'[16:16:27.848]',0.160,-0.500,-0.500,1.000,1.737,93.507
'[16:16:27.856]',0.130,-0.500,-0.500,1.000,1.732,101.674
'[16:16:27.864]',0.125,-0.500,-0.500,1.000,1.727,109.762
'[16:16:27.872]',0.095,-0.500,-0.500,1.000,1.724,117.421
'[16:16:27.880]',0.100,-0.500,-0.500,1.000,1.723,124.415
'[16:16:27.888]',0.080,-0.500,-0.500,1.000,1.724,130.628
'[16:16:27.896]',0.080,-0.500,-0.500,1.000,1.723,135.669
'[16:16:27.904]',0.065,-0.500,-0.500,1.000,1.722,139.498
'[16:16:27.912]',0.075,-0.500,-0.500,1.000,1.721,141.882
'[16:16:27.920]',0.080,-0.500,-0.500,1.000,1.719,142.937
'[16:16:27.928]',0.075,-0.500,-0.500,1.000,1.717,142.820
'[16:16:27.936]',0.080,-0.500,-0.500,1.000,1.714,141.687
'[16:16:27.944]',0.065,-0.500,-0.500,1.000,1.709,139.811
'[16:16:27.952]',0.060,-0.500,-0.500,1.000,1.703,137.506
'[16:16:27.960]',0.080,-0.500,-0.500,1.000,1.697,134.887
'[16:16:27.968]',0.085,-0.500,-0.500,1.000,1.690,131.996
'[16:16:27.976]',0.095,-0.500,-0.500,1.000,1.683,128.987
'[16:16:27.984]',0.095,-0.500,-0.500,1.000,1.679,125.939
'[16:16:27.992]',0.105,-0.500,-0.500,1.000,1.676,122.813
'[16:16:28.000]',0.125,-0.500,-0.500,1.000,1.672,119.609
'[16:16:28.008]',0.125,-0.500,-0.500,1.000,1.665,116.249
'[16:16:28.016]',0.135,-0.500,-0.500,1.000,1.657,112.732
'[16:16:28.024]',0.130,-0.500,-0.500,1.000,1.649,109.059
'[16:16:28.032]',0.140,-0.500,-0.500,1.000,1.641,105.190
'[16:16:28.040]',0.135,-0.500,-0.500,1.000,1.635,101.127
'[16:16:28.048]',0.145,-0.500,-0.500,1.000,1.634,96.945
'[16:16:28.056]',0.105,-0.500,-0.500,1.000,1.640,92.804
'[16:16:28.064]',0.090,-0.500,-0.500,1.000,1.656,88.662
'[16:16:28.072]',0.055,-0.500,-0.500,1.000,1.681,84.871
'[16:16:28.080]',0.035,-0.500,-0.500,1.000,1.715,81.237
'[16:16:28.088]',0.060,-0.500,-0.500,1.000,1.757,78.072
'[16:16:28.096]',0.065,-0.500,-0.500,1.000,1.812,75.181
'[16:16:28.104]',0.055,-0.500,-0.500,1.000,1.881,72.758
'[16:16:28.112]',0.065,-0.500,-0.500,1.000,1.957,70.726
'[16:16:28.120]',0.050,-0.500,-0.500,1.000,2.037,69.163
'[16:16:28.128]',0.085,-0.500,-0.500,1.000,2.117,68.069
'[16:16:28.136]',0.190,-0.500,-0.500,1.000,2.195,67.287
'[16:16:28.144]',0.390,-0.500,-0.500,1.000,2.266,66.936
'[16:16:28.152]',0.640,-0.500,-0.500,1.000,2.329,66.858
'[16:16:28.160]',0.760,-0.500,-0.500,1.000,2.384,67.053
'[16:16:28.168]',0.895,-0.500,-0.500,1.000,2.430,67.444
'[16:16:28.176]',0.780,-0.500,-0.500,1.000,2.465,67.874
'[16:16:28.184]',0.450,-0.500,-0.500,1.000,2.490,68.303
'[16:16:28.192]',-0.015,-0.500,-0.500,1.000,2.505,68.811
'[16:16:28.200]',-0.115,-0.500,-0.500,1.000,2.518,69.163
'[16:16:28.208]',-0.095,-0.500,-0.500,1.000,2.527,69.554
'[16:16:28.216]',-0.055,-0.500,-0.500,1.000,2.531,69.749
'[16:16:28.224]',-0.035,-0.500,-0.500,1.000,2.532,69.945
'[16:16:28.232]',-0.030,-0.500,-0.500,1.000,2.530,69.945
'[16:16:28.240]',-0.020,-0.500,-0.500,1.000,2.525,69.866
'[16:16:28.248]',-0.015,-0.500,-0.500,1.000,2.515,69.749
'[16:16:28.256]',-0.010,-0.500,-0.500,1.000,2.500,69.476
'[16:16:28.264]',0.000,-0.500,-0.500,1.000,2.481,69.163
'[16:16:28.272]',0.010,-0.500,-0.500,1.000,2.457,68.811
'[16:16:28.280]',0.030,-0.500,-0.500,1.000,2.434,68.382
'[16:16:28.288]',0.025,-0.500,-0.500,1.000,2.409,67.874
'[16:16:28.296]',0.035,-0.500,-0.500,1.000,2.379,67.287
'[16:16:28.304]',0.045,-0.500,-0.500,1.000,2.346,66.740
'[16:16:28.312]',0.060,-0.500,-0.500,1.000,2.312,66.193
'[16:16:28.320]',0.060,-0.500,-0.500,1.000,2.276,65.568
'[16:16:28.328]',0.080,-0.500,-0.500,1.000,2.239,64.943
'[16:16:28.336]',0.080,-0.500,-0.500,1.000,2.202,64.318
'[16:16:28.344]',0.115,-0.500,-0.500,1.000,2.166,63.693
'[16:16:28.352]',0.135,-0.500,-0.500,1.000,2.131,63.106
'[16:16:28.360]',0.160,-0.500,-0.500,1.000,2.097,62.598
'[16:16:28.368]',0.205,-0.500,-0.500,1.000,2.065,62.130
'[16:16:28.376]',0.245,-0.500,-0.500,1.000,2.034,61.622
'[16:16:28.384]',0.275,-0.500,-0.500,1.000,2.011,61.035
'[16:16:28.392]',0.315,-0.500,-0.500,1.000,1.991,60.567
'[16:16:28.400]',0.345,-0.500,-0.500,1.000,1.973,60.254
'[16:16:28.408]',0.360,-0.500,-0.500,1.000,1.955,60.293
'[16:16:28.416]',0.360,-0.500,-0.500,1.000,1.940,60.879
'[16:16:28.424]',0.360,-0.500,-0.500,1.000,1.929,62.442
'[16:16:28.432]',0.340,-0.500,-0.500,1.000,1.919,65.295
'[16:16:28.440]',0.305,-0.500,-0.500,1.000,1.911,69.671
'[16:16:28.448]',0.270,-0.500,-0.500,1.000,1.905,75.571
'[16:16:28.456]',0.220,-0.500,-0.500,1.000,1.900,82.761
'[16:16:28.464]',0.180,-0.500,-0.500,1.000,1.896,90.693
'[16:16:28.472]',0.145,-0.500,-0.500,1.000,1.892,99.134
'[16:16:28.480]',0.115,-0.500,-0.500,1.000,1.891,107.574
'[16:16:28.488]',0.090,-0.500,-0.500,1.000,1.890,115.741
'[16:16:28.496]',0.080,-0.500,-0.500,1.000,1.888,123.478
'[16:16:28.504]',0.075,-0.500,-0.500,1.000,1.885,130.511
'[16:16:28.512]',0.065,-0.500,-0.500,1.000,1.882,136.568
'[16:16:28.520]',0.075,-0.500,-0.500,1.000,1.879,141.452
'[16:16:28.528]',0.060,-0.500,-0.500,1.000,1.876,145.008
'[16:16:28.536]',0.055,-0.500,-0.500,1.000,1.872,147.196
'[16:16:28.544]',0.055,-0.500,-0.500,1.000,1.867,148.017
'[16:16:28.552]',0.055,-0.500,-0.500,1.000,1.862,147.821
'[16:16:28.560]',0.055,-0.500,-0.500,0.992,1.855,146.571
'[16:16:28.568]',0.060,-0.500,-0.500,0.985,1.848,144.578
'[16:16:28.576]',0.060,-0.500,-0.500,0.969,1.838,142.116
'[16:16:28.584]',0.075,-0.500,-0.500,0.954,1.831,139.420
'[16:16:28.592]',0.085,-0.500,-0.500,0.937,1.825,136.607
'[16:16:28.600]',0.100,-0.500,-0.500,0.921,1.817,133.872
'[16:16:28.608]',0.125,-0.500,-0.500,0.903,1.808,131.058
'[16:16:28.616]',0.130,-0.500,-0.500,0.886,1.801,128.323
'[16:16:28.624]',0.135,-0.500,-0.500,0.869,1.792,125.549
'[16:16:28.632]',0.135,-0.500,-0.500,0.852,1.784,122.696
'[16:16:28.640]',0.160,-0.500,-0.500,0.837,1.777,119.609
'[16:16:28.648]',0.165,-0.500,-0.500,0.821,1.771,116.366
'[16:16:28.656]',0.155,-0.500,-0.500,0.807,1.766,112.927
'[16:16:28.664]',0.170,-0.500,-0.500,0.794,1.764,109.254
'[16:16:28.672]',0.175,-0.500,-0.500,0.780,1.768,105.386
'[16:16:28.680]',0.160,-0.500,-0.500,0.766,1.777,101.322
'[16:16:28.688]',0.115,-0.500,-0.500,0.753,1.793,97.258
'[16:16:28.696]',0.090,-0.500,-0.500,0.740,1.819,93.194
'[16:16:28.704]',0.070,-0.500,-0.500,0.727,1.857,89.365
'[16:16:28.712]',0.065,-0.500,-0.500,0.715,1.908,85.731
'[16:16:28.720]',0.060,-0.500,-0.500,0.703,1.969,82.449
'[16:16:28.728]',0.075,-0.500,-0.500,0.692,2.038,79.479
'[16:16:28.736]',0.060,-0.500,-0.500,0.679,2.113,76.978
'[16:16:28.744]',0.055,-0.500,-0.500,0.666,2.190,74.946
'[16:16:28.752]',0.080,-0.500,-0.500,0.652,2.265,73.227
'[16:16:28.760]',0.120,-0.500,-0.500,0.637,2.336,71.976
'[16:16:28.768]',0.235,-0.500,-0.500,0.620,2.401,71.117
'[16:16:28.776]',0.485,-0.500,-0.500,0.603,2.457,70.687
'[16:16:28.784]',0.715,-0.500,-0.500,0.583,2.501,70.492
'[16:16:28.792]',0.905,-0.500,-0.500,0.564,2.535,70.609
'[16:16:28.800]',1.025,-0.500,-0.500,0.544,2.565,70.882
'[16:16:28.808]',0.800,-0.500,-0.500,0.525,2.591,71.234
'[16:16:28.816]',0.290,-0.500,-0.500,0.505,2.612,71.664
'[16:16:28.824]',-0.030,-0.500,-0.500,0.486,2.627,72.133
'[16:16:28.832]',-0.080,-0.500,-0.500,0.464,2.636,72.484
'[16:16:28.840]',-0.060,-0.500,-0.500,0.442,2.643,72.875
'[16:16:28.848]',-0.040,-0.500,-0.500,0.418,2.647,73.188
'[16:16:28.856]',-0.035,-0.500,-0.500,0.394,2.647,73.422
'[16:16:28.864]',-0.035,-0.500,-0.500,0.372,2.644,73.618
'[16:16:28.872]',-0.025,-0.500,-0.500,0.350,2.639,73.618
'[16:16:28.880]',-0.015,-0.500,-0.500,0.330,2.631,73.539
'[16:16:28.888]',-0.005,-0.500,-0.500,0.310,2.620,73.383
'[16:16:28.896]',0.010,-0.500,-0.500,0.289,2.605,73.071
'[16:16:28.904]',0.020,-0.500,-0.500,0.268,2.586,72.758
'[16:16:28.912]',0.040,-0.500,-0.500,0.247,2.561,72.289
'[16:16:28.920]',0.055,-0.500,-0.500,0.227,2.532,71.859
'[16:16:28.928]',0.070,-0.500,-0.500,0.207,2.498,71.351
'[16:16:28.936]',0.080,-0.500,-0.500,0.188,2.458,70.882
'[16:16:28.944]',0.080,-0.500,-0.500,0.170,2.442,70.296
'[16:16:28.952]',0.095,-0.500,-0.500,0.152,2.424,69.749
'[16:16:28.960]',0.110,-0.500,-0.500,0.138,2.373,69.163
'[16:16:28.968]',0.125,-0.500,-0.500,0.123,2.305,68.616
'[16:16:28.976]',0.150,-0.500,-0.500,0.111,2.239,67.991
'[16:16:28.984]',0.175,-0.500,-0.500,0.098,2.176,67.366
'[16:16:28.992]',0.200,-0.500,-0.500,0.086,2.105,66.740
'[16:16:29.000]',0.240,-0.500,-0.500,0.074,2.032,66.115
'[16:16:29.008]',0.300,-0.500,-0.500,0.062,1.962,65.568
'[16:16:29.016]',0.320,-0.500,-0.500,0.050,1.895,65.099
'[16:16:29.024]',0.350,-0.500,-0.500,0.040,1.835,64.748
'[16:16:29.032]',0.370,-0.500,-0.500,0.030,1.782,64.787
'[16:16:29.040]',0.380,-0.500,-0.500,0.021,1.735,65.490
'[16:16:29.048]',0.385,-0.500,-0.500,0.012,1.697,67.170
'[16:16:29.056]',0.390,-0.500,-0.500,0.006,1.666,70.257
'[16:16:29.064]',0.360,-0.500,-0.500,-0.000,1.639,74.790
'[16:16:29.072]',0.325,-0.500,-0.500,-0.000,1.617,80.886
'[16:16:29.080]',0.295,-0.500,-0.500,-0.000,1.602,88.036
'[16:16:29.088]',0.250,-0.500,-0.500,-0.000,1.591,96.008
'[16:16:29.096]',0.205,-0.500,-0.500,-0.000,1.580,104.292
'[16:16:29.104]',0.175,-0.500,-0.500,-0.000,1.568,112.693
'[16:16:29.112]',0.155,-0.500,-0.500,-0.000,1.558,120.859
'[16:16:29.120]',0.135,-0.500,-0.500,-0.000,1.548,128.557
'[16:16:29.128]',0.125,-0.500,-0.500,-0.000,1.539,135.513
'[16:16:29.136]',0.130,-0.500,-0.500,-0.000,1.530,141.452
'[16:16:29.144]',0.130,-0.500,-0.500,-0.000,1.521,146.063
'[16:16:29.152]',0.115,-0.500,-0.500,-0.000,1.511,148.017
'[16:16:29.160]',0.120,-0.500,-0.500,-0.000,1.501,148.017
'[16:16:29.168]',0.105,-0.500,-0.500,-0.000,1.490,148.017
'[16:16:29.176]',0.100,-0.500,-0.500,-0.000,1.481,148.017
'[16:16:29.184]',0.105,-0.500,-0.500,-0.000,1.474,148.017
'[16:16:29.192]',0.095,-0.500,-0.500,-0.000,1.465,146.805
'[16:16:29.200]',0.095,-0.500,-0.500,-0.000,1.450,144.109
'[16:16:29.208]',0.105,-0.500,-0.500,-0.000,1.434,141.179
'[16:16:29.216]',0.115,-0.500,-0.500,-0.000,1.422,138.170
'[16:16:29.224]',0.130,-0.500,-0.500,-0.000,1.409,135.200
'[16:16:29.232]',0.135,-0.500,-0.500,-0.000,1.393,132.230
'[16:16:29.240]',0.125,-0.500,-0.500,-0.000,1.378,129.378
'[16:16:29.248]',0.135,-0.500,-0.500,-0.000,1.362,126.564
'[16:16:29.256]',0.130,-0.500,-0.500,-0.000,1.343,123.751
'[16:16:29.264]',0.145,-0.500,-0.500,-0.000,1.323,120.820
'[16:16:29.272]',0.140,-0.500,-0.500,-0.000,1.303,117.733
'[16:16:29.280]',0.155,-0.500,-0.500,-0.000,1.290,114.451
'[16:16:29.288]',0.170,-0.500,-0.500,-0.000,1.284,110.934
'[16:16:29.296]',0.155,-0.500,-0.500,-0.000,1.283,107.261
'[16:16:29.304]',0.130,-0.500,-0.500,-0.000,1.294,103.510
'[16:16:29.312]',0.110,-0.500,-0.500,0.001,1.324,99.603
'[16:16:29.320]',0.080,-0.500,-0.500,0.003,1.375,95.812
'[16:16:29.328]',0.080,-0.500,-0.500,0.005,1.452,92.100
'[16:16:29.336]',0.080,-0.500,-0.500,0.006,1.554,88.622
'[16:16:29.344]',0.085,-0.500,-0.500,0.006,1.680,85.496
'[16:16:29.352]',0.085,-0.500,-0.500,0.006,1.823,82.761
'[16:16:29.360]',0.105,-0.500,-0.500,0.004,1.976,80.378
'[16:16:29.368]',0.105,-0.500,-0.500,0.002,2.132,78.424
'[16:16:29.376]',0.130,-0.500,-0.500,0.001,2.267,76.939
'[16:16:29.384]',0.200,-0.500,-0.500,-0.000,2.386,75.728
'[16:16:29.392]',0.400,-0.500,-0.500,-0.000,2.509,74.985
'[16:16:29.400]',0.625,-0.500,-0.500,-0.000,2.627,74.477
'[16:16:29.408]',0.810,-0.500,-0.500,-0.000,2.731,74.360
'[16:16:29.416]',1.035,-0.500,-0.500,-0.000,2.821,74.438
'[16:16:29.424]',1.040,-0.500,-0.500,-0.000,2.896,74.673
'[16:16:29.432]',0.530,-0.500,-0.500,-0.000,2.955,74.985
'[16:16:29.440]',0.085,-0.500,-0.500,-0.000,2.999,75.376
'[16:16:29.448]',-0.040,-0.500,-0.500,-0.000,3.030,75.689
'[16:16:29.456]',-0.050,-0.500,-0.500,-0.000,3.050,76.001
'[16:16:29.464]',-0.015,-0.500,-0.500,-0.000,3.059,76.314
'[16:16:29.472]',-0.015,-0.500,-0.500,-0.000,3.059,76.509
'[16:16:29.480]',-0.010,-0.500,-0.500,-0.000,3.051,76.548
'[16:16:29.488]',0.000,-0.500,-0.500,-0.000,3.035,76.548
'[16:16:29.496]',0.015,-0.500,-0.500,-0.000,3.015,76.431
'[16:16:29.504]',0.030,-0.500,-0.500,-0.000,2.990,76.236
'[16:16:29.512]',0.035,-0.500,-0.500,-0.000,2.961,75.884
'[16:16:29.520]',0.045,-0.500,-0.500,-0.000,2.927,75.493
'[16:16:29.528]',0.065,-0.500,-0.500,-0.000,2.887,74.985
'[16:16:29.536]',0.070,-0.500,-0.500,-0.000,2.841,74.438
'[16:16:29.544]',0.080,-0.500,-0.500,-0.000,2.788,73.852
'[16:16:29.552]',0.090,-0.500,-0.500,-0.000,2.729,73.305
'[16:16:29.560]',0.085,-0.500,-0.500,-0.000,2.665,72.758
'[16:16:29.568]',0.105,-0.500,-0.500,-0.000,2.594,72.133
'[16:16:29.576]',0.120,-0.500,-0.500,-0.000,2.530,71.429
'[16:16:29.584]',0.130,-0.500,-0.500,-0.000,2.467,70.726
'[16:16:29.592]',0.155,-0.500,-0.500,-0.000,2.397,70.062
'[16:16:29.600]',0.175,-0.500,-0.500,-0.000,2.325,69.319
'[16:16:29.608]',0.210,-0.500,-0.500,-0.000,2.253,68.616
'[16:16:29.616]',0.235,-0.500,-0.500,-0.000,2.184,67.913
'[16:16:29.624]',0.280,-0.500,-0.500,-0.000,2.118,67.248
