"'Time','II','AVR','V','RESP','PLETH','ABP'"
"'[10:02:57.440]',-,-,-,-,-,-"
"'[10:02:57.448]',-,-,-,-,-,-"
"'[10:02:57.456]',-,-,-,-,-,-"
"'[10:02:57.464]',-,-,-,-,-,-"
"'[10:02:57.472]',-,-,-,-,-,-"
"'[10:02:57.480]',-,-,-,-,-,-"
"'[10:02:57.488]',-,-,-,-,-,-"
"'[10:02:57.496]',-,-,-,-,-,-"
"'[10:02:57.504]',-,-,-,-,-,-"
"'[10:02:57.512]',-,-,-,-,-,-"
"'[10:02:57.520]',-,-,-,-,-,-"
"'[10:02:57.528]',-,-,-,-,-,-"
"'[10:02:57.536]',-,-,-,-,-,-"
"'[10:02:57.544]',-,-,-,-,-,-"
"'[10:02:57.552]',-,-,-,-,-,-"
"'[10:02:57.560]',-,-,-,-,-,-"
"'[10:02:57.568]',-,-,-,-,-,-"
"'[10:02:57.576]',-,-,-,-,-,-"
"'[10:02:57.584]',-,-,-,-,-,-"
"'[10:02:57.592]',-,-,-,-,-,-"
"'[10:02:57.600]',-,-,-,-,-,-"
"'[10:02:57.608]',-,-,-,-,-,-"
"'[10:02:57.616]',-,-,-,-,-,-"
"'[10:02:57.624]',-,-,-,-,-,-"
"'[10:02:57.632]',-,-,-,-,-,-"
"'[10:02:57.640]',-,-,-,-,-,-"
"'[10:02:57.648]',-,-,-,-,-,-"
"'[10:02:57.656]',-,-,-,-,-,-"
"'[10:02:57.664]',-,-,-,-,-,-"
"'[10:02:57.672]',-,-,-,-,-,-"
"'[10:02:57.680]',-,-,-,-,-,-"
"'[10:02:57.688]',-,-,-,-,-,-"
"'[10:02:57.696]',-,-,-,-,-,-"
"'[10:02:57.704]',-,-,-,-,-,-"
"'[10:02:57.712]',-,-,-,-,-,-"
"'[10:02:57.720]',-,-,-,-,-,-"
"'[10:02:57.728]',-,-,-,-,-,-"
"'[10:02:57.736]',-,-,-,-,-,-"
"'[10:02:57.744]',-,-,-,-,-,-"
"'[10:02:57.752]',-,-,-,-,-,-"
"'[10:02:57.760]',-,-,-,-,-,-"
"'[10:02:57.768]',-,-,-,-,-,-"
"'[10:02:57.776]',-,-,-,-,-,-"
"'[10:02:57.784]',-,-,-,-,-,-"
"'[10:02:57.792]',-,-,-,-,-,-"
"'[10:02:57.800]',-,-,-,-,-,-"
"'[10:02:57.808]',-,-,-,-,-,-"
"'[10:02:57.816]',-,-,-,-,-,-"
"'[10:02:57.824]',-,-,-,-,-,-"
"'[10:02:57.832]',-,-,-,-,-,-"
"'[10:02:57.840]',-,-,-,-,-,-"
"'[10:02:57.848]',-,-,-,-,-,-"
"'[10:02:57.856]',-,-,-,-,-,-"
"'[10:02:57.864]',-,-,-,-,-,-"
"'[10:02:57.872]',-,-,-,-,-,-"
"'[10:02:57.880]',-,-,-,-,-,-"
"'[10:02:57.888]',-,-,-,-,-,-"
"'[10:02:57.896]',-,-,-,-,-,-"
"'[10:02:57.904]',-,-,-,-,-,-"
"'[10:02:57.912]',-,-,-,-,-,-"
"'[10:02:57.920]',-,-,-,-,-,-"
"'[10:02:57.928]',-,-,-,-,-,-"
"'[10:02:57.936]',-,-,-,-,-,-"
"'[10:02:57.944]',-,-,-,-,-,-"
"'[10:02:57.952]',-,-,-,-,-,-"
"'[10:02:57.960]',-,-,-,-,-,-"
"'[10:02:57.968]',-,-,-,-,-,-"
"'[10:02:57.976]',-,-,-,-,-,-"
"'[10:02:57.984]',-,-,-,-,-,-"
"'[10:02:57.992]',-,-,-,-,-,-"
"'[10:02:58.000]',-,-,-,-,-,-"
"'[10:02:58.008]',-,-,-,-,-,-"
"'[10:02:58.016]',-,-,-,-,-,-"
"'[10:02:58.024]',-,-,-,-,-,-"
"'[10:02:58.032]',-,-,-,-,-,-"
"'[10:02:58.040]',-,-,-,-,-,-"
"'[10:02:58.048]',-,-,-,-,-,-"
"'[10:02:58.056]',-,-,-,-,-,-"
"'[10:02:58.064]',-,-,-,-,-,-"
"'[10:02:58.072]',-,-,-,-,-,-"
"'[10:02:58.080]',-,-,-,-,-,-"
"'[10:02:58.088]',-,-,-,-,-,-"
"'[10:02:58.096]',-,-,-,-,-,-"
"'[10:02:58.104]',-,-,-,-,-,-"
"'[10:02:58.112]',-,-,-,-,-,-"
"'[10:02:58.120]',-,-,-,-,-,-"
"'[10:02:58.128]',-,-,-,-,-,-"
"'[10:02:58.136]',-,-,-,-,-,-"
"'[10:02:58.144]',-,-,-,-,-,-"
"'[10:02:58.152]',-,-,-,-,-,-"
"'[10:02:58.160]',-,-,-,-,-,-"
"'[10:02:58.168]',-,-,-,-,-,-"
"'[10:02:58.176]',-,-,-,-,-,-"
"'[10:02:58.184]',-,-,-,-,-,-"
"'[10:02:58.192]',-,-,-,-,-,-"
"'[10:02:58.200]',-,-,-,-,-,-"
"'[10:02:58.208]',-,-,-,-,-,-"
"'[10:02:58.216]',-,-,-,-,-,-"
"'[10:02:58.224]',-,-,-,-,-,-"
"'[10:02:58.232]',-,-,-,-,-,-"
"'[10:02:58.240]',-,-,-,-,-,-"
"'[10:02:58.248]',-,-,-,-,-,-"
"'[10:02:58.256]',-,-,-,-,-,-"
"'[10:02:58.264]',-,-,-,-,-,-"
"'[10:02:58.272]',-,-,-,-,-,-"
"'[10:02:58.280]',-,-,-,-,-,-"
"'[10:02:58.288]',-,-,-,-,-,-"
"'[10:02:58.296]',-,-,-,-,-,-"
"'[10:02:58.304]',-,-,-,-,-,-"
"'[10:02:58.312]',-,-,-,-,-,-"
"'[10:02:58.320]',-,-,-,-,-,-"
"'[10:02:58.328]',-,-,-,-,-,-"
"'[10:02:58.336]',-,-,-,-,-,-"
"'[10:02:58.344]',-,-,-,-,-,-"
"'[10:02:58.352]',-,-,-,-,-,-"
"'[10:02:58.360]',-,-,-,-,-,-"
"'[10:02:58.368]',-,-,-,-,-,-"
"'[10:02:58.376]',-,-,-,-,-,-"
"'[10:02:58.384]',-,-,-,-,-,-"
"'[10:02:58.392]',-,-,-,-,-,-"
"'[10:02:58.400]',-,-,-,-,-,-"
"'[10:02:58.408]',-,-,-,-,-,-"
"'[10:02:58.416]',-,-,-,-,-,-"
"'[10:02:58.424]',-,-,-,-,-,-"
"'[10:02:58.432]',-,-,-,-,-,-"
"'[10:02:58.440]',-,-,-,-,-,-"
"'[10:02:58.448]',-,-,-,-,-,-"
"'[10:02:58.456]',-,-,-,-,-,-"
"'[10:02:58.464]',-,-,-,-,-,-"
"'[10:02:58.472]',-,-,-,-,-,-"
"'[10:02:58.480]',-,-,-,0.410,1.266,69.798"
"'[10:02:58.488]',-,-,-,0.821,1.239,69.603"
"'[10:02:58.496]',-,-,-,0.846,1.219,69.749"
"'[10:02:58.504]',-,-,-,0.872,1.205,70.482"
"'[10:02:58.512]',-,-,-,0.894,1.198,72.387"
"'[10:02:58.520]',-,-,-,0.917,1.195,75.757"
"'[10:02:58.528]',-,-,-,0.937,1.193,80.739"
"'[10:02:58.536]',-,-,-,0.957,1.196,87.382"
"'[10:02:58.544]',-,-,-,0.974,1.204,95.099"
"'[10:02:58.552]',-,-,-,0.992,1.216,103.159"
"'[10:02:58.560]',-,-,-,0.996,1.229,110.534"
"'[10:02:58.568]',-,-,-,1.000,1.242,116.347"
"'[10:02:58.576]',-,-,-,1.000,1.255,120.156"
"'[10:02:58.584]',-,-,-,1.000,1.265,122.013"
"'[10:02:58.592]',-,-,-,1.000,1.272,122.013"
"'[10:02:58.600]',-,-,-,1.000,1.273,120.889"
"'[10:02:58.608]',-,-,-,1.000,1.272,119.033"
"'[10:02:58.616]',-,-,-,1.000,1.272,117.128"
"'[10:02:58.624]',-,-,-,1.000,1.272,115.223"
"'[10:02:58.632]',-,-,-,1.000,1.272,113.563"
"'[10:02:58.640]',-,-,-,1.000,1.272,112.000"
"'[10:02:58.648]',-,-,-,1.000,1.272,110.485"
"'[10:02:58.656]',-,-,-,1.000,1.272,108.922"
"'[10:02:58.664]',-,-,-,1.000,1.272,107.408"
"'[10:02:58.672]',-,-,-,1.000,1.272,105.943"
"'[10:02:58.680]',-,-,-,1.000,1.272,104.575"
"'[10:02:58.688]',-,-,-,1.000,1.272,103.305"
"'[10:02:58.696]',-,-,-,1.000,1.268,102.231"
"'[10:02:58.704]',-,-,-,1.000,1.262,101.107"
"'[10:02:58.712]',-,-,-,1.000,1.255,99.984"
"'[10:02:58.720]',-,-,-,1.000,1.244,98.665"
"'[10:02:58.728]',-,-,-,1.000,1.236,97.004"
"'[10:02:58.736]',-,-,-,1.000,1.228,94.855"
"'[10:02:58.744]',-,-,-,1.000,1.217,92.413"
"'[10:02:58.752]',-,-,-,1.000,1.204,89.873"
"'[10:02:58.760]',-,-,-,1.000,1.191,87.431"
"'[10:02:58.768]',-,-,-,1.000,1.176,85.282"
"'[10:02:58.776]',-,-,-,1.000,1.161,83.816"
"'[10:02:58.784]',-,-,-,1.000,1.147,82.791"
"'[10:02:58.792]',-,-,-,1.000,1.132,82.302"
"'[10:02:58.800]',-,-,-,1.000,1.118,82.253"
"'[10:02:58.808]',-,-,-,1.000,1.108,82.498"
"'[10:02:58.816]',-,-,-,1.000,1.101,82.937"
"'[10:02:58.824]',-,-,-,1.000,1.095,83.475"
"'[10:02:58.832]',-,-,-,1.000,1.096,84.110"
"'[10:02:58.840]',-,-,-,1.000,1.106,84.745"
"'[10:02:58.848]',-,-,-,1.000,1.124,85.428"
"'[10:02:58.856]',-,-,-,1.000,1.157,85.917"
"'[10:02:58.864]',-,-,-,1.000,1.207,86.356"
"'[10:02:58.872]',-,-,-,1.000,1.272,86.601"
"'[10:02:58.880]',-,-,-,1.000,1.353,86.747"
"'[10:02:58.888]',-,-,-,1.000,1.452,86.698"
"'[10:02:58.896]',-,-,-,1.000,1.564,86.503"
"'[10:02:58.904]',-,-,-,1.000,1.689,86.259"
"'[10:02:58.912]',-,-,-,1.000,1.825,85.819"
"'[10:02:58.920]',-,-,-,1.000,1.964,85.282"
"'[10:02:58.928]',-,-,-,1.000,2.082,84.745"
"'[10:02:58.936]',-,-,-,1.000,2.189,84.158"
"'[10:02:58.944]',-,-,-,1.000,2.303,83.572"
"'[10:02:58.952]',-,-,-,1.000,2.415,82.840"
"'[10:02:58.960]',-,-,-,1.000,2.515,82.107"
"'[10:02:58.968]',-,-,-,1.000,2.597,81.277"
"'[10:02:58.976]',-,-,-,1.000,2.662,80.495"
"'[10:02:58.984]',-,-,-,1.000,2.709,79.762"
"'[10:02:58.992]',-,-,-,1.000,2.740,78.981"
"'[10:02:59.000]',-,-,-,1.000,2.756,78.297"
"'[10:02:59.008]',-,-,-,1.000,2.755,77.662"
"'[10:02:59.016]',-,-,-,1.000,2.735,77.027"
"'[10:02:59.024]',-,-,-,1.000,2.700,76.490"
"'[10:02:59.032]',-,-,-,1.000,2.657,75.855"
"'[10:02:59.040]',-,-,-,1.000,2.607,75.318"
"'[10:02:59.048]',-,-,-,1.000,2.542,74.780"
"'[10:02:59.056]',-,-,-,1.000,2.467,74.292"
"'[10:02:59.064]',-,-,-,1.000,2.388,73.901"
"'[10:02:59.072]',-,-,-,1.000,2.303,73.559"
"'[10:02:59.080]',-,-,-,1.000,2.215,73.168"
"'[10:02:59.088]',-,-,-,1.000,2.130,72.778"
"'[10:02:59.096]',-,-,-,1.000,2.047,72.485"
"'[10:02:59.104]',-,-,-,1.000,1.966,72.094"
"'[10:02:59.112]',-,-,-,1.000,1.885,71.752"
"'[10:02:59.120]',-,-,-,1.000,1.804,71.361"
"'[10:02:59.128]',-,-,-,1.000,1.735,70.970"
"'[10:02:59.136]',-,-,-,1.000,1.672,70.677"
"'[10:02:59.144]',-,-,-,1.000,1.602,70.384"
"'[10:02:59.152]',-,-,-,1.000,1.533,69.994"
"'[10:02:59.160]',-,-,-,1.000,1.465,69.652"
"'[10:02:59.168]',-,-,-,1.000,1.403,69.310"
"'[10:02:59.176]',-,-,-,1.000,1.348,68.870"
"'[10:02:59.184]',-,-,-,1.000,1.300,68.431"
"'[10:02:59.192]',-,-,-,1.000,1.260,68.040"
"'[10:02:59.200]',-,-,-,1.000,1.228,67.600"
"'[10:02:59.208]',-,-,-,1.000,1.202,67.307"
"'[10:02:59.216]',-,-,-,1.000,1.182,67.063"
"'[10:02:59.224]',-,-,-,1.000,1.168,67.112"
"'[10:02:59.232]',-,-,-,1.000,1.163,67.600"
"'[10:02:59.240]',-,-,-,1.000,1.162,69.114"
"'[10:02:59.248]',-,-,-,1.000,1.162,71.947"
"'[10:02:59.256]',-,-,-,1.000,1.164,76.490"
"'[10:02:59.264]',-,-,-,1.000,1.170,82.840"
"'[10:02:59.272]',-,-,-,1.000,1.181,90.362"
"'[10:02:59.280]',-,-,-,1.000,1.194,98.225"
"'[10:02:59.288]',-,-,-,1.000,1.207,105.699"
"'[10:02:59.296]',-,-,-,1.000,1.219,111.951"
"'[10:02:59.304]',-,-,-,1.000,1.229,116.689"
"'[10:02:59.312]',-,-,-,1.000,1.239,119.668"
"'[10:02:59.320]',-,-,-,1.000,1.249,121.036"
"'[10:02:59.328]',-,-,-,1.000,1.258,121.133"
"'[10:02:59.336]',-,-,-,1.000,1.266,120.303"
"'[10:02:59.344]',-,-,-,1.000,1.270,118.984"
"'[10:02:59.352]',-,-,-,1.000,1.271,117.421"
"'[10:02:59.360]',-,-,-,1.000,1.271,115.809"
"'[10:02:59.368]',-,-,-,1.000,1.271,114.246"
"'[10:02:59.376]',-,-,-,1.000,1.271,112.732"
"'[10:02:59.384]',-,-,-,1.000,1.271,111.169"
"'[10:02:59.392]',-,-,-,1.000,1.271,109.753"
"'[10:02:59.400]',-,-,-,1.000,1.271,108.287"
"'[10:02:59.408]',-,-,-,1.000,1.271,107.066"
"'[10:02:59.416]',-,-,-,1.000,1.271,105.845"
"'[10:02:59.424]',-,-,-,1.000,1.271,104.819"
"'[10:02:59.432]',-,-,-,1.000,1.271,103.745"
"'[10:02:59.440]',-,-,-,1.000,1.267,102.719"
"'[10:02:59.448]',-,-,-,1.000,1.258,101.742"
"'[10:02:59.456]',-,-,-,1.000,1.246,100.472"
"'[10:02:59.464]',-,-,-,1.000,1.234,99.056"
"'[10:02:59.472]',-,-,-,1.000,1.220,97.249"
"'[10:02:59.480]',-,-,-,1.000,1.205,95.051"
"'[10:02:59.488]',-,-,-,1.000,1.191,92.511"
"'[10:02:59.496]',-,-,-,1.000,1.176,89.922"
"'[10:02:59.504]',-,-,-,1.000,1.161,87.675"
"'[10:02:59.512]',-,-,-,1.000,1.147,85.917"
"'[10:02:59.520]',-,-,-,1.000,1.136,84.793"
"'[10:02:59.528]',-,-,-,1.000,1.131,84.256"
"'[10:02:59.536]',0.160,0.755,0.715,1.000,1.126,84.158"
"'[10:02:59.544]',0.175,0.735,0.715,1.000,1.122,84.403"
"'[10:02:59.552]',0.180,0.725,0.700,1.000,1.120,84.940"
"'[10:02:59.560]',0.115,0.775,0.675,1.000,1.119,85.673"
"'[10:02:59.568]',0.070,0.805,0.665,1.000,1.122,86.552"
"'[10:02:59.576]',0.050,0.820,0.665,1.000,1.137,87.480"
"'[10:02:59.584]',0.035,0.815,0.660,1.000,1.166,88.408"
"'[10:02:59.592]',0.000,0.845,0.655,1.000,1.211,89.238"
"'[10:02:59.600]',-0.015,0.850,0.660,1.000,1.276,89.873"
"'[10:02:59.608]',-0.005,0.845,0.670,1.000,1.359,90.362"
"'[10:02:59.616]',-0.015,0.850,0.665,1.000,1.459,90.655"
"'[10:02:59.624]',-0.025,0.855,0.670,1.000,1.578,90.850"
"'[10:02:59.632]',-0.010,0.840,0.680,1.000,1.689,90.801"
"'[10:02:59.640]',-0.080,0.900,0.865,1.000,1.800,90.606"
"'[10:02:59.648]',-0.105,0.930,1.095,1.000,1.931,90.313"
"'[10:02:59.656]',0.335,0.620,1.171,1.000,2.072,89.922"
"'[10:02:59.664]',1.120,0.004,0.550,1.000,2.213,89.434"
"'[10:02:59.672]',1.495,-0.361,-0.411,1.000,2.347,88.945"
"'[10:02:59.680]',0.905,0.024,-0.500,1.000,2.472,88.310"
"'[10:02:59.688]',0.025,0.725,-0.126,1.000,2.586,87.480"
"'[10:02:59.696]',-0.300,1.005,0.140,1.000,2.683,86.601"
"'[10:02:59.704]',-0.190,0.945,0.425,1.000,2.763,85.721"
"'[10:02:59.712]',-0.110,0.925,0.630,1.000,2.825,84.842"
"'[10:02:59.720]',-0.110,0.940,0.695,1.000,2.871,84.012"
"'[10:02:59.728]',-0.105,0.935,0.720,1.000,2.893,83.182"
"'[10:02:59.736]',-0.095,0.925,0.740,1.000,2.897,82.498"
"'[10:02:59.744]',-0.080,0.915,0.750,1.000,2.892,81.863"
"'[10:02:59.752]',-0.070,0.900,0.760,1.000,2.877,81.277"
"'[10:02:59.760]',-0.060,0.895,0.760,1.000,2.849,80.788"
"'[10:02:59.768]',-0.065,0.895,0.760,1.000,2.806,80.300"
"'[10:02:59.776]',-0.030,0.875,0.760,1.000,2.751,79.811"
"'[10:02:59.784]',-0.030,0.870,0.760,1.000,2.684,79.372"
"'[10:02:59.792]',-0.030,0.875,0.760,1.000,2.609,78.981"
"'[10:02:59.800]',-0.025,0.860,0.755,1.000,2.527,78.590"
"'[10:02:59.808]',-0.020,0.855,0.770,1.000,2.438,78.297"
"'[10:02:59.816]',0.010,0.835,0.780,1.000,2.346,78.004"
"'[10:02:59.824]',0.035,0.820,0.790,0.997,2.255,77.613"
"'[10:02:59.832]',0.040,0.805,0.800,0.994,2.175,77.320"
"'[10:02:59.840]',0.045,0.805,0.810,0.992,2.101,76.881"
"'[10:02:59.848]',0.045,0.810,0.815,0.990,2.022,76.441"
"'[10:02:59.856]',0.065,0.795,0.825,0.989,1.942,76.001"
"'[10:02:59.864]',0.090,0.775,0.830,0.988,1.862,75.562"
"'[10:02:59.872]',0.115,0.755,0.845,0.986,1.784,75.122"
"'[10:02:59.880]',0.130,0.745,0.845,0.984,1.709,74.683"
"'[10:02:59.888]',0.135,0.735,0.835,0.982,1.636,74.243"
"'[10:02:59.896]',0.155,0.725,0.825,0.980,1.572,73.901"
"'[10:02:59.904]',0.165,0.710,0.815,0.977,1.516,73.755"
"'[10:02:59.912]',0.170,0.715,0.800,0.973,1.468,73.803"
"'[10:02:59.920]',0.190,0.685,0.795,0.969,1.426,74.194"
"'[10:02:59.928]',0.195,0.690,0.780,0.965,1.394,75.171"
"'[10:02:59.936]',0.175,0.710,0.780,0.961,1.370,77.174"
"'[10:02:59.944]',0.165,0.725,0.780,0.956,1.350,80.690"
"'[10:02:59.952]',0.160,0.725,0.780,0.951,1.334,85.966"
"'[10:02:59.960]',0.130,0.755,0.775,0.946,1.323,92.853"
"'[10:02:59.968]',0.090,0.785,0.760,0.939,1.317,100.668"
"'[10:02:59.976]',0.075,0.800,0.750,0.932,1.318,108.434"
"'[10:02:59.984]',0.065,0.800,0.740,0.924,1.322,115.174"
"'[10:02:59.992]',0.035,0.825,0.735,0.915,1.327,120.450"
"'[10:03:00.000]',0.020,0.835,0.730,0.906,1.333,124.015"
"'[10:03:00.008]',0.040,0.815,0.730,0.897,1.340,125.920"
"'[10:03:00.016]',0.035,0.810,0.720,0.887,1.342,126.555"
"'[10:03:00.024]',0.015,0.840,0.715,0.877,1.342,126.115"
"'[10:03:00.032]',0.020,0.835,0.720,0.863,1.347,125.041"
"'[10:03:00.040]',0.035,0.825,0.725,0.849,1.356,123.722"
"'[10:03:00.048]',0.040,0.830,0.730,0.831,1.364,122.306"
"'[10:03:00.056]',0.015,0.850,0.735,0.814,1.371,120.987"
"'[10:03:00.064]',0.015,0.850,0.735,0.792,1.378,119.766"
"'[10:03:00.072]',0.015,0.850,0.735,0.770,1.386,118.545"
"'[10:03:00.080]',0.005,0.860,0.735,0.746,1.394,117.324"
"'[10:03:00.088]',0.015,0.850,0.740,0.722,1.401,116.102"
"'[10:03:00.096]',0.030,0.840,0.755,0.699,1.405,114.979"
"'[10:03:00.104]',0.040,0.835,0.760,0.676,1.403,113.904"
"'[10:03:00.112]',0.020,0.840,0.760,0.655,1.398,112.976"
"'[10:03:00.120]',0.020,0.845,0.755,0.634,1.390,112.048"
"'[10:03:00.128]',0.035,0.825,0.760,0.612,1.382,111.169"
"'[10:03:00.136]',0.055,0.805,0.750,0.591,1.376,110.290"
"'[10:03:00.144]',0.065,0.815,0.745,0.570,1.369,109.313"
"'[10:03:00.152]',0.025,0.840,0.730,0.548,1.359,108.092"
"'[10:03:00.160]',0.025,0.830,0.715,0.530,1.346,106.676"
"'[10:03:00.168]',0.015,0.845,0.710,0.512,1.332,104.819"
"'[10:03:00.176]',0.035,0.825,0.715,0.497,1.319,102.573"
"'[10:03:00.184]',0.065,0.800,0.730,0.483,1.300,99.984"
"'[10:03:00.192]',0.095,0.780,0.745,0.470,1.280,97.249"
"'[10:03:00.200]',0.090,0.785,0.755,0.458,1.260,94.758"
"'[10:03:00.208]',0.105,0.780,0.760,0.449,1.243,92.608"
"'[10:03:00.216]',0.150,0.745,0.750,0.439,1.230,90.997"
"'[10:03:00.224]',0.155,0.740,0.740,0.432,1.219,89.873"
"'[10:03:00.232]',0.145,0.750,0.745,0.426,1.213,89.189"
"'[10:03:00.240]',0.130,0.740,0.730,0.422,1.212,88.847"
"'[10:03:00.248]',0.100,0.760,0.715,0.418,1.212,88.945"
"'[10:03:00.256]',0.050,0.805,0.710,0.416,1.217,89.238"
"'[10:03:00.264]',0.025,0.815,0.690,0.414,1.233,89.824"
"'[10:03:00.272]',-0.005,0.835,0.670,0.413,1.259,90.410"
