'Time','II','AVR','V','RESP','PLETH','ABP'
'[23:14:38.443]',0.205,0.610,0.515,1.000,2.971,75.435
'[23:14:38.451]',0.210,0.620,0.520,1.000,2.937,74.849
'[23:14:38.459]',0.195,0.625,0.515,1.000,2.901,74.263
'[23:14:38.467]',0.210,0.590,0.495,1.000,2.863,73.676
'[23:14:38.475]',0.185,0.625,0.505,1.000,2.822,73.090
'[23:14:38.483]',0.195,0.615,0.490,1.000,2.777,72.563
'[23:14:38.491]',0.200,0.595,0.495,1.000,2.731,72.035
'[23:14:38.499]',0.175,0.630,0.510,1.000,2.683,71.566
'[23:14:38.507]',0.170,0.625,0.505,1.000,2.630,71.097
'[23:14:38.515]',0.175,0.635,0.515,1.000,2.573,70.687
'[23:14:38.523]',0.165,0.645,0.515,1.000,2.511,70.160
'[23:14:38.531]',0.165,0.645,0.515,1.000,2.447,69.749
'[23:14:38.539]',0.180,0.640,0.530,1.000,2.380,69.280
'[23:14:38.547]',0.160,0.655,0.510,0.997,2.313,68.870
'[23:14:38.555]',0.160,0.640,0.505,0.995,2.247,68.343
'[23:14:38.563]',0.175,0.635,0.515,0.991,2.184,67.932
'[23:14:38.571]',0.170,0.655,0.520,0.987,2.122,67.405
'[23:14:38.579]',0.160,0.635,0.510,0.982,2.064,66.995
'[23:14:38.587]',0.155,0.690,0.550,0.978,2.009,66.584
'[23:14:38.595]',0.140,0.720,0.620,0.973,1.962,66.174
'[23:14:38.603]',0.170,0.685,0.700,0.969,1.921,65.822
'[23:14:38.611]',0.235,0.575,0.750,0.964,1.880,65.412
'[23:14:38.619]',0.540,0.190,0.555,0.960,1.841,65.119
'[23:14:38.627]',0.615,0.090,0.240,0.955,1.805,64.943
'[23:14:38.635]',0.460,0.495,-0.080,0.950,1.772,64.709
'[23:14:38.643]',0.400,0.605,-0.365,0.945,1.742,64.591
'[23:14:38.651]',0.305,0.650,-0.235,0.941,1.716,64.416
'[23:14:38.659]',0.320,0.585,0.140,0.936,1.691,64.240
'[23:14:38.667]',0.270,0.590,0.380,0.932,1.670,64.005
'[23:14:38.675]',0.225,0.615,0.495,0.928,1.649,63.654
'[23:14:38.683]',0.195,0.640,0.535,0.924,1.630,63.361
'[23:14:38.691]',0.185,0.650,0.555,0.920,1.613,63.009
'[23:14:38.699]',0.195,0.630,0.565,0.916,1.599,62.599
'[23:14:38.707]',0.185,0.640,0.570,0.911,1.584,62.247
'[23:14:38.715]',0.200,0.630,0.575,0.907,1.566,61.895
'[23:14:38.723]',0.185,0.625,0.560,0.903,1.548,61.602
'[23:14:38.731]',0.195,0.620,0.565,0.899,1.531,61.368
'[23:14:38.739]',0.175,0.645,0.570,0.896,1.513,61.133
'[23:14:38.747]',0.200,0.620,0.565,0.892,1.497,60.957
'[23:14:38.755]',0.220,0.605,0.575,0.889,1.480,60.899
'[23:14:38.763]',0.195,0.625,0.560,0.886,1.464,60.840
'[23:14:38.771]',0.210,0.635,0.565,0.882,1.449,60.723
'[23:14:38.779]',0.225,0.600,0.555,0.879,1.433,60.606
'[23:14:38.787]',0.225,0.605,0.560,0.876,1.421,60.430
'[23:14:38.795]',0.220,0.610,0.545,0.873,1.411,60.137
'[23:14:38.803]',0.225,0.615,0.555,0.871,1.398,59.668
'[23:14:38.811]',0.255,0.570,0.545,0.868,1.383,59.316
'[23:14:38.819]',0.260,0.565,0.540,0.864,1.369,58.965
'[23:14:38.827]',0.250,0.575,0.540,0.861,1.354,58.671
'[23:14:38.835]',0.270,0.570,0.535,0.857,1.339,58.496
'[23:14:38.843]',0.275,0.540,0.515,0.854,1.326,58.378
'[23:14:38.851]',0.300,0.510,0.505,0.850,1.314,58.437
'[23:14:38.859]',0.315,0.505,0.490,0.847,1.302,59.199
'[23:14:38.867]',0.310,0.495,0.485,0.844,1.290,61.192
'[23:14:38.875]',0.365,0.465,0.470,0.840,1.280,65.119
'[23:14:38.883]',0.365,0.465,0.465,0.836,1.270,71.742
'[23:14:38.891]',0.375,0.455,0.445,0.832,1.263,81.120
'[23:14:38.899]',0.395,0.445,0.435,0.828,1.258,92.550
'[23:14:38.907]',0.385,0.450,0.415,0.823,1.251,104.272
'[23:14:38.915]',0.405,0.430,0.405,0.818,1.243,114.354
'[23:14:38.923]',0.395,0.445,0.400,0.814,1.236,121.329
'[23:14:38.931]',0.395,0.450,0.410,0.809,1.228,124.845
'[23:14:38.939]',0.365,0.460,0.420,0.804,1.219,125.900
'[23:14:38.947]',0.345,0.485,0.450,0.799,1.211,125.842
'[23:14:38.955]',0.320,0.520,0.485,0.794,1.204,125.725
'[23:14:38.963]',0.295,0.540,0.520,0.788,1.196,126.018
'[23:14:38.971]',0.260,0.575,0.545,0.783,1.190,126.369
'[23:14:38.979]',0.230,0.590,0.555,0.777,1.183,126.662
'[23:14:38.987]',0.195,0.635,0.575,0.771,1.179,127.014
'[23:14:38.995]',0.180,0.650,0.565,0.765,1.177,127.366
'[23:14:39.003]',0.185,0.640,0.585,0.759,1.172,127.659
'[23:14:39.011]',0.175,0.650,0.580,0.754,1.167,127.717
'[23:14:39.019]',0.165,0.660,0.575,0.749,1.162,127.542
'[23:14:39.027]',0.160,0.670,0.570,0.744,1.158,127.249
'[23:14:39.035]',0.165,0.670,0.575,0.740,1.154,126.838
'[23:14:39.043]',0.175,0.665,0.580,0.737,1.151,126.369
'[23:14:39.051]',0.165,0.675,0.575,0.733,1.149,125.607
'[23:14:39.059]',0.185,0.640,0.580,0.731,1.148,124.670
'[23:14:39.067]',0.175,0.660,0.585,0.729,1.147,123.732
'[23:14:39.075]',0.185,0.650,0.580,0.727,1.146,122.677
'[23:14:39.083]',0.175,0.660,0.575,0.725,1.145,121.504
'[23:14:39.091]',0.170,0.670,0.575,0.724,1.146,120.039
'[23:14:39.099]',0.180,0.650,0.580,0.723,1.148,118.398
'[23:14:39.107]',0.195,0.655,0.580,0.723,1.149,116.757
'[23:14:39.115]',0.195,0.635,0.575,0.723,1.152,114.881
'[23:14:39.123]',0.190,0.650,0.570,0.723,1.160,113.064
'[23:14:39.131]',0.205,0.630,0.580,0.724,1.178,111.189
'[23:14:39.139]',0.200,0.635,0.575,0.724,1.208,109.137
'[23:14:39.147]',0.195,0.650,0.585,0.724,1.255,106.734
'[23:14:39.155]',0.215,0.615,0.560,0.723,1.321,103.862
'[23:14:39.163]',0.205,0.625,0.560,0.722,1.407,100.697
'[23:14:39.171]',0.200,0.630,0.560,0.721,1.512,97.356
'[23:14:39.179]',0.205,0.625,0.560,0.720,1.634,94.015
'[23:14:39.187]',0.200,0.635,0.560,0.717,1.750,90.733
'[23:14:39.195]',0.205,0.630,0.555,0.715,1.862,87.919
'[23:14:39.203]',0.190,0.640,0.550,0.710,1.992,85.751
'[23:14:39.211]',0.205,0.625,0.560,0.704,2.128,84.227
'[23:14:39.219]',0.180,0.645,0.540,0.696,2.262,83.406
'[23:14:39.227]',0.185,0.655,0.540,0.689,2.388,83.113
'[23:14:39.235]',0.180,0.640,0.540,0.680,2.478,82.879
'[23:14:39.243]',0.180,0.635,0.540,0.672,2.543,82.761
'[23:14:39.251]',0.185,0.630,0.540,0.664,2.612,82.468
'[23:14:39.259]',0.180,0.645,0.540,0.655,2.677,82.175
'[23:14:39.267]',0.195,0.635,0.535,0.644,2.735,81.706
'[23:14:39.275]',0.190,0.635,0.540,0.634,2.784,81.237
'[23:14:39.283]',0.190,0.650,0.540,0.621,2.823,80.710
'[23:14:39.291]',0.210,0.615,0.555,0.609,2.847,80.358
'[23:14:39.299]',0.220,0.625,0.565,0.595,2.859,79.948
'[23:14:39.307]',0.210,0.635,0.575,0.582,2.871,79.303
'[23:14:39.315]',0.230,0.615,0.575,0.568,2.879,78.600
'[23:14:39.323]',0.230,0.610,0.570,0.555,2.881,77.897
'[23:14:39.331]',0.230,0.615,0.575,0.542,2.878,77.369
'[23:14:39.339]',0.235,0.590,0.545,0.530,2.869,76.783
'[23:14:39.347]',0.245,0.600,0.540,0.520,2.855,76.197
'[23:14:39.355]',0.225,0.610,0.525,0.509,2.836,75.435
'[23:14:39.363]',0.230,0.600,0.510,0.500,2.812,74.731
'[23:14:39.371]',0.205,0.615,0.510,0.492,2.786,74.145
'[23:14:39.379]',0.195,0.635,0.490,0.484,2.756,73.735
'[23:14:39.387]',0.215,0.610,0.490,0.477,2.722,73.325
'[23:14:39.395]',0.225,0.600,0.495,0.472,2.686,72.856
'[23:14:39.403]',0.205,0.615,0.490,0.466,2.646,72.446
'[23:14:39.411]',0.205,0.610,0.495,0.462,2.603,71.918
'[23:14:39.419]',0.180,0.635,0.515,0.459,2.556,71.449
'[23:14:39.427]',0.165,0.640,0.515,0.456,2.505,70.922
'[23:14:39.435]',0.175,0.655,0.520,0.454,2.451,70.394
'[23:14:39.443]',0.160,0.660,0.515,0.452,2.393,69.984
'[23:14:39.451]',0.170,0.650,0.510,0.451,2.332,69.691
'[23:14:39.459]',0.175,0.655,0.505,0.451,2.271,69.280
'[23:14:39.467]',0.165,0.650,0.515,0.450,2.207,68.929
'[23:14:39.475]',0.180,0.645,0.520,0.451,2.145,68.343
'[23:14:39.483]',0.175,0.635,0.510,0.452,2.085,67.815
'[23:14:39.491]',0.180,0.635,0.515,0.452,2.032,67.229
'[23:14:39.499]',0.180,0.640,0.515,0.452,1.984,66.819
'[23:14:39.507]',0.155,0.660,0.540,0.452,1.935,66.467
'[23:14:39.515]',0.135,0.700,0.615,0.453,1.889,66.233
'[23:14:39.523]',0.180,0.645,0.670,0.452,1.844,65.939
'[23:14:39.531]',0.265,0.510,0.705,0.452,1.801,65.646
'[23:14:39.539]',0.580,0.170,0.530,0.452,1.761,65.353
'[23:14:39.547]',0.640,0.105,0.280,0.452,1.723,65.119
'[23:14:39.555]',0.485,0.555,0.025,0.452,1.689,64.884
'[23:14:39.563]',0.405,0.660,-0.280,0.451,1.658,64.591
'[23:14:39.571]',0.305,0.680,-0.285,0.451,1.630,64.298
'[23:14:39.579]',0.325,0.605,0.135,0.451,1.603,64.005
'[23:14:39.587]',0.275,0.590,0.385,0.450,1.581,63.595
'[23:14:39.595]',0.220,0.610,0.490,0.450,1.561,63.243
'[23:14:39.603]',0.210,0.620,0.540,0.451,1.541,63.009
'[23:14:39.611]',0.215,0.610,0.555,0.451,1.520,62.716
'[23:14:39.619]',0.200,0.620,0.560,0.452,1.500,62.423
'[23:14:39.627]',0.200,0.610,0.555,0.452,1.482,62.130
'[23:14:39.635]',0.205,0.610,0.560,0.453,1.465,61.778
'[23:14:39.643]',0.200,0.630,0.565,0.454,1.449,61.426
'[23:14:39.651]',0.195,0.615,0.565,0.456,1.432,61.192
'[23:14:39.659]',0.220,0.595,0.560,0.457,1.415,60.899
'[23:14:39.667]',0.205,0.620,0.550,0.460,1.400,60.723
'[23:14:39.675]',0.220,0.600,0.550,0.462,1.384,60.606
'[23:14:39.683]',0.220,0.595,0.555,0.465,1.369,60.430
'[23:14:39.691]',0.220,0.610,0.555,0.468,1.357,60.254
'[23:14:39.699]',0.225,0.590,0.560,0.472,1.347,60.020
'[23:14:39.707]',0.230,0.595,0.555,0.476,1.334,59.844
'[23:14:39.715]',0.250,0.570,0.550,0.480,1.322,59.609
'[23:14:39.723]',0.255,0.570,0.540,0.484,1.308,59.316
'[23:14:39.731]',0.255,0.570,0.540,0.488,1.293,58.965
'[23:14:39.739]',0.265,0.560,0.535,0.492,1.279,58.613
'[23:14:39.747]',0.280,0.540,0.535,0.496,1.264,58.261
'[23:14:39.755]',0.285,0.540,0.515,0.500,1.250,57.968
'[23:14:39.763]',0.300,0.520,0.510,0.504,1.238,57.851
'[23:14:39.771]',0.310,0.515,0.505,0.509,1.225,57.968
'[23:14:39.779]',0.330,0.505,0.510,0.513,1.213,58.613
'[23:14:39.787]',0.350,0.475,0.485,0.517,1.204,60.195
'[23:14:39.795]',0.360,0.470,0.465,0.520,1.197,63.478
'[23:14:39.803]',0.375,0.450,0.465,0.524,1.190,69.339
'[23:14:39.811]',0.395,0.440,0.445,0.526,1.181,78.190
'[23:14:39.819]',0.390,0.435,0.430,0.528,1.173,89.150
'[23:14:39.827]',0.405,0.425,0.420,0.529,1.165,100.931
'[23:14:39.835]',0.400,0.435,0.415,0.530,1.158,111.423
'[23:14:39.843]',0.400,0.445,0.415,0.531,1.152,119.101
'[23:14:39.851]',0.405,0.450,0.425,0.531,1.145,123.556
'[23:14:39.859]',0.370,0.455,0.420,0.531,1.139,125.432
'[23:14:39.867]',0.350,0.490,0.455,0.530,1.132,125.783
'[23:14:39.875]',0.320,0.530,0.490,0.529,1.126,125.783
'[23:14:39.883]',0.290,0.540,0.515,0.528,1.119,125.900
'[23:14:39.891]',0.260,0.565,0.545,0.526,1.115,126.018
'[23:14:39.899]',0.225,0.600,0.570,0.524,1.113,126.018
'[23:14:39.907]',0.195,0.630,0.585,0.520,1.109,125.783
'[23:14:39.915]',0.200,0.620,0.600,0.517,1.105,125.607
'[23:14:39.923]',0.160,0.665,0.590,0.512,1.100,125.490
'[23:14:39.931]',0.165,0.660,0.600,0.507,1.095,125.432
'[23:14:39.939]',0.160,0.660,0.590,0.501,1.090,125.314
'[23:14:39.947]',0.165,0.655,0.595,0.496,1.086,125.080
'[23:14:39.955]',0.165,0.655,0.585,0.490,1.082,124.670
'[23:14:39.963]',0.160,0.665,0.595,0.484,1.078,124.201
'[23:14:39.971]',0.180,0.650,0.605,0.477,1.074,123.497
'[23:14:39.979]',0.155,0.675,0.585,0.472,1.070,122.735
'[23:14:39.987]',0.150,0.685,0.590,0.466,1.069,121.798
'[23:14:39.995]',0.175,0.655,0.585,0.460,1.070,120.625
'[23:14:40.003]',0.180,0.650,0.595,0.453,1.068,119.277
'[23:14:40.011]',0.185,0.645,0.585,0.447,1.065,117.753
'[23:14:40.019]',0.180,0.640,0.585,0.441,1.061,116.112
'[23:14:40.027]',0.195,0.635,0.585,0.435,1.057,114.471
'[23:14:40.035]',0.200,0.630,0.580,0.429,1.056,112.771
'[23:14:40.043]',0.210,0.625,0.585,0.422,1.059,111.071
'[23:14:40.051]',0.205,0.630,0.585,0.417,1.070,109.079
'[23:14:40.059]',0.220,0.615,0.585,0.411,1.095,106.851
'[23:14:40.067]',0.205,0.625,0.575,0.405,1.135,104.390
'[23:14:40.075]',0.215,0.610,0.570,0.399,1.193,101.635
'[23:14:40.083]',0.210,0.615,0.570,0.393,1.271,98.470
'[23:14:40.091]',0.210,0.615,0.565,0.387,1.352,95.129
'[23:14:40.099]',0.215,0.615,0.565,0.380,1.441,91.671
'[23:14:40.107]',0.195,0.635,0.575,0.373,1.553,88.447
'[23:14:40.115]',0.190,0.625,0.560,0.366,1.681,85.751
'[23:14:40.123]',0.185,0.630,0.560,0.359,1.817,83.816
'[23:14:40.131]',0.190,0.615,0.555,0.353,1.954,82.644
'[23:14:40.139]',0.200,0.615,0.560,0.347,2.086,82.292
'[23:14:40.147]',0.190,0.625,0.555,0.341,2.210,82.410
'[23:14:40.155]',0.185,0.620,0.560,0.335,2.325,82.644
'[23:14:40.163]',0.185,0.635,0.555,0.329,2.426,82.879
'[23:14:40.171]',0.205,0.630,0.560,0.322,2.515,82.820
'[23:14:40.179]',0.190,0.630,0.550,0.315,2.590,82.527
'[23:14:40.187]',0.185,0.635,0.545,0.308,2.643,82.234
'[23:14:40.195]',0.185,0.630,0.550,0.301,2.681,81.824
'[23:14:40.203]',0.210,0.615,0.585,0.295,2.718,81.413
'[23:14:40.211]',0.215,0.625,0.595,0.289,2.750,81.062
'[23:14:40.219]',0.225,0.605,0.580,0.284,2.773,80.651
'[23:14:40.227]',0.235,0.590,0.590,0.277,2.789,80.241
'[23:14:40.235]',0.230,0.605,0.575,0.271,2.798,79.655
'[23:14:40.243]',0.235,0.590,0.555,0.264,2.801,79.069
'[23:14:40.251]',0.225,0.600,0.540,0.258,2.797,78.307
'[23:14:40.259]',0.225,0.590,0.540,0.251,2.787,77.486
'[23:14:40.267]',0.200,0.625,0.535,0.244,2.772,76.724
'[23:14:40.275]',0.180,0.635,0.515,0.237,2.754,76.138
'[23:14:40.283]',0.195,0.620,0.520,0.231,2.730,75.552
'[23:14:40.291]',0.185,0.615,0.510,0.225,2.702,74.907
'[23:14:40.299]',0.195,0.620,0.515,0.220,2.671,74.145
'[23:14:40.307]',0.185,0.620,0.490,0.215,2.636,73.618
'[23:14:40.315]',0.205,0.610,0.500,0.211,2.598,73.325
'[23:14:40.323]',0.195,0.605,0.515,0.207,2.556,73.207
'[23:14:40.331]',0.165,0.640,0.520,0.203,2.510,73.090
'[23:14:40.339]',0.165,0.650,0.525,0.200,2.460,72.739
'[23:14:40.347]',0.170,0.645,0.515,0.197,2.406,72.152
'[23:14:40.355]',0.185,0.635,0.520,0.195,2.347,71.508
'[23:14:40.363]',0.170,0.630,0.500,0.193,2.285,70.922
'[23:14:40.371]',0.160,0.655,0.515,0.191,2.223,70.511
'[23:14:40.379]',0.180,0.640,0.510,0.190,2.159,70.101
'[23:14:40.387]',0.180,0.635,0.505,0.189,2.102,69.808
'[23:14:40.395]',0.205,0.630,0.510,0.188,2.049,69.339
'[23:14:40.403]',0.195,0.635,0.510,0.188,1.992,68.812
'[23:14:40.411]',0.180,0.650,0.530,0.187,1.936,68.225
'[23:14:40.419]',0.160,0.670,0.605,0.187,1.884,67.756
'[23:14:40.427]',0.195,0.650,0.680,0.187,1.833,67.288
'[23:14:40.435]',0.280,0.515,0.725,0.188,1.786,66.936
'[23:14:40.443]',0.570,0.195,0.550,0.188,1.743,66.467
'[23:14:40.451]',0.650,0.105,0.260,0.188,1.705,66.174
'[23:14:40.459]',0.465,0.515,-0.060,0.189,1.671,65.939
'[23:14:40.467]',0.395,0.635,-0.360,0.189,1.639,65.705
'[23:14:40.475]',0.305,0.660,-0.245,0.190,1.612,65.471
'[23:14:40.483]',0.320,0.600,0.120,0.189,1.589,65.295
'[23:14:40.491]',0.280,0.585,0.370,0.189,1.571,65.119
'[23:14:40.499]',0.250,0.580,0.495,0.188,1.552,64.943
'[23:14:40.507]',0.220,0.610,0.540,0.187,1.534,64.533
'[23:14:40.515]',0.210,0.620,0.545,0.186,1.516,64.122
'[23:14:40.523]',0.215,0.610,0.540,0.185,1.499,63.595
'[23:14:40.531]',0.220,0.600,0.545,0.185,1.482,63.243
'[23:14:40.539]',0.230,0.610,0.560,0.185,1.466,63.009
'[23:14:40.547]',0.225,0.600,0.570,0.184,1.451,62.892
'[23:14:40.555]',0.220,0.615,0.555,0.184,1.435,63.067
'[23:14:40.563]',0.230,0.600,0.560,0.183,1.418,63.361
'[23:14:40.571]',0.235,0.590,0.555,0.183,1.403,63.595
'[23:14:40.579]',0.205,0.615,0.565,0.183,1.386,63.595
'[23:14:40.587]',0.195,0.625,0.570,0.183,1.372,63.302
'[23:14:40.595]',0.240,0.580,0.560,0.184,1.360,62.716
'[23:14:40.603]',0.255,0.575,0.555,0.185,1.345,62.247
'[23:14:40.611]',0.245,0.590,0.540,0.187,1.328,62.012
'[23:14:40.619]',0.245,0.590,0.555,0.188,1.311,62.012
'[23:14:40.627]',0.255,0.580,0.560,0.190,1.293,62.071
'[23:14:40.635]',0.245,0.585,0.535,0.193,1.276,61.778
'[23:14:40.643]',0.285,0.555,0.540,0.196,1.257,61.250
'[23:14:40.651]',0.300,0.540,0.540,0.200,1.239,60.488
'[23:14:40.659]',0.265,0.555,0.535,0.205,1.220,59.727
'[23:14:40.667]',0.320,0.515,0.540,0.210,1.202,59.199
'[23:14:40.675]',0.315,0.515,0.495,0.215,1.185,59.023
'[23:14:40.683]',0.365,0.475,0.470,0.221,1.171,59.609
'[23:14:40.691]',0.390,0.455,0.480,0.226,1.160,61.485
'[23:14:40.699]',0.380,0.465,0.465,0.231,1.147,65.353
'[23:14:40.707]',0.415,0.420,0.460,0.236,1.131,71.977
'[23:14:40.715]',0.425,0.405,0.475,0.242,1.116,81.882
'[23:14:40.723]',0.390,0.435,0.425,0.248,1.102,94.718
'[23:14:40.731]',0.415,0.450,0.410,0.254,1.088,108.551
'[23:14:40.739]',0.380,0.420,0.430,0.259,1.075,120.449
'[23:14:40.747]',0.450,0.390,0.405,0.264,1.065,128.304
'[23:14:40.755]',0.400,0.445,0.420,0.268,1.054,131.996
'[23:14:40.763]',0.380,0.450,0.415,0.273,1.044,132.700
'[23:14:40.771]',0.395,0.460,0.460,0.275,1.036,131.938
'[23:14:40.779]',0.305,0.515,0.495,0.278,1.029,131.000
'[23:14:40.787]',0.260,0.555,0.550,0.280,1.026,130.414
'[23:14:40.795]',0.220,0.600,0.530,0.281,1.026,130.472
'[23:14:40.803]',0.205,0.615,0.560,0.280,1.024,130.765
'[23:14:40.811]',0.230,0.590,0.555,0.279,1.022,130.824
'[23:14:40.819]',0.135,0.675,0.630,0.276,1.018,130.589
'[23:14:40.827]',0.170,0.640,0.580,0.273,1.014,130.238
'[23:14:40.835]',0.220,0.650,0.575,0.269,1.009,130.062
'[23:14:40.843]',0.225,0.635,0.580,0.264,1.004,130.062
'[23:14:40.851]',0.200,0.645,0.560,0.259,0.999,130.296
'[23:14:40.859]',0.205,0.660,0.575,0.254,0.995,130.589
'[23:14:40.867]',0.160,0.665,0.610,0.246,0.991,130.589
'[23:14:40.875]',0.250,0.610,0.570,0.239,0.987,130.179
'[23:14:40.883]',0.190,0.665,0.585,0.229,0.987,129.359
