"'Time','II','AVR','V','RESP','PLETH','ABP'"
"'[17:49:51.480]',0.285,0.775,0.530,-,-,-"
"'[17:49:51.488]',0.275,0.785,0.525,-,-,-"
"'[17:49:51.496]',0.300,0.775,0.515,-,-,-"
"'[17:49:51.504]',0.335,0.755,0.525,-,-,-"
"'[17:49:51.512]',0.350,0.730,0.540,-,-,-"
"'[17:49:51.520]',0.375,0.710,0.545,-,-,-"
"'[17:49:51.528]',0.415,0.675,0.540,-,-,-"
"'[17:49:51.536]',0.440,0.660,0.540,-,-,-"
"'[17:49:51.544]',0.465,0.635,0.535,-,-,-"
"'[17:49:51.552]',0.455,0.645,0.535,-,-,-"
"'[17:49:51.560]',0.440,0.660,0.555,-,-,-"
"'[17:49:51.568]',0.425,0.665,0.565,-,-,-"
"'[17:49:51.576]',0.435,0.660,0.575,-,-,-"
"'[17:49:51.584]',0.380,0.710,0.560,-,-,-"
"'[17:49:51.592]',0.315,0.750,0.565,-,-,-"
"'[17:49:51.600]',0.260,0.790,0.560,-,-,-"
"'[17:49:51.608]',0.255,0.800,0.545,-,-,-"
"'[17:49:51.616]',0.235,0.805,0.520,-,-,-"
"'[17:49:51.624]',0.255,0.790,0.525,-,-,-"
"'[17:49:51.632]',0.270,0.775,0.540,-,-,-"
"'[17:49:51.640]',0.275,0.765,0.575,-,-,-"
"'[17:49:51.648]',0.235,0.785,0.655,-,-,-"
"'[17:49:51.656]',0.595,0.540,0.715,-,-,-"
"'[17:49:51.664]',1.451,0.010,0.775,-,-,-"
"'[17:49:51.672]',1.501,-0.500,0.630,-,-,-"
"'[17:49:51.680]',1.501,-0.500,0.380,-,-,-"
"'[17:49:51.688]',1.501,-0.500,0.155,-,-,-"
"'[17:49:51.696]',1.501,-0.171,0.255,-,-,-"
"'[17:49:51.704]',0.665,0.550,0.340,-,-,-"
"'[17:49:51.712]',0.275,0.795,0.415,-,-,-"
"'[17:49:51.720]',0.145,0.875,0.475,-,-,-"
"'[17:49:51.728]',0.065,0.920,0.510,-,-,-"
"'[17:49:51.736]',0.035,0.940,0.540,-,-,-"
"'[17:49:51.744]',0.010,0.950,0.555,-,-,-"
"'[17:49:51.752]',-0.010,0.960,0.560,-,-,-"
"'[17:49:51.760]',-0.035,0.990,0.540,-,-,-"
"'[17:49:51.768]',-0.050,1.000,0.545,-,-,-"
"'[17:49:51.776]',-0.030,0.985,0.555,-,-,-"
"'[17:49:51.784]',-0.061,1.010,0.555,-,-,-"
"'[17:49:51.792]',-0.055,1.005,0.550,-,-,-"
"'[17:49:51.800]',-0.070,1.025,0.550,-,-,-"
"'[17:49:51.808]',-0.055,1.010,0.550,-,-,-"
"'[17:49:51.816]',-0.055,1.021,0.555,-,-,-"
"'[17:49:51.824]',-0.015,0.990,0.550,-,-,-"
"'[17:49:51.832]',0.015,0.950,0.560,-,-,-"
"'[17:49:51.840]',0.055,0.915,0.565,-,-,-"
"'[17:49:51.848]',0.085,0.895,0.580,-,-,-"
"'[17:49:51.856]',0.100,0.891,0.570,-,-,-"
"'[17:49:51.864]',0.115,0.885,0.565,-,-,-"
"'[17:49:51.872]',0.090,0.910,0.550,-,-,-"
"'[17:49:51.880]',0.090,0.910,0.555,-,-,-"
"'[17:49:51.888]',0.105,0.915,0.560,-,-,-"
"'[17:49:51.896]',0.100,0.895,0.565,-,-,-"
"'[17:49:51.904]',0.120,0.895,0.565,-,-,-"
"'[17:49:51.912]',0.075,0.920,0.570,-,-,-"
"'[17:49:51.920]',0.105,0.900,0.560,-,-,-"
"'[17:49:51.928]',0.130,0.885,0.545,-,-,-"
"'[17:49:51.936]',0.150,0.875,0.555,-,-,-"
"'[17:49:51.944]',0.165,0.855,0.560,-,-,-"
"'[17:49:51.952]',0.175,0.840,0.555,-,-,-"
"'[17:49:51.960]',0.165,0.845,0.540,-,-,-"
"'[17:49:51.968]',0.160,0.860,0.540,-,-,-"
"'[17:49:51.976]',0.155,0.865,0.535,-,-,-"
"'[17:49:51.984]',0.185,0.845,0.540,-,-,-"
"'[17:49:51.992]',0.235,0.810,0.540,0.124,-,-"
"'[17:49:52.000]',0.250,0.805,0.540,-0.000,-,-"
"'[17:49:52.008]',0.285,0.795,0.540,0.002,-,-"
"'[17:49:52.016]',0.280,0.800,0.540,0.005,-,-"
"'[17:49:52.024]',0.275,0.800,0.550,0.015,-,-"
"'[17:49:52.032]',0.275,0.800,0.565,0.024,-,-"
"'[17:49:52.040]',0.280,0.785,0.570,0.033,-,-"
"'[17:49:52.048]',0.265,0.795,0.550,0.042,-,-"
"'[17:49:52.056]',0.295,0.775,0.550,0.050,-,-"
"'[17:49:52.064]',0.300,0.770,0.565,0.058,-,-"
"'[17:49:52.072]',0.290,0.775,0.575,0.065,-,-"
"'[17:49:52.080]',0.320,0.745,0.585,0.073,-,-"
"'[17:49:52.088]',0.345,0.725,0.590,0.080,-,-"
"'[17:49:52.096]',0.360,0.720,0.580,0.088,-,-"
"'[17:49:52.104]',0.350,0.735,0.555,0.095,-,-"
"'[17:49:52.112]',0.355,0.730,0.565,0.102,-,-"
"'[17:49:52.120]',0.350,0.735,0.585,0.109,-,-"
"'[17:49:52.128]',0.405,0.685,0.585,0.117,-,-"
"'[17:49:52.136]',0.415,0.690,0.580,0.125,-,-"
"'[17:49:52.144]',0.360,0.715,0.570,0.133,-,-"
"'[17:49:52.152]',0.345,0.730,0.560,0.143,-,-"
"'[17:49:52.160]',0.375,0.705,0.570,0.153,-,-"
"'[17:49:52.168]',0.400,0.685,0.575,0.164,-,-"
"'[17:49:52.176]',0.420,0.680,0.570,0.175,-,-"
"'[17:49:52.184]',0.415,0.680,0.590,0.187,-,-"
"'[17:49:52.192]',0.395,0.690,0.595,0.200,-,-"
"'[17:49:52.200]',0.375,0.710,0.585,0.211,-,-"
"'[17:49:52.208]',0.375,0.705,0.590,0.223,-,-"
"'[17:49:52.216]',0.350,0.715,0.585,0.235,-,-"
"'[17:49:52.224]',0.360,0.710,0.595,0.247,-,-"
"'[17:49:52.232]',0.350,0.725,0.580,0.261,-,-"
"'[17:49:52.240]',0.325,0.740,0.575,0.276,-,-"
"'[17:49:52.248]',0.290,0.760,0.585,0.292,2.437,-"
"'[17:49:52.256]',0.265,0.775,0.590,0.309,2.449,-"
"'[17:49:52.264]',0.295,0.755,0.585,0.324,2.458,-"
"'[17:49:52.272]',0.280,0.765,0.600,0.340,2.466,-"
"'[17:49:52.280]',0.315,0.735,0.585,0.356,2.475,-"
"'[17:49:52.288]',0.335,0.735,0.595,0.371,2.485,-"
"'[17:49:52.296]',0.315,0.760,0.575,0.389,2.495,-"
"'[17:49:52.304]',0.285,0.770,0.580,0.408,2.504,-"
"'[17:49:52.312]',0.270,0.780,0.580,0.429,2.512,-"
"'[17:49:52.320]',0.265,0.775,0.585,0.449,2.519,-"
"'[17:49:52.328]',0.300,0.760,0.570,0.472,2.524,-"
"'[17:49:52.336]',0.280,0.775,0.565,0.495,2.527,-"
"'[17:49:52.344]',0.275,0.780,0.575,0.518,2.529,-"
"'[17:49:52.352]',0.305,0.760,0.580,0.542,2.531,-"
"'[17:49:52.360]',0.325,0.755,0.565,0.564,2.533,-"
"'[17:49:52.368]',0.310,0.770,0.565,0.586,2.535,-"
"'[17:49:52.376]',0.325,0.760,0.560,0.606,2.536,-"
"'[17:49:52.384]',0.345,0.755,0.565,0.627,2.538,-"
"'[17:49:52.392]',0.390,0.715,0.570,0.649,2.540,-"
"'[17:49:52.400]',0.415,0.695,0.575,0.671,2.543,-"
"'[17:49:52.408]',0.450,0.660,0.585,0.694,2.544,-"
"'[17:49:52.416]',0.465,0.645,0.595,0.717,2.546,-"
"'[17:49:52.424]',0.495,0.620,0.600,0.738,2.547,-"
"'[17:49:52.432]',0.500,0.615,0.610,0.760,2.548,-"
"'[17:49:52.440]',0.475,0.640,0.595,0.780,2.548,-"
"'[17:49:52.448]',0.480,0.655,0.585,0.800,2.547,-"
"'[17:49:52.456]',0.450,0.670,0.590,0.822,2.546,-"
"'[17:49:52.464]',0.425,0.685,0.595,0.845,2.545,-"
"'[17:49:52.472]',0.420,0.700,0.600,0.870,2.543,-"
"'[17:49:52.480]',0.435,0.665,0.635,0.895,2.543,-"
"'[17:49:52.488]',0.470,0.640,0.640,0.922,2.543,-"
"'[17:49:52.496]',0.445,0.680,0.605,0.949,2.543,-"
"'[17:49:52.504]',0.470,0.685,0.610,0.975,2.543,-"
"'[17:49:52.512]',0.490,0.650,0.630,1.000,2.542,-"
"'[17:49:52.520]',0.410,0.685,0.695,1.000,2.542,-"
"'[17:49:52.528]',0.615,0.560,0.750,1.000,2.542,-"
"'[17:49:52.536]',1.370,0.100,0.800,1.000,2.542,-"
"'[17:49:52.544]',1.501,-0.500,0.670,1.000,2.542,-"
"'[17:49:52.552]',1.501,-0.500,0.405,1.000,2.541,-"
"'[17:49:52.560]',1.501,-0.500,0.125,1.000,2.540,-"
"'[17:49:52.568]',1.501,-0.500,0.095,1.000,2.537,-"
"'[17:49:52.576]',1.291,0.155,0.350,1.000,2.627,-"
"'[17:49:52.584]',0.870,0.435,0.450,1.000,2.754,-"
"'[17:49:52.592]',0.795,0.505,0.495,1.000,2.798,-"
"'[17:49:52.600]',0.755,0.545,0.530,1.000,2.801,-"
"'[17:49:52.608]',0.750,0.560,0.545,1.000,2.786,-"
"'[17:49:52.616]',0.825,0.515,0.565,1.000,2.768,-"
"'[17:49:52.624]',0.885,0.475,0.585,1.000,2.757,-"
"'[17:49:52.632]',0.905,0.465,0.605,1.000,2.760,-"
"'[17:49:52.640]',0.976,0.430,0.600,1.000,2.769,-"
"'[17:49:52.648]',1.041,0.400,0.565,1.000,2.779,-"
"'[17:49:52.656]',1.090,0.425,0.540,1.000,2.793,-"
"'[17:49:52.664]',1.276,0.320,0.505,1.000,2.803,-"
"'[17:49:52.672]',1.491,0.220,0.440,1.000,2.807,-"
"'[17:49:52.680]',1.501,0.085,0.350,1.000,2.810,-"
"'[17:49:52.688]',1.501,-0.050,0.250,1.000,2.811,-"
