'Time','II','III','V','RESP','PLETH','ABP'
'[17:56:58.733]',0.255,0.385,0.450,0.245,1.961,76.929
'[17:56:58.741]',0.260,0.385,0.450,0.244,1.894,76.441
'[17:56:58.749]',0.255,0.380,0.450,0.243,1.831,75.855
'[17:56:58.757]',0.255,0.375,0.450,0.243,1.770,75.220
'[17:56:58.765]',0.255,0.375,0.450,0.242,1.716,74.487
'[17:56:58.773]',0.270,0.380,0.460,0.241,1.667,73.852
'[17:56:58.781]',0.295,0.390,0.475,0.240,1.626,73.364
'[17:56:58.789]',0.320,0.405,0.495,0.239,1.594,73.071
'[17:56:58.797]',0.335,0.410,0.510,0.238,1.571,72.778
'[17:56:58.805]',0.325,0.400,0.495,0.236,1.550,72.631
'[17:56:58.813]',0.315,0.385,0.480,0.235,1.535,72.387
'[17:56:58.821]',0.320,0.385,0.470,0.233,1.523,72.045
'[17:56:58.829]',0.300,0.375,0.450,0.232,1.516,71.654
'[17:56:58.837]',0.270,0.360,0.430,0.231,1.511,71.215
'[17:56:58.845]',0.255,0.355,0.420,0.230,1.509,70.824
'[17:56:58.853]',0.250,0.355,0.415,0.229,1.507,70.433
'[17:56:58.861]',0.245,0.360,0.415,0.228,1.506,70.091
'[17:56:58.869]',0.230,0.360,0.415,0.228,1.504,69.798
'[17:56:58.877]',0.210,0.360,0.415,0.227,1.501,69.505
'[17:56:58.885]',0.195,0.355,0.410,0.227,1.497,69.261
'[17:56:58.893]',0.195,0.355,0.410,0.227,1.493,68.968
'[17:56:58.901]',0.205,0.355,0.410,0.226,1.488,68.821
'[17:56:58.909]',0.210,0.360,0.415,0.226,1.480,68.528
'[17:56:58.917]',0.215,0.365,0.425,0.226,1.470,68.284
'[17:56:58.925]',0.220,0.375,0.440,0.226,1.458,68.040
'[17:56:58.933]',0.240,0.415,0.510,0.226,1.445,67.796
'[17:56:58.941]',0.285,0.500,0.675,0.226,1.430,67.356
'[17:56:58.949]',0.360,0.555,0.800,0.225,1.414,66.965
'[17:56:58.957]',0.515,0.465,0.640,0.224,1.397,66.721
'[17:56:58.965]',0.775,0.315,0.215,0.224,1.378,66.526
'[17:56:58.973]',0.940,0.135,-0.186,0.223,1.360,66.379
'[17:56:58.981]',0.735,-0.065,-0.386,0.223,1.340,66.135
'[17:56:58.989]',0.335,-0.140,-0.401,0.223,1.323,65.842
'[17:56:58.997]',0.115,0.010,-0.155,0.223,1.307,65.744
'[17:56:59.005]',0.095,0.200,0.115,0.223,1.289,65.598
'[17:56:59.013]',0.155,0.310,0.315,0.223,1.271,65.500
'[17:56:59.021]',0.180,0.360,0.415,0.223,1.252,65.256
'[17:56:59.029]',0.190,0.380,0.460,0.223,1.234,65.060
'[17:56:59.037]',0.190,0.385,0.475,0.224,1.216,64.914
'[17:56:59.045]',0.190,0.390,0.490,0.225,1.197,64.718
'[17:56:59.053]',0.195,0.400,0.495,0.226,1.179,64.621
'[17:56:59.061]',0.195,0.405,0.500,0.227,1.161,64.474
'[17:56:59.069]',0.195,0.400,0.500,0.228,1.145,64.377
'[17:56:59.077]',0.200,0.400,0.500,0.229,1.128,64.230
'[17:56:59.085]',0.205,0.395,0.500,0.230,1.112,64.035
'[17:56:59.093]',0.205,0.395,0.495,0.231,1.101,63.839
'[17:56:59.101]',0.210,0.395,0.495,0.232,1.092,63.693
'[17:56:59.109]',0.215,0.395,0.495,0.234,1.081,63.546
'[17:56:59.117]',0.215,0.385,0.495,0.235,1.069,63.497
'[17:56:59.125]',0.215,0.385,0.490,0.237,1.058,63.448
'[17:56:59.133]',0.215,0.390,0.490,0.238,1.048,63.351
'[17:56:59.141]',0.215,0.395,0.490,0.240,1.039,63.253
'[17:56:59.149]',0.215,0.390,0.485,0.242,1.031,63.107
'[17:56:59.157]',0.220,0.385,0.480,0.244,1.024,63.009
'[17:56:59.165]',0.225,0.390,0.475,0.246,1.018,62.716
'[17:56:59.173]',0.225,0.385,0.475,0.248,1.012,62.569
'[17:56:59.181]',0.225,0.385,0.475,0.250,1.007,62.276
'[17:56:59.189]',0.230,0.380,0.470,0.253,1.006,62.130
'[17:56:59.197]',0.230,0.375,0.470,0.256,1.006,61.934
'[17:56:59.205]',0.240,0.370,0.465,0.258,1.005,61.788
'[17:56:59.213]',0.250,0.365,0.460,0.262,1.003,62.032
'[17:56:59.221]',0.255,0.355,0.455,0.264,1.002,62.862
'[17:56:59.229]',0.255,0.335,0.450,0.267,1.001,64.865
'[17:56:59.237]',0.255,0.315,0.445,0.268,1.000,68.626
'[17:56:59.245]',0.260,0.305,0.440,0.270,1.000,74.438
'[17:56:59.253]',0.270,0.295,0.430,0.271,1.000,82.058
'[17:56:59.261]',0.275,0.280,0.425,0.273,1.000,90.557
'[17:56:59.269]',0.270,0.265,0.415,0.274,1.001,98.665
'[17:56:59.277]',0.260,0.250,0.415,0.275,1.002,105.308
'[17:56:59.285]',0.255,0.240,0.415,0.275,1.006,109.655
'[17:56:59.293]',0.255,0.235,0.410,0.275,1.012,111.804
'[17:56:59.301]',0.255,0.235,0.410,0.275,1.016,112.439
'[17:56:59.309]',0.255,0.245,0.415,0.274,1.019,112.488
'[17:56:59.317]',0.250,0.265,0.430,0.272,1.022,112.635
'[17:56:59.325]',0.250,0.285,0.445,0.270,1.026,112.928
'[17:56:59.333]',0.250,0.310,0.455,0.267,1.030,113.514
'[17:56:59.341]',0.250,0.335,0.470,0.264,1.034,114.100
'[17:56:59.349]',0.255,0.360,0.480,0.260,1.039,114.735
'[17:56:59.357]',0.250,0.380,0.485,0.256,1.044,115.174
'[17:56:59.365]',0.250,0.390,0.490,0.251,1.049,115.370
'[17:56:59.373]',0.250,0.400,0.495,0.246,1.054,115.419
'[17:56:59.381]',0.250,0.405,0.485,0.242,1.059,115.223
'[17:56:59.389]',0.250,0.390,0.480,0.237,1.065,114.979
'[17:56:59.397]',0.245,0.385,0.480,0.233,1.071,114.686
'[17:56:59.405]',0.250,0.400,0.480,0.228,1.077,114.295
'[17:56:59.413]',0.250,0.410,0.485,0.225,1.081,113.807
'[17:56:59.421]',0.250,0.410,0.480,0.222,1.083,113.172
'[17:56:59.429]',0.250,0.420,0.480,0.219,1.082,112.390
'[17:56:59.437]',0.255,0.425,0.480,0.217,1.078,111.511
'[17:56:59.445]',0.260,0.430,0.485,0.215,1.073,110.632
'[17:56:59.453]',0.260,0.430,0.490,0.214,1.073,109.606
'[17:56:59.461]',0.265,0.435,0.490,0.213,1.089,108.629
'[17:56:59.469]',0.275,0.440,0.490,0.212,1.132,107.408
'[17:56:59.477]',0.285,0.445,0.495,0.212,1.215,106.138
'[17:56:59.485]',0.290,0.450,0.495,0.213,1.320,104.722
'[17:56:59.493]',0.290,0.450,0.500,0.214,1.454,103.159
'[17:56:59.501]',0.295,0.445,0.500,0.216,1.641,101.352
'[17:56:59.509]',0.295,0.435,0.495,0.218,1.864,99.495
'[17:56:59.517]',0.295,0.430,0.495,0.220,2.100,97.542
'[17:56:59.525]',0.290,0.430,0.495,0.222,2.326,95.637
'[17:56:59.533]',0.290,0.430,0.495,0.224,2.524,93.683
'[17:56:59.541]',0.285,0.420,0.490,0.226,2.685,91.925
'[17:56:59.549]',0.280,0.410,0.485,0.228,2.806,90.313
'[17:56:59.557]',0.275,0.405,0.480,0.230,2.891,88.945
'[17:56:59.565]',0.270,0.395,0.475,0.233,2.946,87.822
'[17:56:59.573]',0.260,0.380,0.475,0.236,2.978,86.747
'[17:56:59.581]',0.260,0.380,0.470,0.238,2.993,85.868
'[17:56:59.589]',0.260,0.380,0.465,0.241,2.991,85.184
'[17:56:59.597]',0.270,0.380,0.465,0.245,2.979,84.696
'[17:56:59.605]',0.270,0.375,0.460,0.247,2.964,84.256
'[17:56:59.613]',0.270,0.375,0.465,0.249,2.944,83.865
'[17:56:59.621]',0.265,0.375,0.470,0.251,2.922,83.475
'[17:56:59.629]',0.255,0.375,0.465,0.253,2.896,83.230
'[17:56:59.637]',0.255,0.375,0.465,0.254,2.869,82.986
'[17:56:59.645]',0.250,0.370,0.465,0.256,2.840,82.742
'[17:56:59.653]',0.250,0.375,0.465,0.257,2.808,82.498
'[17:56:59.661]',0.250,0.375,0.465,0.258,2.775,82.302
'[17:56:59.669]',0.260,0.375,0.460,0.259,2.741,82.058
'[17:56:59.677]',0.270,0.375,0.460,0.260,2.706,81.814
'[17:56:59.685]',0.265,0.375,0.460,0.260,2.670,81.570
'[17:56:59.693]',0.265,0.375,0.455,0.261,2.632,81.277
'[17:56:59.701]',0.270,0.375,0.450,0.261,2.594,81.032
'[17:56:59.709]',0.260,0.365,0.450,0.261,2.554,80.788
'[17:56:59.717]',0.260,0.365,0.450,0.260,2.512,80.544
'[17:56:59.725]',0.260,0.365,0.455,0.259,2.467,80.300
'[17:56:59.733]',0.260,0.365,0.450,0.258,2.419,80.055
'[17:56:59.741]',0.260,0.375,0.450,0.257,2.369,79.811
'[17:56:59.749]',0.255,0.365,0.450,0.256,2.314,79.567
'[17:56:59.757]',0.255,0.360,0.450,0.255,2.255,79.225
'[17:56:59.765]',0.255,0.365,0.445,0.254,2.194,78.981
'[17:56:59.773]',0.255,0.370,0.445,0.254,2.128,78.737
'[17:56:59.781]',0.255,0.365,0.450,0.254,2.060,78.444
'[17:56:59.789]',0.260,0.365,0.450,0.254,1.997,78.053
'[17:56:59.797]',0.260,0.375,0.450,0.254,1.938,77.662
'[17:56:59.805]',0.255,0.375,0.450,0.255,1.876,77.320
'[17:56:59.813]',0.255,0.365,0.450,0.256,1.813,76.881
'[17:56:59.821]',0.270,0.370,0.445,0.257,1.753,76.343
'[17:56:59.829]',0.275,0.375,0.450,0.259,1.697,75.904
'[17:56:59.837]',0.280,0.380,0.460,0.261,1.646,75.464
'[17:56:59.845]',0.310,0.395,0.480,0.264,1.603,75.122
'[17:56:59.853]',0.335,0.410,0.500,0.266,1.567,74.780
'[17:56:59.861]',0.340,0.415,0.510,0.269,1.537,74.438
'[17:56:59.869]',0.335,0.405,0.495,0.271,1.513,74.097
'[17:56:59.877]',0.330,0.400,0.480,0.274,1.496,73.755
'[17:56:59.885]',0.325,0.390,0.480,0.277,1.484,73.364
'[17:56:59.893]',0.300,0.375,0.460,0.281,1.476,72.924
'[17:56:59.901]',0.280,0.375,0.440,0.285,1.470,72.533
'[17:56:59.909]',0.275,0.375,0.425,0.290,1.465,72.192
'[17:56:59.917]',0.270,0.375,0.425,0.296,1.461,71.801
'[17:56:59.925]',0.260,0.375,0.425,0.300,1.457,71.508
'[17:56:59.933]',0.240,0.375,0.415,0.305,1.452,71.117
'[17:56:59.941]',0.230,0.365,0.410,0.310,1.447,70.824
'[17:56:59.949]',0.215,0.360,0.410,0.314,1.441,70.433
'[17:56:59.957]',0.215,0.375,0.410,0.319,1.435,70.042
'[17:56:59.965]',0.225,0.385,0.415,0.324,1.428,69.749
'[17:56:59.973]',0.225,0.390,0.425,0.329,1.419,69.407
'[17:56:59.981]',0.230,0.385,0.430,0.335,1.410,69.163
'[17:56:59.989]',0.230,0.390,0.450,0.340,1.400,68.968
'[17:56:59.997]',0.245,0.440,0.535,0.346,1.390,68.724
'[17:57:00.005]',0.285,0.520,0.705,0.352,1.376,68.528
'[17:57:00.013]',0.360,0.550,0.805,0.358,1.361,68.284
'[17:57:00.021]',0.545,0.460,0.620,0.363,1.342,68.040
'[17:57:00.029]',0.835,0.335,0.190,0.368,1.323,67.747
'[17:57:00.037]',0.996,0.190,-0.186,0.373,1.303,67.405
'[17:57:00.045]',0.755,0.020,-0.346,0.378,1.283,67.161
'[17:57:00.053]',0.345,-0.030,-0.285,0.384,1.262,66.965
'[17:57:00.061]',0.135,0.109,-0.075,0.389,1.240,66.868
'[17:57:00.069]',0.115,0.275,0.170,0.396,1.218,66.721
'[17:57:00.077]',0.175,0.360,0.340,0.402,1.196,66.672
'[17:57:00.085]',0.200,0.385,0.425,0.408,1.178,66.623
'[17:57:00.093]',0.205,0.400,0.465,0.414,1.162,66.477
'[17:57:00.101]',0.195,0.405,0.485,0.420,1.144,66.428
'[17:57:00.109]',0.200,0.410,0.495,0.426,1.125,66.281
'[17:57:00.117]',0.205,0.420,0.500,0.432,1.107,66.184
'[17:57:00.125]',0.210,0.420,0.500,0.439,1.089,66.037
'[17:57:00.133]',0.210,0.410,0.500,0.446,1.071,65.940
'[17:57:00.141]',0.215,0.410,0.500,0.453,1.055,65.842
'[17:57:00.149]',0.220,0.410,0.500,0.461,1.040,65.695
'[17:57:00.157]',0.215,0.420,0.495,0.469,1.026,65.305
'[17:57:00.165]',0.215,0.415,0.500,0.477,1.014,65.012
'[17:57:00.173]',0.215,0.410,0.500,0.485,1.003,64.816
'[17:57:00.181]',0.215,0.410,0.495,0.492,0.993,64.816
'[17:57:00.189]',0.225,0.410,0.490,0.499,0.987,64.718
'[17:57:00.197]',0.230,0.415,0.485,0.506,0.983,64.670
'[17:57:00.205]',0.235,0.415,0.480,0.513,0.978,64.621
'[17:57:00.213]',0.230,0.410,0.475,0.521,0.971,64.572
'[17:57:00.221]',0.230,0.405,0.475,0.530,0.965,64.377
'[17:57:00.229]',0.230,0.400,0.475,0.539,0.960,64.132
'[17:57:00.237]',0.225,0.400,0.475,0.548,0.955,63.937
'[17:57:00.245]',0.230,0.400,0.470,0.557,0.952,63.742
'[17:57:00.253]',0.235,0.400,0.465,0.565,0.949,63.546
'[17:57:00.261]',0.240,0.400,0.460,0.573,0.947,63.351
'[17:57:00.269]',0.250,0.395,0.455,0.581,0.946,63.155
'[17:57:00.277]',0.255,0.385,0.450,0.589,0.946,62.911
'[17:57:00.285]',0.260,0.375,0.450,0.597,0.949,62.862
'[17:57:00.293]',0.260,0.360,0.445,0.606,0.953,63.742
'[17:57:00.301]',0.265,0.345,0.435,0.615,0.955,66.233
'[17:57:00.309]',0.270,0.335,0.430,0.624,0.957,70.970
'[17:57:00.317]',0.280,0.330,0.420,0.632,0.959,78.199
'[17:57:00.325]',0.285,0.320,0.415,0.640,0.961,86.991
'[17:57:00.333]',0.275,0.300,0.410,0.648,0.963,95.930
'[17:57:00.341]',0.270,0.280,0.410,0.654,0.966,103.452
'[17:57:00.349]',0.260,0.275,0.405,0.660,0.970,108.385
'[17:57:00.357]',0.255,0.270,0.405,0.665,0.974,110.534
'[17:57:00.365]',0.245,0.265,0.405,0.669,0.978,110.827
'[17:57:00.373]',0.245,0.275,0.415,0.672,0.983,110.290
'[17:57:00.381]',0.245,0.290,0.425,0.675,0.989,109.948
'[17:57:00.389]',0.240,0.305,0.440,0.677,0.997,109.997
'[17:57:00.397]',0.240,0.330,0.455,0.679,1.005,110.241
'[17:57:00.405]',0.250,0.360,0.470,0.680,1.012,110.632
'[17:57:00.413]',0.260,0.390,0.475,0.681,1.019,110.925
'[17:57:00.421]',0.265,0.400,0.490,0.681,1.025,111.169
'[17:57:00.429]',0.255,0.405,0.495,0.681,1.031,111.169
'[17:57:00.437]',0.255,0.405,0.500,0.682,1.037,111.071
'[17:57:00.445]',0.255,0.415,0.495,0.682,1.043,110.925
'[17:57:00.453]',0.260,0.420,0.495,0.683,1.048,110.681
'[17:57:00.461]',0.260,0.420,0.495,0.683,1.052,110.388
'[17:57:00.469]',0.260,0.425,0.495,0.685,1.055,109.997
'[17:57:00.477]',0.265,0.425,0.490,0.687,1.058,109.508
'[17:57:00.485]',0.270,0.430,0.490,0.690,1.063,108.922
'[17:57:00.493]',0.275,0.430,0.485,0.693,1.067,108.287
'[17:57:00.501]',0.275,0.430,0.485,0.697,1.067,107.604
'[17:57:00.509]',0.275,0.430,0.490,0.700,1.065,106.724
'[17:57:00.517]',0.280,0.430,0.490,0.703,1.061,105.796
'[17:57:00.525]',0.280,0.430,0.490,0.707,1.062,104.624
'[17:57:00.533]',0.295,0.430,0.490,0.712,1.077,103.354
'[17:57:00.541]',0.300,0.430,0.480,0.718,1.121,101.986
'[17:57:00.549]',0.305,0.440,0.480,0.724,1.205,100.423
'[17:57:00.557]',0.310,0.445,0.480,0.731,1.338,98.567
'[17:57:00.565]',0.305,0.440,0.480,0.736,1.520,96.467
'[17:57:00.573]',0.305,0.430,0.480,0.742,1.742,94.562
'[17:57:00.581]',0.305,0.430,0.480,0.748,1.986,92.999
'[17:57:00.589]',0.305,0.430,0.475,0.754,2.199,91.534
'[17:57:00.597]',0.305,0.425,0.475,0.761,2.382,89.971
'[17:57:00.605]',0.305,0.425,0.475,0.768,2.562,88.261
'[17:57:00.613]',0.295,0.425,0.475,0.775,2.715,86.796
'[17:57:00.621]',0.290,0.425,0.475,0.783,2.832,85.673
'[17:57:00.629]',0.290,0.425,0.470,0.791,2.913,84.696
'[17:57:00.637]',0.290,0.410,0.470,0.798,2.963,84.061
'[17:57:00.645]',0.280,0.405,0.470,0.806,2.989,83.719
'[17:57:00.653]',0.280,0.405,0.470,0.813,2.998,83.621
'[17:57:00.661]',0.280,0.405,0.470,0.818,2.993,83.377
'[17:57:00.669]',0.275,0.405,0.470,0.824,2.978,82.986
'[17:57:00.677]',0.275,0.405,0.465,0.829,2.957,82.742
'[17:57:00.685]',0.275,0.400,0.465,0.834,2.929,82.547
'[17:57:00.693]',0.275,0.400,0.470,0.838,2.897,82.351
'[17:57:00.701]',0.275,0.400,0.470,0.842,2.864,82.253
'[17:57:00.709]',0.270,0.400,0.470,0.845,2.829,82.107
'[17:57:00.717]',0.270,0.400,0.470,0.848,2.794,82.009
'[17:57:00.725]',0.270,0.400,0.465,0.850,2.758,81.863
'[17:57:00.733]',0.260,0.400,0.465,0.852,2.720,81.667
'[17:57:00.741]',0.260,0.395,0.465,0.854,2.683,81.472
'[17:57:00.749]',0.265,0.395,0.465,0.855,2.645,81.374
'[17:57:00.757]',0.270,0.400,0.465,0.856,2.605,81.179
'[17:57:00.765]',0.270,0.400,0.465,0.857,2.564,80.984
'[17:57:00.773]',0.270,0.400,0.465,0.857,2.521,80.788
'[17:57:00.781]',0.270,0.400,0.460,0.858,2.475,80.593
'[17:57:00.789]',0.265,0.395,0.465,0.857,2.429,80.495
'[17:57:00.797]',0.260,0.395,0.460,0.856,2.382,80.251
'[17:57:00.805]',0.260,0.400,0.455,0.855,2.328,79.811
'[17:57:00.813]',0.265,0.400,0.455,0.854,2.270,79.372
'[17:57:00.821]',0.270,0.395,0.455,0.852,2.206,78.932
'[17:57:00.829]',0.265,0.390,0.455,0.850,2.140,78.492
'[17:57:00.837]',0.260,0.385,0.455,0.848,2.070,78.053
'[17:57:00.845]',0.260,0.385,0.460,0.845,1.999,77.613
'[17:57:00.853]',0.265,0.395,0.455,0.842,1.929,77.174
'[17:57:00.861]',0.275,0.400,0.465,0.839,1.860,76.636
'[17:57:00.869]',0.300,0.415,0.485,0.835,1.795,76.197
'[17:57:00.877]',0.320,0.425,0.505,0.831,1.734,75.806
'[17:57:00.885]',0.335,0.430,0.515,0.828,1.684,75.562
'[17:57:00.893]',0.340,0.425,0.500,0.824,1.644,75.122
'[17:57:00.901]',0.335,0.415,0.485,0.820,1.606,74.438
'[17:57:00.909]',0.325,0.405,0.480,0.817,1.574,73.803
'[17:57:00.917]',0.300,0.390,0.460,0.812,1.548,73.413
'[17:57:00.925]',0.275,0.375,0.440,0.808,1.530,73.120
'[17:57:00.933]',0.260,0.365,0.425,0.803,1.518,72.778
'[17:57:00.941]',0.260,0.370,0.425,0.798,1.510,72.436
'[17:57:00.949]',0.250,0.375,0.420,0.793,1.506,72.192
'[17:57:00.957]',0.235,0.365,0.415,0.787,1.505,72.045
'[17:57:00.965]',0.220,0.355,0.410,0.781,1.505,71.850
'[17:57:00.973]',0.215,0.355,0.410,0.775,1.506,71.557
'[17:57:00.981]',0.215,0.360,0.410,0.770,1.507,71.166
'[17:57:00.989]',0.220,0.365,0.420,0.764,1.509,70.873
'[17:57:00.997]',0.225,0.360,0.425,0.759,1.510,70.629
'[17:57:01.005]',0.225,0.360,0.430,0.754,1.509,70.384
'[17:57:01.013]',0.235,0.375,0.460,0.749,1.505,70.042
'[17:57:01.021]',0.255,0.440,0.585,0.743,1.500,69.749
'[17:57:01.029]',0.305,0.520,0.760,0.738,1.492,69.407
'[17:57:01.037]',0.415,0.535,0.815,0.733,1.482,69.066
'[17:57:01.045]',0.655,0.445,0.500,0.728,1.470,68.675
'[17:57:01.053]',0.956,0.340,0.040,0.723,1.457,68.284
'[17:57:01.061]',1.030,0.180,-0.301,0.718,1.443,67.991
'[17:57:01.069]',0.645,-0.005,-0.386,0.714,1.427,67.698
'[17:57:01.077]',0.255,-0.041,-0.271,0.709,1.410,67.405
'[17:57:01.085]',0.115,0.130,-0.025,0.704,1.395,67.161
'[17:57:01.093]',0.130,0.275,0.220,0.699,1.380,66.916
'[17:57:01.101]',0.170,0.340,0.375,0.694,1.363,66.721
'[17:57:01.109]',0.185,0.360,0.440,0.689,1.344,66.623
'[17:57:01.117]',0.185,0.375,0.475,0.685,1.324,66.477
'[17:57:01.125]',0.185,0.380,0.490,0.680,1.303,66.281
'[17:57:01.133]',0.190,0.385,0.495,0.676,1.282,66.184
'[17:57:01.141]',0.190,0.385,0.500,0.672,1.261,65.988
'[17:57:01.149]',0.195,0.390,0.510,0.668,1.240,65.940
'[17:57:01.157]',0.200,0.395,0.510,0.664,1.220,65.793
'[17:57:01.165]',0.200,0.390,0.505,0.660,1.200,65.744
'[17:57:01.173]',0.200,0.385,0.505,0.657,1.182,65.695
'[17:57:01.181]',0.205,0.390,0.505,0.653,1.168,65.598
'[17:57:01.189]',0.210,0.395,0.500,0.649,1.156,65.500
'[17:57:01.197]',0.205,0.385,0.495,0.646,1.142,65.402
'[17:57:01.205]',0.205,0.380,0.495,0.643,1.127,65.353
'[17:57:01.213]',0.205,0.385,0.495,0.640,1.112,65.305
'[17:57:01.221]',0.215,0.385,0.490,0.637,1.098,65.256
'[17:57:01.229]',0.220,0.385,0.485,0.635,1.084,65.109
'[17:57:01.237]',0.215,0.380,0.480,0.633,1.071,64.914
'[17:57:01.245]',0.215,0.380,0.475,0.631,1.060,64.718
'[17:57:01.253]',0.220,0.380,0.475,0.629,1.049,64.621
'[17:57:01.261]',0.225,0.380,0.470,0.627,1.040,64.474
'[17:57:01.269]',0.225,0.375,0.465,0.626,1.033,64.279
'[17:57:01.277]',0.230,0.375,0.460,0.624,1.026,64.132
'[17:57:01.285]',0.235,0.365,0.455,0.623,1.023,63.986
'[17:57:01.293]',0.235,0.360,0.450,0.622,1.022,63.937
'[17:57:01.301]',0.240,0.360,0.445,0.621,1.020,64.035
'[17:57:01.309]',0.250,0.350,0.440,0.619,1.017,64.816
'[17:57:01.317]',0.255,0.340,0.435,0.618,1.014,66.623
'[17:57:01.325]',0.255,0.330,0.430,0.617,1.012,70.238
'[17:57:01.333]',0.260,0.315,0.420,0.614,1.011,76.197
'[17:57:01.341]',0.265,0.295,0.415,0.612,1.011,84.256
'[17:57:01.349]',0.260,0.280,0.410,0.608,1.011,93.536
'[17:57:01.357]',0.260,0.265,0.410,0.604,1.011,102.475
'[17:57:01.365]',0.250,0.250,0.400,0.599,1.012,109.411
'[17:57:01.373]',0.240,0.245,0.400,0.595,1.013,113.514
'[17:57:01.381]',0.235,0.245,0.400,0.590,1.030,114.979
'[17:57:01.389]',0.235,0.250,0.400,0.585,1.056,115.077
'[17:57:01.397]',0.235,0.260,0.410,0.578,1.070,114.686
'[17:57:01.405]',0.235,0.280,0.430,0.571,1.080,114.442
'[17:57:01.413]',0.235,0.305,0.450,0.562,1.088,114.344
'[17:57:01.421]',0.240,0.330,0.465,0.553,1.094,114.491
'[17:57:01.429]',0.240,0.355,0.475,0.542,1.100,114.735
'[17:57:01.437]',0.240,0.375,0.480,0.532,1.105,114.881
'[17:57:01.445]',0.240,0.385,0.490,0.520,1.110,114.881
'[17:57:01.453]',0.245,0.395,0.495,0.509,1.116,114.784
'[17:57:01.461]',0.245,0.400,0.490,0.498,1.121,114.637
'[17:57:01.469]',0.240,0.405,0.490,0.487,1.126,114.442
'[17:57:01.477]',0.240,0.400,0.490,0.477,1.131,114.246
'[17:57:01.485]',0.240,0.400,0.490,0.467,1.137,114.051
'[17:57:01.493]',0.240,0.400,0.490,0.458,1.143,113.856
'[17:57:01.501]',0.240,0.400,0.480,0.449,1.147,113.514
'[17:57:01.509]',0.240,0.400,0.480,0.441,1.148,113.074
'[17:57:01.517]',0.250,0.405,0.480,0.433,1.146,112.488
'[17:57:01.525]',0.255,0.410,0.490,0.426,1.142,111.804
'[17:57:01.533]',0.260,0.415,0.490,0.419,1.137,111.071
'[17:57:01.541]',0.270,0.425,0.490,0.413,1.138,110.192
'[17:57:01.549]',0.275,0.430,0.490,0.408,1.152,109.118
'[17:57:01.557]',0.280,0.435,0.490,0.404,1.194,107.799
'[17:57:01.565]',0.290,0.435,0.495,0.400,1.273,106.285
'[17:57:01.573]',0.290,0.430,0.495,0.397,1.398,104.673
'[17:57:01.581]',0.290,0.425,0.490,0.395,1.537,102.817
'[17:57:01.589]',0.295,0.425,0.490,0.394,1.695,100.814
'[17:57:01.597]',0.300,0.420,0.485,0.393,1.898,98.616
'[17:57:01.605]',0.295,0.415,0.485,0.394,2.118,96.418
'[17:57:01.613]',0.290,0.420,0.485,0.394,2.333,94.318
'[17:57:01.621]',0.290,0.420,0.485,0.395,2.524,92.364
'[17:57:01.629]',0.290,0.410,0.480,0.396,2.679,90.655
'[17:57:01.637]',0.285,0.400,0.480,0.397,2.798,89.238
