"'Time','II','III','V','RESP','PLETH','ABP'"
"'[21:13:03.056]',-,-,-,-,-,-"
"'[21:13:03.064]',-,-,-,-,-,-"
"'[21:13:03.072]',-,-,-,-,-,-"
"'[21:13:03.080]',-,-,-,-,-,-"
"'[21:13:03.088]',-,-,-,-,-,-"
"'[21:13:03.096]',-,-,-,-,-,-"
"'[21:13:03.104]',-,-,-,-,-,-"
"'[21:13:03.112]',-,-,-,-,-,-"
"'[21:13:03.120]',-,-,-,-,-,-"
"'[21:13:03.128]',-,-,-,-,-,-"
"'[21:13:03.136]',-,-,-,-,-,-"
"'[21:13:03.144]',-,-,-,-,-,-"
"'[21:13:03.152]',-,-,-,-,-,-"
"'[21:13:03.160]',-,-,-,-,-,-"
"'[21:13:03.168]',-,-,-,-,-,-"
"'[21:13:03.176]',-,-,-,-,-,-"
"'[21:13:03.184]',-,-,-,-,-,-"
"'[21:13:03.192]',-,-,-,-,-,-"
"'[21:13:03.200]',-,-,-,-,-,-"
"'[21:13:03.208]',-,-,-,-,-,-"
"'[21:13:03.216]',-,-,-,-,-,-"
"'[21:13:03.224]',-,-,-,-,-,-"
"'[21:13:03.232]',-,-,-,-,-,-"
"'[21:13:03.240]',-,-,-,-,-,-"
"'[21:13:03.248]',-,-,-,-,-,-"
"'[21:13:03.256]',-,-,-,-,-,-"
"'[21:13:03.264]',-,-,-,-,-,-"
"'[21:13:03.272]',-,-,-,-,-,-"
"'[21:13:03.280]',-,-,-,-,-,-"
"'[21:13:03.288]',-,-,-,-,-,-"
"'[21:13:03.296]',-,-,-,-,-,-"
"'[21:13:03.304]',-,-,-,-,-,-"
"'[21:13:03.312]',-,-,-,-,-,-"
"'[21:13:03.320]',-,-,-,-,-,-"
"'[21:13:03.328]',-,-,-,-,-,-"
"'[21:13:03.336]',-,-,-,-,-,-"
"'[21:13:03.344]',-,-,-,-,-,-"
"'[21:13:03.352]',-,-,-,-,-,-"
"'[21:13:03.360]',-,-,-,-,-,-"
"'[21:13:03.368]',-,-,-,-,-,-"
"'[21:13:03.376]',-,-,-,-,-,-"
"'[21:13:03.384]',-,-,-,-,-,-"
"'[21:13:03.392]',-,-,-,-,-,-"
"'[21:13:03.400]',-,-,-,-,-,-"
"'[21:13:03.408]',-,-,-,-,-,-"
"'[21:13:03.416]',-,-,-,-,-,-"
"'[21:13:03.424]',-,-,-,-,-,-"
"'[21:13:03.432]',-,-,-,-,-,-"
"'[21:13:03.440]',-,-,-,-,-,-"
"'[21:13:03.448]',-,-,-,-,-,-"
"'[21:13:03.456]',-,-,-,-,-,-"
"'[21:13:03.464]',-,-,-,-,-,-"
"'[21:13:03.472]',-,-,-,-,-,-"
"'[21:13:03.480]',-,-,-,-,-,-"
"'[21:13:03.488]',-,-,-,-,-,-"
"'[21:13:03.496]',-,-,-,-,-,-"
"'[21:13:03.504]',-,-,-,-,-,-"
"'[21:13:03.512]',-,-,-,-,-,-"
"'[21:13:03.520]',-,-,-,-,-,-"
"'[21:13:03.528]',-,-,-,-,-,-"
"'[21:13:03.536]',-,-,-,-,-,-"
"'[21:13:03.544]',-,-,-,-,-,-"
"'[21:13:03.552]',-,-,-,-,-,-"
"'[21:13:03.560]',-,-,-,-,-,-"
"'[21:13:03.568]',-,-,-,-,-,-"
"'[21:13:03.576]',-,-,-,-,-,-"
"'[21:13:03.584]',-,-,-,-,-,-"
"'[21:13:03.592]',-,-,-,-,-,-"
"'[21:13:03.600]',-,-,-,-,-,-"
"'[21:13:03.608]',-,-,-,-,-,-"
"'[21:13:03.616]',-,-,-,-,-,-"
"'[21:13:03.624]',-,-,-,-,-,-"
"'[21:13:03.632]',-,-,-,-,-,-"
"'[21:13:03.640]',-,-,-,-,-,-"
"'[21:13:03.648]',-,-,-,-,-,-"
"'[21:13:03.656]',-,-,-,-,-,-"
"'[21:13:03.664]',-,-,-,-,-,-"
"'[21:13:03.672]',-,-,-,-,-,-"
"'[21:13:03.680]',-,-,-,-,-,-"
"'[21:13:03.688]',-,-,-,-,-,-"
"'[21:13:03.696]',-,-,-,-,-,-"
"'[21:13:03.704]',-,-,-,-,-,-"
"'[21:13:03.712]',-,-,-,-,-,-"
"'[21:13:03.720]',-,-,-,-,-,-"
"'[21:13:03.728]',-,-,-,-,-,-"
"'[21:13:03.736]',-,-,-,-,-,-"
"'[21:13:03.744]',-,-,-,-,-,-"
"'[21:13:03.752]',-,-,-,-,-,-"
"'[21:13:03.760]',-,-,-,-,-,-"
"'[21:13:03.768]',-,-,-,-,-,-"
"'[21:13:03.776]',-,-,-,-,-,-"
"'[21:13:03.784]',-,-,-,-,-,-"
"'[21:13:03.792]',-,-,-,-,-,-"
"'[21:13:03.800]',-,-,-,-,-,-"
"'[21:13:03.808]',-,-,-,-,-,-"
"'[21:13:03.816]',-,-,-,-,-,-"
"'[21:13:03.824]',-,-,-,-,-,-"
"'[21:13:03.832]',-,-,-,-,-,-"
"'[21:13:03.840]',-,-,-,-,-,-"
"'[21:13:03.848]',-,-,-,-,-,-"
"'[21:13:03.856]',-,-,-,-,-,-"
"'[21:13:03.864]',-,-,-,-,-,-"
"'[21:13:03.872]',-,-,-,-,-,-"
"'[21:13:03.880]',-,-,-,-,-,-"
"'[21:13:03.888]',-,-,-,-,-,-"
"'[21:13:03.896]',-,-,-,-,-,-"
"'[21:13:03.904]',-,-,-,-,-,-"
"'[21:13:03.912]',-,-,-,-,-,-"
"'[21:13:03.920]',-,-,-,-,-,-"
"'[21:13:03.928]',-,-,-,-,-,-"
"'[21:13:03.936]',-,-,-,-,-,-"
"'[21:13:03.944]',-,-,-,-,-,-"
"'[21:13:03.952]',-,-,-,-,-,-"
"'[21:13:03.960]',-,-,-,-,-,-"
"'[21:13:03.968]',-,-,-,-,-,-"
"'[21:13:03.976]',-,-,-,-,-,-"
"'[21:13:03.984]',-,-,-,-,-,-"
"'[21:13:03.992]',-,-,-,-,-,-"
"'[21:13:04.000]',-,-,-,-,-,-"
"'[21:13:04.008]',-,-,-,-,-,-"
"'[21:13:04.016]',-,-,-,-,-,-"
"'[21:13:04.024]',-,-,-,-,-,-"
"'[21:13:04.032]',-,-,-,-,-,-"
"'[21:13:04.040]',-,-,-,-,-,-"
"'[21:13:04.048]',-,-,-,-,-,-"
"'[21:13:04.056]',-,-,-,-,-,-"
"'[21:13:04.064]',-,-,-,-,-,-"
"'[21:13:04.072]',-,-,-,-,-,-"
"'[21:13:04.080]',-,-,-,-,-,-"
"'[21:13:04.088]',-,-,-,-,-,-"
"'[21:13:04.096]',-,-,-,-,-,-"
"'[21:13:04.104]',-,-,-,-,-,-"
"'[21:13:04.112]',-,-,-,-,-,-"
"'[21:13:04.120]',-,-,-,-,-,-"
"'[21:13:04.128]',-,-,-,-,-,-"
"'[21:13:04.136]',-,-,-,-,-,-"
"'[21:13:04.144]',-,-,-,-,-,-"
"'[21:13:04.152]',-,-,-,-,-,-"
"'[21:13:04.160]',-,-,-,-,-,-"
"'[21:13:04.168]',-,-,-,-,-,-"
"'[21:13:04.176]',-,-,-,-,-,-"
"'[21:13:04.184]',-,-,-,-,-,-"
"'[21:13:04.192]',-,-,-,-,-,-"
"'[21:13:04.200]',-,-,-,-,-,-"
"'[21:13:04.208]',-,-,-,-,-,-"
"'[21:13:04.216]',-,-,-,-,-,-"
"'[21:13:04.224]',-,-,-,-,-,-"
"'[21:13:04.232]',-,-,-,-,-,-"
"'[21:13:04.240]',-,-,-,-,-,-"
"'[21:13:04.248]',-,-,-,-,-,-"
"'[21:13:04.256]',-,-,-,-,-,-"
"'[21:13:04.264]',-,-,-,-,-,-"
"'[21:13:04.272]',-,-,-,-,-,-"
"'[21:13:04.280]',-,-,-,-,-,-"
"'[21:13:04.288]',-,-,-,-,-,-"
"'[21:13:04.296]',-,-,-,-,-,-"
"'[21:13:04.304]',-,-,-,-,-,-"
"'[21:13:04.312]',-,-,-,-,-,-"
"'[21:13:04.320]',-,-,-,-,-,-"
"'[21:13:04.328]',-,-,-,-,-,-"
"'[21:13:04.336]',-,-,-,-,-,-"
"'[21:13:04.344]',-,-,-,-,-,-"
"'[21:13:04.352]',-,-,-,-,-,-"
"'[21:13:04.360]',-,-,-,-,-,-"
"'[21:13:04.368]',-,-,-,-,-,-"
"'[21:13:04.376]',-,-,-,-,-,-"
"'[21:13:04.384]',-,-,-,-,-,-"
"'[21:13:04.392]',-,-,-,-,-,-"
"'[21:13:04.400]',-,-,-,-,-,-"
"'[21:13:04.408]',-,-,-,-,-,-"
"'[21:13:04.416]',-,-,-,-,-,-"
"'[21:13:04.424]',-,-,-,-,-,-"
"'[21:13:04.432]',-,-,-,-,-,-"
"'[21:13:04.440]',-,-,-,-,-,-"
"'[21:13:04.448]',-,-,-,-,-,-"
"'[21:13:04.456]',-,-,-,-,-,-"
"'[21:13:04.464]',-,-,-,-,-,-"
"'[21:13:04.472]',-,-,-,-,-,-"
"'[21:13:04.480]',-,-,-,-,-,-"
"'[21:13:04.488]',-,-,-,-,-,-"
"'[21:13:04.496]',-,-,-,-,-,-"
"'[21:13:04.504]',-,-,-,-,-,-"
"'[21:13:04.512]',-,-,-,-,-,-"
"'[21:13:04.520]',-,-,-,-,-,-"
"'[21:13:04.528]',-,-,-,-,-,-"
"'[21:13:04.536]',-,-,-,-,-,-"
"'[21:13:04.544]',-,-,-,-,-,-"
"'[21:13:04.552]',-,-,-,-,-,-"
"'[21:13:04.560]',-,-,-,-,-,-"
"'[21:13:04.568]',-,-,-,-,-,-"
"'[21:13:04.576]',-,-,-,0.042,-,-"
"'[21:13:04.584]',-,-,-,1.126,-,-"
"'[21:13:04.592]',-,-,-,1.121,-,-"
"'[21:13:04.600]',-,-,-,1.116,-,-"
"'[21:13:04.608]',-,-,-,1.110,-,-"
"'[21:13:04.616]',-,-,-,1.105,-,-"
"'[21:13:04.624]',-,-,-,1.097,-,-"
"'[21:13:04.632]',-,-,-,1.090,-,-"
"'[21:13:04.640]',-,-,-,1.079,-,-"
"'[21:13:04.648]',-,-,-,1.069,-,-"
"'[21:13:04.656]',-,-,-,1.057,-,-"
"'[21:13:04.664]',-,-,-,1.046,-,-"
"'[21:13:04.672]',-,-,-,1.033,-,-"
"'[21:13:04.680]',-,-,-,1.020,-,-"
"'[21:13:04.688]',-,-,-,1.008,-,-"
"'[21:13:04.696]',-,-,-,0.995,-,-"
"'[21:13:04.704]',-,-,-,0.982,-,-"
"'[21:13:04.712]',-,-,-,0.969,-,-"
"'[21:13:04.720]',-,-,-,0.955,-,-"
"'[21:13:04.728]',-,-,-,0.941,-,-"
"'[21:13:04.736]',-,-,-,0.927,-,-"
"'[21:13:04.744]',-,-,-,0.913,-,-"
"'[21:13:04.752]',-,-,-,0.899,-,-"
"'[21:13:04.760]',-,-,-,0.886,-,-"
"'[21:13:04.768]',-,-,-,0.873,-,-"
"'[21:13:04.776]',-,-,-,0.861,-,-"
"'[21:13:04.784]',-,-,-,0.849,-,-"
"'[21:13:04.792]',-,-,-,0.837,-,-"
"'[21:13:04.800]',-,-,-,0.825,-,-"
"'[21:13:04.808]',-,-,-,0.815,-,-"
"'[21:13:04.816]',-,-,-,0.805,-,-"
"'[21:13:04.824]',-,-,-,0.795,-,-"
"'[21:13:04.832]',-,-,-,0.786,-,-"
"'[21:13:04.840]',-,-,-,0.778,-,-"
"'[21:13:04.848]',-,-,-,0.771,-,-"
"'[21:13:04.856]',-,-,-,0.763,-,-"
"'[21:13:04.864]',-,-,-,0.756,-,-"
"'[21:13:04.872]',-,-,-,0.749,-,-"
"'[21:13:04.880]',-,-,-,0.743,-,-"
"'[21:13:04.888]',-,-,-,0.737,-,-"
"'[21:13:04.896]',-,-,-,0.731,-,-"
"'[21:13:04.904]',-,-,-,0.725,-,-"
"'[21:13:04.912]',-,-,-,0.719,-,-"
"'[21:13:04.920]',-,-,-,0.713,-,-"
"'[21:13:04.928]',-,-,-,0.706,-,-"
"'[21:13:04.936]',-,-,-,0.700,-,-"
"'[21:13:04.944]',-,-,-,0.693,-,-"
"'[21:13:04.952]',-,-,-,0.686,-,-"
"'[21:13:04.960]',-,-,-,0.679,-,-"
"'[21:13:04.968]',-,-,-,0.671,-,-"
"'[21:13:04.976]',-,-,-,0.662,-,-"
"'[21:13:04.984]',-,-,-,0.653,-,-"
"'[21:13:04.992]',-,-,-,0.643,-,-"
"'[21:13:05.000]',-,-,-,0.634,-,-"
"'[21:13:05.008]',-,-,-,0.624,-,-"
"'[21:13:05.016]',-,-,-,0.615,-,-"
"'[21:13:05.024]',-,-,-,0.606,-,-"
"'[21:13:05.032]',-,-,-,0.597,-,-"
"'[21:13:05.040]',-,-,-,0.586,-,-"
"'[21:13:05.048]',-,-,-,0.576,-,-"
"'[21:13:05.056]',-,-,-,0.566,-,-"
"'[21:13:05.064]',-,-,-,0.555,-,-"
"'[21:13:05.072]',-,-,-,0.546,-,-"
"'[21:13:05.080]',-,-,-,0.536,-,-"
"'[21:13:05.088]',-,-,-,0.528,-,-"
"'[21:13:05.096]',-,-,-,0.520,-,-"
"'[21:13:05.104]',-,-,-,0.512,-,-"
"'[21:13:05.112]',-,-,-,0.503,-,-"
"'[21:13:05.120]',-,-,-,0.495,-,-"
"'[21:13:05.128]',-,-,-,0.487,-,-"
"'[21:13:05.136]',-,-,-,0.477,-,-"
"'[21:13:05.144]',-,-,-,0.468,-,-"
"'[21:13:05.152]',-,-,-,0.458,-,-"
"'[21:13:05.160]',-,-,-,0.448,-,-"
"'[21:13:05.168]',-,-,-,0.439,-,-"
"'[21:13:05.176]',-,-,-,0.430,-,-"
"'[21:13:05.184]',-,-,-,0.420,-,-"
"'[21:13:05.192]',-,-,-,0.411,-,-"
"'[21:13:05.200]',-,-,-,0.400,-,-"
"'[21:13:05.208]',-,-,-,0.391,-,-"
"'[21:13:05.216]',-,-,-,0.379,-,-"
"'[21:13:05.224]',-,-,-,0.368,-,-"
"'[21:13:05.232]',-,-,-,0.357,-,-"
"'[21:13:05.240]',-,-,-,0.345,-,-"
"'[21:13:05.248]',-,-,-,0.333,-,-"
"'[21:13:05.256]',-,-,-,0.321,-,-"
"'[21:13:05.264]',-,-,-,0.309,-,-"
"'[21:13:05.272]',-,-,-,0.296,-,-"
"'[21:13:05.280]',-,-,-,0.281,-,-"
"'[21:13:05.288]',-,-,-,0.268,-,-"
"'[21:13:05.296]',-,-,-,0.254,-,-"
"'[21:13:05.304]',-,-,-,0.239,-,-"
"'[21:13:05.312]',-,-,-,0.224,-,-"
"'[21:13:05.320]',-,-,-,0.210,-,-"
"'[21:13:05.328]',-,-,-,0.196,-,-"
"'[21:13:05.336]',-,-,-,0.183,-,-"
"'[21:13:05.344]',-,-,-,0.170,-,-"
"'[21:13:05.352]',-,-,-,0.158,-,-"
"'[21:13:05.360]',-,-,-,0.146,-,-"
"'[21:13:05.368]',-,-,-,0.134,-,-"
"'[21:13:05.376]',-,-,-,0.122,-,-"
"'[21:13:05.384]',-,-,-,0.111,-,-"
"'[21:13:05.392]',-,-,-,0.099,-,-"
"'[21:13:05.400]',-,-,-,0.089,-,-"
"'[21:13:05.408]',-,-,-,0.079,-,-"
"'[21:13:05.416]',-,-,-,0.069,-,-"
"'[21:13:05.424]',-,-,-,0.059,-,-"
"'[21:13:05.432]',-,-,-,0.050,-,-"
"'[21:13:05.440]',-,-,-,0.040,-,-"
"'[21:13:05.448]',-,-,-,0.030,-,-"
"'[21:13:05.456]',-,-,-,0.020,-,-"
"'[21:13:05.464]',-,-,-,0.011,-,-"
"'[21:13:05.472]',-,-,-,0.001,-,-"
"'[21:13:05.480]',-,-,-,-0.008,-,-"
"'[21:13:05.488]',-,-,-,-0.017,-,-"
"'[21:13:05.496]',-,-,-,-0.026,-,-"
"'[21:13:05.504]',-,-,-,-0.034,-,-"
"'[21:13:05.512]',-,-,-,-0.041,-,-"
"'[21:13:05.520]',-,-,-,-0.050,-,-"
"'[21:13:05.528]',-,-,-,-0.057,-,-"
"'[21:13:05.536]',-,-,-,-0.065,-,-"
"'[21:13:05.544]',-,-,-,-0.073,-,-"
"'[21:13:05.552]',-,-,-,-0.081,-,-"
"'[21:13:05.560]',-,-,-,-0.088,-,-"
"'[21:13:05.568]',-,-,-,-0.095,-,-"
"'[21:13:05.576]',-,-,-,-0.102,-,-"
"'[21:13:05.584]',-,-,-,-0.108,-,-"
"'[21:13:05.592]',-,-,-,-0.114,-,-"
"'[21:13:05.600]',-,-,-,-0.119,2.896,-"
"'[21:13:05.608]',-,-,-,-0.124,2.865,-"
"'[21:13:05.616]',-,-,-,-0.129,2.827,-"
"'[21:13:05.624]',-,-,-,-0.133,2.785,-"
"'[21:13:05.632]',-,-,-,-0.138,2.741,-"
"'[21:13:05.640]',-,-,-,-0.141,2.696,-"
"'[21:13:05.648]',-,-,-,-0.145,2.655,-"
"'[21:13:05.656]',-,-,-,-0.148,2.612,-"
"'[21:13:05.664]',-,-,-,-0.151,2.567,-"
"'[21:13:05.672]',-,-,-,-0.154,2.534,-"
"'[21:13:05.680]',-,-,-,-0.157,2.505,-"
"'[21:13:05.688]',-,-,-,-0.160,2.480,-"
"'[21:13:05.696]',-,-,-,-0.163,2.463,-"
"'[21:13:05.704]',-,-,-,-0.166,2.456,-"
"'[21:13:05.712]',-,-,-,-0.169,2.452,-"
"'[21:13:05.720]',-,-,-,-0.172,2.442,-"
"'[21:13:05.728]',-,-,-,-0.175,2.429,-"
"'[21:13:05.736]',-,-,-,-0.178,2.423,-"
"'[21:13:05.744]',-,-,-,-0.182,2.413,-"
"'[21:13:05.752]',-,-,-,-0.185,2.400,-"
"'[21:13:05.760]',-,-,-,-0.189,2.393,-"
"'[21:13:05.768]',-,-,-,-0.193,2.390,-"
"'[21:13:05.776]',-,-,-,-0.196,2.388,-"
"'[21:13:05.784]',-,-,-,-0.200,2.383,-"
"'[21:13:05.792]',-,-,-,-0.205,2.370,-"
"'[21:13:05.800]',-,-,-,-0.209,2.348,-"
"'[21:13:05.808]',-,-,-,-0.214,2.322,-"
"'[21:13:05.816]',-,-,-,-0.218,2.293,-"
"'[21:13:05.824]',-,-,-,-0.223,2.264,-"
"'[21:13:05.832]',-,-,-,-0.228,2.235,-"
"'[21:13:05.840]',-,-,-,-0.235,2.208,-"
"'[21:13:05.848]',-,-,-,-0.241,2.188,-"
"'[21:13:05.856]',-,-,-,-0.248,2.174,-"
"'[21:13:05.864]',-,-,-,-0.256,2.171,-"
"'[21:13:05.872]',-,-,-,-0.263,2.177,-"
"'[21:13:05.880]',-,-,-,-0.269,2.184,-"
"'[21:13:05.888]',-,-,-,-0.276,2.187,-"
"'[21:13:05.896]',-,-,-,-0.282,2.189,-"
"'[21:13:05.904]',-,-,-,-0.290,2.190,-"
"'[21:13:05.912]',-,-,-,-0.296,2.186,-"
"'[21:13:05.920]',-,-,-,-0.304,2.177,-"
"'[21:13:05.928]',-,-,-,-0.312,2.168,-"
"'[21:13:05.936]',-,-,-,-0.319,2.164,-"
"'[21:13:05.944]',-,-,-,-0.326,2.166,-"
"'[21:13:05.952]',-,-,-,-0.332,2.174,-"
"'[21:13:05.960]',-,-,-,-0.337,2.182,-"
"'[21:13:05.968]',-,-,-,-0.342,2.186,-"
"'[21:13:05.976]',-,-,-,-0.347,2.196,-"
"'[21:13:05.984]',-,-,-,-0.351,2.219,-"
"'[21:13:05.992]',-,-,-,-0.354,2.261,-"
"'[21:13:06.000]',-,-,-,-0.357,2.324,-"
"'[21:13:06.008]',-,-,-,-0.360,2.409,-"
"'[21:13:06.016]',-,-,-,-0.363,2.507,-"
"'[21:13:06.024]',-,-,-,-0.365,2.602,-"
"'[21:13:06.032]',-,-,-,-0.366,2.688,-"
"'[21:13:06.040]',-,-,-,-0.368,2.765,-"
"'[21:13:06.048]',-,-,-,-0.369,2.830,-"
"'[21:13:06.056]',-,-,-,-0.369,2.881,-"
