'Time','II','III','V','RESP','PLETH','ABP'
'[20:44:01.136]',-,-,-,0.282,-,64.609
'[20:44:01.144]',-,-,-,0.283,-,64.217
'[20:44:01.152]',-,-,-,0.284,-,63.825
'[20:44:01.160]',-,-,-,0.285,-,63.504
'[20:44:01.168]',-,-,-,0.285,-,63.040
'[20:44:01.176]',-,-,-,0.285,-,62.684
'[20:44:01.184]',-,-,-,0.283,-,62.363
'[20:44:01.192]',-,-,-,0.282,-,62.113
'[20:44:01.200]',-,-,-,0.279,-,61.792
'[20:44:01.208]',-,-,-,0.276,-,61.507
'[20:44:01.216]',-,-,-,0.272,-,61.151
'[20:44:01.224]',-,-,-,0.269,-,60.723
'[20:44:01.232]',-,-,-,0.266,-,60.224
'[20:44:01.240]',-,-,-,0.263,-,59.724
'[20:44:01.248]',-,-,-,0.260,-,59.154
'[20:44:01.256]',-,-,-,0.258,-,58.548
'[20:44:01.264]',-,-,-,0.256,-,57.942
'[20:44:01.272]',-,-,-,0.254,-,57.335
'[20:44:01.280]',-,-,-,0.252,-,56.872
'[20:44:01.288]',-,-,-,0.249,-,56.408
'[20:44:01.296]',-,-,-,0.248,-,56.087
'[20:44:01.304]',-,-,-,0.246,-,55.873
'[20:44:01.312]',-,-,-,0.245,-,55.873
'[20:44:01.320]',-,-,-,0.244,-,56.301
'[20:44:01.328]',-,-,-,0.243,-,57.549
'[20:44:01.336]',-,-,-,0.243,-,59.796
'[20:44:01.344]',-,-,-,0.243,-,63.040
'[20:44:01.352]',-,-,-,0.244,-,67.070
'[20:44:01.360]',-,-,-,0.244,-,71.420
'[20:44:01.368]',-,-,-,0.244,-,75.841
'[20:44:01.376]',-,-,-,0.244,-,80.262
'[20:44:01.384]',-,-,-,0.245,-,84.399
'[20:44:01.392]',-,-,-,0.245,-,88.356
'[20:44:01.400]',-,-,-,0.245,-,92.136
'[20:44:01.408]',-,-,-,0.245,-,95.630
'[20:44:01.416]',-,-,-,0.245,-,98.768
'[20:44:01.424]',-,-,-,0.245,-,101.585
'[20:44:01.432]',-,-,-,0.245,-,103.974
'[20:44:01.440]',-,-,-,0.245,-,105.935
'[20:44:01.448]',-,-,-,0.246,-,107.361
'[20:44:01.456]',-,-,-,0.246,-,108.431
'[20:44:01.464]',-,-,-,0.246,-,109.108
'[20:44:01.472]',-,-,-,0.246,1.203,109.572
'[20:44:01.480]',-,-,-,0.246,1.190,109.857
'[20:44:01.488]',-,-,-,0.246,1.175,110.035
'[20:44:01.496]',-,-,-,0.246,1.159,109.964
'[20:44:01.504]',0.595,0.550,0.560,0.246,1.142,109.394
'[20:44:01.512]',0.600,0.560,0.565,0.246,1.123,108.431
'[20:44:01.520]',0.610,0.580,0.570,0.246,1.108,107.076
'[20:44:01.528]',0.615,0.590,0.575,0.246,1.093,105.364
'[20:44:01.536]',0.620,0.595,0.580,0.246,1.077,103.582
'[20:44:01.544]',0.620,0.590,0.580,0.247,1.063,101.728
'[20:44:01.552]',0.625,0.585,0.570,0.247,1.052,99.873
'[20:44:01.560]',0.610,0.570,0.555,0.248,1.044,97.877
'[20:44:01.568]',0.595,0.560,0.545,0.249,1.034,95.630
'[20:44:01.576]',0.575,0.545,0.535,0.250,1.023,93.063
'[20:44:01.584]',0.560,0.540,0.525,0.251,1.017,90.175
'[20:44:01.592]',0.545,0.530,0.520,0.252,1.019,87.144
'[20:44:01.600]',0.535,0.530,0.515,0.254,1.033,84.113
'[20:44:01.608]',0.535,0.530,0.515,0.255,1.065,81.225
'[20:44:01.616]',0.535,0.530,0.520,0.257,1.114,78.694
'[20:44:01.624]',0.530,0.530,0.525,0.258,1.185,76.447
'[20:44:01.632]',0.530,0.530,0.525,0.258,1.274,74.450
'[20:44:01.640]',0.530,0.535,0.525,0.259,1.378,72.739
'[20:44:01.648]',0.530,0.540,0.530,0.260,1.494,71.313
'[20:44:01.656]',0.530,0.540,0.530,0.261,1.600,70.100
'[20:44:01.664]',0.530,0.540,0.535,0.261,1.703,69.102
'[20:44:01.672]',0.535,0.535,0.580,0.262,1.818,68.282
'[20:44:01.680]',0.585,0.565,0.710,0.262,1.938,67.569
'[20:44:01.688]',0.695,0.635,0.930,0.263,2.056,66.856
'[20:44:01.696]',0.800,0.705,1.000,0.263,2.166,66.249
'[20:44:01.704]',0.810,0.740,0.945,0.263,2.270,65.679
'[20:44:01.712]',0.625,0.745,0.595,0.263,2.366,65.251
'[20:44:01.720]',0.500,0.710,0.360,0.264,2.454,65.002
'[20:44:01.728]',0.465,0.700,0.320,0.264,2.531,64.716
'[20:44:01.736]',0.465,0.695,0.350,0.264,2.598,64.467
'[20:44:01.744]',0.470,0.665,0.385,0.264,2.657,64.217
'[20:44:01.752]',0.470,0.610,0.420,0.264,2.700,63.932
'[20:44:01.760]',0.470,0.555,0.455,0.264,2.732,63.682
'[20:44:01.768]',0.490,0.520,0.490,0.264,2.766,63.433
'[20:44:01.776]',0.515,0.500,0.520,0.264,2.796,63.254
'[20:44:01.784]',0.535,0.495,0.540,0.264,2.819,62.898
'[20:44:01.792]',0.545,0.485,0.555,0.264,2.834,62.684
'[20:44:01.800]',0.550,0.480,0.560,0.264,2.838,62.292
'[20:44:01.808]',0.550,0.480,0.570,0.263,2.831,61.899
'[20:44:01.816]',0.550,0.480,0.575,0.263,2.812,61.365
'[20:44:01.824]',0.550,0.480,0.580,0.262,2.781,60.865
'[20:44:01.832]',0.555,0.485,0.585,0.261,2.737,60.331
'[20:44:01.840]',0.555,0.485,0.590,0.259,2.682,59.724
'[20:44:01.848]',0.560,0.485,0.595,0.258,2.619,59.261
'[20:44:01.856]',0.565,0.485,0.600,0.257,2.554,58.655
'[20:44:01.864]',0.565,0.480,0.605,0.255,2.489,58.227
'[20:44:01.872]',0.570,0.480,0.610,0.254,2.415,57.728
'[20:44:01.880]',0.575,0.475,0.620,0.253,2.336,57.300
'[20:44:01.888]',0.585,0.475,0.635,0.252,2.254,56.872
'[20:44:01.896]',0.590,0.475,0.645,0.251,2.171,56.408
'[20:44:01.904]',0.600,0.465,0.650,0.250,2.089,56.087
'[20:44:01.912]',0.610,0.465,0.655,0.249,2.010,55.873
'[20:44:01.920]',0.615,0.465,0.660,0.249,1.933,55.980
'[20:44:01.928]',0.625,0.465,0.655,0.248,1.858,56.658
'[20:44:01.936]',0.635,0.475,0.645,0.248,1.787,58.369
'[20:44:01.944]',0.635,0.480,0.640,0.248,1.719,61.115
'[20:44:01.952]',0.640,0.485,0.630,0.247,1.664,64.859
'[20:44:01.960]',0.630,0.495,0.620,0.247,1.616,69.245
'[20:44:01.968]',0.625,0.505,0.615,0.247,1.567,73.809
'[20:44:01.976]',0.615,0.515,0.600,0.248,1.520,78.301
'[20:44:01.984]',0.605,0.525,0.590,0.249,1.475,82.687
'[20:44:01.992]',0.595,0.530,0.570,0.250,1.434,86.788
'[20:44:02.000]',0.585,0.535,0.555,0.251,1.396,90.638
'[20:44:02.008]',0.570,0.535,0.545,0.252,1.361,94.204
'[20:44:02.016]',0.560,0.535,0.530,0.253,1.326,97.449
'[20:44:02.024]',0.545,0.530,0.525,0.255,1.295,100.194
'[20:44:02.032]',0.535,0.525,0.515,0.256,1.268,102.619
'[20:44:02.040]',0.530,0.520,0.510,0.257,1.242,104.616
'[20:44:02.048]',0.525,0.520,0.505,0.258,1.218,106.220
'[20:44:02.056]',0.525,0.520,0.505,0.259,1.200,107.504
'[20:44:02.064]',0.530,0.525,0.505,0.260,1.188,108.431
'[20:44:02.072]',0.535,0.525,0.510,0.261,1.174,108.966
'[20:44:02.080]',0.535,0.525,0.520,0.263,1.158,109.251
'[20:44:02.088]',0.535,0.525,0.525,0.264,1.140,109.322
'[20:44:02.096]',0.540,0.530,0.535,0.265,1.119,109.251
'[20:44:02.104]',0.550,0.535,0.545,0.266,1.099,109.073
'[20:44:02.112]',0.565,0.540,0.555,0.267,1.080,108.645
'[20:44:02.120]',0.580,0.555,0.560,0.268,1.062,107.789
'[20:44:02.128]',0.595,0.570,0.570,0.268,1.043,106.719
'[20:44:02.136]',0.605,0.580,0.575,0.268,1.024,105.364
'[20:44:02.144]',0.610,0.575,0.575,0.267,1.007,103.760
'[20:44:02.152]',0.610,0.570,0.575,0.267,0.996,101.977
'[20:44:02.160]',0.600,0.560,0.570,0.266,0.989,99.980
'[20:44:02.168]',0.585,0.550,0.560,0.265,0.980,97.698
'[20:44:02.176]',0.570,0.540,0.555,0.263,0.972,95.060
'[20:44:02.184]',0.550,0.530,0.545,0.262,0.968,92.136
'[20:44:02.192]',0.535,0.520,0.540,0.261,0.973,88.963
'[20:44:02.200]',0.530,0.520,0.535,0.260,0.989,85.611
'[20:44:02.208]',0.530,0.515,0.535,0.259,1.022,82.509
'[20:44:02.216]',0.530,0.515,0.530,0.258,1.071,79.656
'[20:44:02.224]',0.530,0.520,0.525,0.257,1.141,77.232
'[20:44:02.232]',0.525,0.515,0.525,0.256,1.229,75.128
'[20:44:02.240]',0.525,0.510,0.520,0.254,1.352,73.381
'[20:44:02.248]',0.525,0.510,0.515,0.253,1.499,71.848
'[20:44:02.256]',0.520,0.510,0.510,0.252,1.624,70.528
'[20:44:02.264]',0.515,0.500,0.505,0.251,1.739,69.494
'[20:44:02.272]',0.515,0.495,0.520,0.250,1.865,68.531
'[20:44:02.280]',0.545,0.510,0.600,0.249,1.995,67.783
'[20:44:02.288]',0.625,0.560,0.775,0.248,2.124,67.177
'[20:44:02.296]',0.755,0.640,0.995,0.247,2.249,66.677
'[20:44:02.304]',0.810,0.695,1.000,0.246,2.368,66.285
'[20:44:02.312]',0.705,0.705,0.760,0.244,2.477,65.929
'[20:44:02.320]',0.545,0.680,0.425,0.243,2.577,65.608
'[20:44:02.328]',0.460,0.655,0.290,0.242,2.666,65.287
'[20:44:02.336]',0.450,0.655,0.285,0.241,2.745,65.073
'[20:44:02.344]',0.465,0.635,0.340,0.241,2.814,64.823
'[20:44:02.352]',0.465,0.600,0.380,0.240,2.864,64.574
'[20:44:02.360]',0.465,0.550,0.425,0.240,2.901,64.288
'[20:44:02.368]',0.475,0.510,0.465,0.239,2.938,64.003
'[20:44:02.376]',0.495,0.485,0.500,0.239,2.969,63.682
'[20:44:02.384]',0.515,0.475,0.520,0.239,2.992,63.361
'[20:44:02.392]',0.525,0.470,0.530,0.240,3.005,63.005
'[20:44:02.400]',0.530,0.470,0.535,0.241,3.007,62.577
'[20:44:02.408]',0.535,0.475,0.540,0.241,2.998,62.113
'[20:44:02.416]',0.545,0.480,0.550,0.242,2.978,61.685
'[20:44:02.424]',0.545,0.480,0.555,0.243,2.946,61.151
'[20:44:02.432]',0.550,0.480,0.555,0.243,2.905,60.723
'[20:44:02.440]',0.550,0.485,0.560,0.244,2.854,60.224
'[20:44:02.448]',0.550,0.490,0.560,0.244,2.794,59.724
'[20:44:02.456]',0.550,0.495,0.560,0.245,2.731,59.261
'[20:44:02.464]',0.555,0.495,0.565,0.245,2.666,58.762
'[20:44:02.472]',0.555,0.495,0.570,0.245,2.587,58.227
'[20:44:02.480]',0.565,0.490,0.570,0.246,2.501,57.728
'[20:44:02.488]',0.570,0.485,0.575,0.246,2.411,57.228
'[20:44:02.496]',0.580,0.485,0.580,0.246,2.318,56.765
'[20:44:02.504]',0.595,0.485,0.590,0.246,2.224,56.230
'[20:44:02.512]',0.610,0.490,0.600,0.247,2.131,55.909
'[20:44:02.520]',0.620,0.495,0.620,0.247,2.042,55.873
'[20:44:02.528]',0.630,0.500,0.635,0.248,1.958,56.373
'[20:44:02.536]',0.635,0.505,0.645,0.250,1.880,57.585
'[20:44:02.544]',0.640,0.510,0.650,0.251,1.806,59.796
'[20:44:02.552]',0.645,0.515,0.655,0.252,1.747,63.040
'[20:44:02.560]',0.645,0.525,0.655,0.254,1.696,66.963
'[20:44:02.568]',0.640,0.525,0.650,0.256,1.644,71.420
'[20:44:02.576]',0.635,0.530,0.640,0.257,1.594,75.912
'[20:44:02.584]',0.620,0.530,0.620,0.258,1.548,80.334
'[20:44:02.592]',0.610,0.535,0.600,0.259,1.506,84.613
'[20:44:02.600]',0.595,0.535,0.580,0.260,1.468,88.713
'[20:44:02.608]',0.590,0.540,0.570,0.261,1.436,92.421
'[20:44:02.616]',0.580,0.540,0.555,0.262,1.407,95.880
'[20:44:02.624]',0.575,0.535,0.550,0.262,1.381,98.911
'[20:44:02.632]',0.565,0.530,0.540,0.263,1.358,101.549
'[20:44:02.640]',0.565,0.525,0.530,0.263,1.334,103.796
'[20:44:02.648]',0.560,0.525,0.520,0.263,1.318,105.685
'[20:44:02.656]',0.560,0.525,0.515,0.264,1.303,107.254
'[20:44:02.664]',0.560,0.525,0.515,0.264,1.285,108.431
'[20:44:02.672]',0.560,0.530,0.525,0.264,1.269,109.251
'[20:44:02.680]',0.565,0.540,0.530,0.264,1.252,109.786
'[20:44:02.688]',0.570,0.545,0.540,0.264,1.237,110.000
'[20:44:02.696]',0.575,0.550,0.550,0.265,1.221,110.000
